Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
11,"Consider an instruction pipeline with five stages without any branch prediction: Fetch Instruction (FI), Decode Instruction (DI), Fetch Operand (FO), Execute Instruction (EI) and Write Operand (WO). The stage delays for FI, DI, FO, EI and WO are 5 ns, 7 ns, 10 ns, 8 ns and 6 ns, respectively. There are intermediate storage buffers after each stage and the delay of each buffer is 1 ns. A program consisting of 12 instructions I1, I2, I3, …, I12 is executed in this pipelined processor. Instruction I4 is the only branch instruction and its branch target is I9. If the branch is taken during the execution of this program, the time (in ns) needed to complete the program is",,132,,165,,176,,328,,B,MCQ,"Pipeline will have to be stalled till EI stage of I4 completes, as EI stage will tell whether to take branch or not. After that I4(WO) and I9(FI) can go in parallel and later the following instructions. So, till I4(EI) completes : 7 cycles * (10 + 1 ) ns = 77ns From I4(WO) or I9(FI) to I12(WO) : 8 cycles * (10 + 1)ns = 88ns Total = 77 + 88 = 165 ns",
12,A RAM chip has a capacity of 1024 words of 8 bits each (1K × 8). The number of 2 × 4 decoders with enable line needed to construct a 16K × 16 RAM from 1K × 8 RAM is,,4,,5,,6,,7,,B,MCQ,"RAM chip size = 1k ×8[1024 words of 8 bits each] RAM to construct =16k ×16 Number of chips required = (16k x 16)/ ( 1k x 8) = (16 x 2) [16 chips vertically with each having 2 chips horizontally] So to select one chip out of 16 vertical chips, we need 4 x 16 decoder. Available decoder is  2 x 4 decoder To be constructed is 4 x 16 decoder Hence 4 + 1 = 5 decoders are required.",
13,Which one of the following is NOT logically equivalent to ¬∃x(∀y(α)∧∀z(β))?,,∀x(∃z(¬β)->∀y(α)),,∀x(∀z(β)->∃y(¬α)),,∀x(∀y(α)->∃z(¬β)),,∀x(∃y(¬α)->∃z(¬β)),,A,MCQ,"Given statement is : ¬ ∃ x ( ∀y(α) ∧ ∀z(β) ) where ¬ is a negation operator, ∃ is Existential Quantifier with the meaning of ""there Exists"" , and ∀ is a Universal Quantifier with the meaning "" for all "" , and α, β can be treated as predicates. here we can apply some of the standard results of Propositional and 1st order logic on the given statement, which are as follows : [ Result 1 : ¬(∀x P(x)) <=> ∃ x¬P(x), i.e. negation of ""for all"" gives ""there exists"" and negation also gets applied to scope of quantifier, which is P(x) here. And also negation of ""there exists"" gives ""for all"", and negation also gets applied to scope of quantifier  ] [ Result 2 :  ¬ ( A ∧ B ) = ( ¬A  ∨ ¬B )  ] [ Result 3 :  ¬P  ∨ Q <=> P -> Q ] [ Result 4 : If P ->Q, then by Result of Contrapositive,  ¬Q -> ¬P  ] Now we need to use these results as shown below: ¬ ∃ x ( ∀y(α) ∧ ∀z(β) )                 [ Given ] => ∀ x (¬∀y(α) ∨ ¬∀z(β) )          [ after applying Result 1 & Result 2 ] => ∀ x ( ∀y(α) -> ¬∀z(β) )     [after applying Result 3 ] => ∀ x ( ∀y(α) -> ∃z(¬β) ) [after applying Result 1 ] which is same as the statement C. Hence the Given Statement is logically Equivalent to the statement C. Now, we can also prove that given statement is logically equivalent to the statement in option  B. Let's see how ! The above derived statement is : ∀ x ( ∀y(α) -> ∃z(¬β) ) Now this statement can be written as (or equivalent to) : => ∀ x ( ∀z(β) -> ∃y(¬α) ) [after applying Result 4 ] And this statement is same as statement B. Hence the Given statement is also logically equivalent to the statement B. So, we can conclude that the Given statement is NOT logically equivalent to the statements A and D . Hence, the correct answer is Option A and Option D. But in GATE 2013, marks were given to all for this question.",
14,"The following code segment is executed on a processor which allows only register operands in its instructions. Each instruction can have atmost two source operands and one destination operand. Assume that all variables are dead after this code segment. c = a + b; d = c * a; e = c + a; x = c * c; if (x > a) { y = a * a; } else { d = d * d; e = e * e; } Suppose the instruction set architecture of the processor has only two registers. The only allowed compiler optimization is code motion, which moves statements from one place to another while preserving correctness. What is the minimum number of spills to memory in the compiled code?",,0,,1,,2,,3,,B,MCQ,"r1......r2 a.......b......c = a + b a.......c......x = c * c a.......x......but we will have to store c in mem as we don't know if x > a ................. or not y.......x......y = a * a choosing the best case of x > a , min spills = 1",
15,Consider the same data as above question . What is the minimum number of registers needed in the instruction set architecture of the processor to compile this code segment without any spill to memory? Do not apply any optimization other than optimizing register allocation.,,3,,4,,5,,6,,B,MCQ,"Note that for solving the above problem we are not allowed for code motion. So, we will start analyzing the code line by line and determine how many registers will be required to execute the above code snippet. Assuming the registers are numbered R1, R2, R3 and R4. The analysis has been shown in the table below So, from the above analysis we can conclude that we will need minimum 4 registers to execute the above code snippet. This explanation has been contributed by Namita Singh.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Explanation_Images/67c25b2c1395ffd6-OiQxK4hnPNIMsarnKRLo7nw5qJwk9f.png
16,"The procedure given below is required to find and replace certain characters inside an input character string supplied in array A. The characters to be replaced are supplied in array oldc, while their respective replacement characters are supplied in array newc. Array A has a fixed length of five characters, while arrays oldc and newc contain three characters each. However, the procedure is flawed void find_and_replace(char *A, char *oldc, char *newc) { for (int i = 0; i < 5; i++) for (int j = 0; j < 3; j++) if (A[i] == oldc[j]) A[i] = newc[j]; } The procedure is tested with the following four test cases (1) oldc = ""abc"", newc = ""dab"" (2) oldc = ""cde"", newc =  ""bcd"" (3) oldc  = ""bca"", newc  = ""cda"" (4) oldc = ""abc"", newc = ""bac"" The tester now tests the program on all input strings of length five consisting of characters ‘a’, ‘b’, ‘c’, ‘d’ and ‘e’ with duplicates allowed. If the tester carries out this testing with the four test cases given above, how many test cases will be able to capture the flaw?",,Only one,,Only Two,,Only Three,,All Four,,B,MCQ,See http://geeksquiz.com/algorithms-misc-question-10/,
17,"In the above question, if array A is made to hold the string “abcde”, which of the above four test cases will be successful in exposing the flaw in this procedure?",,,,2 Only,,3 and 4 only,,4 only,,C,MCQ,See http://geeksquiz.com/algorithms-misc-question-11/,
18,The smallest integer that can be represented by an 8-bit number in 2’s complement form is,,-256,,-128,,-127,,0,,B,MCQ,"See Two's complement For n bit 2's complement numbers, range of number is -(2 (n-1) ) to +(2 (n-1) -1)",
19,Consider the same data as above question. What is the minimum number of page colours needed to guarantee that no two synonyms map to different sets in the processor cache of this computer?,,2,,4,,8,,16,,C,MCQ,See http://geeksquiz.com/operating-systems-memory-management-question-10/ for explanation.,
20,"For the relation R(ABCDEFGH) with FD's= {CH->G, A->BC, B->CHF, E->A, F->EG such that F+ is exactly the set of FDs that hold for R.} Consider the FDs given in above question. The relation R is",,"in 1NF, but not in 2NF.",,"in 2NF, but not in 3NF.",,"in 3NF, but not in BCNF.",,in BCNF,,A,MCQ,"The table is not in 2nd Normal Form as the non-prime attributes are dependent on subsets of candidate keys. The candidate keys are AD, BD, ED and FD. In all of the following FDs, the non-prime attributes are dependent on a partial candidate key. A -> BC B -> CFH F -> EG",
21,Which one of the following options is the closest in meaning to the word given below? Nadir,,Highest,,Lowest,,Medium,,Integration,,B,MCQ,"Nadir means below 1. Astronomy A point on the celestial sphere directly below the observer, diametrically opposite the zenith. 2. The lowest point: the nadir of their fortunes. Source: http://www.thefreedictionary.com/nadir",
22,Complete the sentence: Universalism is to particularism as diffuseness is to _________________,,specificity,,neutrality,,generality,,adaptation,,A,MCQ,Diffuseness means to spreading widely.,
23,"What will be the maximum sum of 44, 42, 40, ...... ?",,502,,504,,506,,500,,C,MCQ,"This is a decreasing arithmetic progression with absolute difference as 2.  The series is 44, 42, 40 ...... 0, -2, -4...... The sum would be maximum if we consider the series till 0 or 2. So sum would be 506 using the AP Sum formula given here",
24,Choose the grammatically INCORRECT sentence:,,He is of Asian origin.,,They belonged to Africa.,,She is an European.,,They migrated from India to Australia.,,C,MCQ,"The correct sentence is ""She is a European.""  'an' applies to those words which get pronounced with a, e, i, o, u. Here pronunciation is ""Yuropean"" ( E-silent; has a ""Y"" sound ) , similar to ' a University'.  Hence a European .",
25,Find the sum of the expression,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/a12da31923447868-1hKoR2ZEvPWn8gEtSmCk3GlwaOyfuU.png,7,,8,,9,,10,,B,MCQ,The Series can be re-written as   (√2-√1)/(√2+√1)(√2-√1) +  (√3-√2)/(√2+√2)(√3-√2) + ..........  which simplifies to   (√2-√1) +  (√3-√2) + .....  (√81-√80)  which again simplifies to  √81 - √1  which is 8,
26,"After several defeats in wars, Robert Bruce went in exile and wanted to commit suicide. Just before committing suicide, he came across a spider attempting tirelessly to have its net. Time and again, the spider failed but that did not deter it to refrain from making attempts. Such attempts by the spider made Bruce curious. Thus, Bruce started observing the near-impossible goal of the spider to have the net. Ultimately, the spider succeeded in having its net despite several failures. Such act of the spider encouraged Bruce not to commit suicide. And then, Bruce went back again and won many a battle, and the rest is history.   Which one of the following assertions is best supported by the above information?",,Failure is the pillar of success.,,Honesty is the best policy.,,Life begins and ends with adventures.,,No adversity justifies giving up hope.,,D,MCQ,"None of A, B and C make sense.  Only option D ""No adversity justifies giving up hope"" is related to the given information.",
27,"A tourist covers half of his journey by train at 60 km/h, half of the remainder by bus at 30 km/h and the rest by cycle at 10 km/h. The average speed of the tourist in km/h during his entire journey is",,36,,30,,24,,18,,C,MCQ,Let total distance be D  Total Time =  D(1/2*60 + 1/4*30 + 1/4*10)  = D/24  Average Speed = Total distance / Total time = 24,
28,"The current erection cost of a structure is Rs. 13,200. If the labour wages per day increase by 1/5 of the current wages and the working hours decrease by 1/24 of the current period, then the new cost of erection in Rs. is",,"16,500",,"15,180",,"11,000",,"10,120",,B,MCQ,Cost is proportional to wages per day and number of hours.  Wages are increased by 1/5 and working hours are decreased by 1/24.  So the cost becomes (current cost)*(1+1/5)*(1-/24) = 13200*(6/5)*(23/24) = 15180,
29,"Out of all the 2-digit integers between 1 and 100, a 2-digit number has to be selected at random. What is the probability that the selected number is not divisible by 7?",,13/90,,12/90,,78/90,,77/90,,D,MCQ,"There are total 90 two digit numbers, out of them 13 are divisible by 7, these are 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98. Therefore, probability that selected number is not divisible by 7 = 1 - 13/90 = 77/90. So, option (D) is true.",
30,"Were you a bird, you ______________ in the sky.",,would fly,,shall fly,,should fly,,shall have flown,,A,MCQ,"Were you a bird, you would fly in the sky. See http://grammar.ccc.commnet.edu/grammar/conditional2.htm",
31,"In an IPv4 datagram, the M bit is 0, the value of HLEN is 10, the value of total length is 400 and the fragment offset value is 300. The position of the datagram, the sequence numbers of the first and the last bytes of the payload, respectively are",,"Last fragment, 2400 and 2789",,"First fragment, 2400 and 2759",,"Last fragment, 2400 and 2759",,"Middle fragment, 300 and 689",,C,MCQ,"M = 0 indicates that this packet is the last packet among all fragments of original packet.  So the  answer is either A or C. It is given that HLEN field is 10. Header length is number of 32 bit words . So header length = 10 * 4 = 40 Also, given that total length = 400. Total length indicates total length of the packet including header. So, packet length excluding header = 400 - 40 = 360 Last byte address = 2400 + 360 - 1 = 2759 (Because numbering starts from 0)",
32,A binary operation ⊕ on a set of integers is defined as x ⊕ y = x 2 + y 2 . Which one of the following statements is TRUE about ⊕?,,Commutative but not associative,,Both commutative and associative,,Associative but not commutative,,Neither commutative nor associative,,A,MCQ,"Associativity: A binary operation ∗ on a set S is said to be associative if it satisfies the associative law: a ∗ (b ∗c) = (a ∗b) ∗c    for all a, b, c  ∈ S. Commutativity: A binary operation  ∗ on a set S is said to be commutative if it satisfies the condition: a ∗b=b ∗a   for all a, b,  ∈S. In this case, the order in which elements are combined does not matter. Solution: Here a binary operation on a set of integers is defined as x⊕ y = x2 + y2. for Commutativity: x ⊕y= y ⊕x. LHS=> x ⊕y=  x^2+ y^2 RHS=> y ⊕x=  y^2+x^2 LHS = RHS. hence commutative. for Associativity: x ⊕ (y ⊕ z) =(x ⊕ y) ⊕ z LHS=> x ⊕ (y⊕  z) = x ⊕ ( y^2+z^2)= x^2+(y^2+z^2)^2 RHS=> (x ⊕y) ⊕z= ( x^2+y^2) ⊕z=(x^2+y^2)^2+z^2 So, LHS ≠ RHS, hence not associative. Another Solution : ⊕ commutative as x ⊕ y is always same as y ⊕ x. ⊕ is not associative as (x ⊕ y) ⊕ z is (x^2 + y^2)^2 + z^2, but x ⊕ (y ⊕ z) is x^2 + (y^2 + z^2)^2.",
33,"In the following truth table, V = 1 if and only if the input is valid. What function does the truth table represent?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/248b01326ecded5a-N9VgVNnrggCwYsXlgwEeogACYLg3b6.png,Priority encoder,,Decoder,,Multiplexer,,Demultiplexer,,A,MCQ,"Since there are more than one outputs and number of outputs is less than inputs, it is a Priority encoder V=1 when input is valid and for priority encoder it checks first high bit encountered. Except all are having at least one bit high and ‘x’ represents the “don’t care” as we have found a high bit already. So answer is (A).",
34,Which one of the following is the tightest upper bound that represents the number of swaps required to sort n numbers using selection sort?,,O(log n),,O(n),,O(nLogn),,O(n^2),,B,MCQ,"To sort elements in increasing order, selection sort always picks the maximum element from remaining unsorted array and swaps it with the last element in the remaining array.  So the number of swaps, it makes in n-1 which is O(n)",
35,Which one of the following is the tightest upper bound that represents the time complexity of inserting an object into a binary search tree of n nodes?,,O(1),,O(Logn),,O(n),,O(nLogn),,C,MCQ,"To insert an element, we need to search for its place first.  The search operation may take O(n) for a skewed tree like following. To insert 50, we will have to traverse all nodes. 10 \\ 20 \\ 30 \\ 40",
36,Consider the languages L1 = [Tex]\\phi [/Tex] and L2 = {a}. Which one of the following represents L1 L2 * U L1 *,,{ [Tex]\epsilon [/Tex] },,[Tex]\phi [/Tex],,a *,,"{ [Tex]\epsilon [/Tex] ,a}",,A,MCQ,L1 L2* U L1* Result of L1 L2* is [Tex]\\phi [/Tex] . { [Tex]\\phi [/Tex] } indicates an empty language. Concatenation of [Tex]\\phi [/Tex] with any other language is [Tex]\\phi [/Tex] . It works as 0 in multiplication. L1* = [Tex]\\phi [/Tex] * which is { [Tex]\\epsilon [/Tex] }. Union of [Tex]\\phi [/Tex] and { [Tex]\\epsilon [/Tex] } is { [Tex]\\epsilon [/Tex] },
37,"What is the maximum number of reduce moves that can be taken by a bottom-up parser for a grammar with no epsilon- and unit-production (i.e., of type A -> є and A -> a) to parse a string with n tokens?",,n/2,,n-1,,2n-1,,2 n,,B,MCQ,"Given in the question, a grammar with no epsilon- and unit-production (i.e., of type A -> є and A -> a). To get maximum number of Reduce moves, we should make sure than in each sentential form only one terminal is reduced. Since there is no unit production, so last 2 tokens will take only 1 move. So To Reduce input string of n tokens, first Reduce n-2 tokens using n-2 reduce moves and then Reduce last 2 tokens using production which has . So total of n-2+1 = n-1 Reduce moves. Suppose the string is abcd. ( n = 4 ). We can write the grammar which accepts this string as follows: S->aB B->bC C->cd The Right Most Derivation for the above is: S -> aB ( Reduction 3 ) -> abC ( Reduction 2 ) -> abcd ( Reduction 1 ) We can see here that no production is for unit or epsilon. Hence 3 reductions here. We can get less number of reductions with some other grammar which also doesn't produce unit or epsilon productions, S->abA A-> cd The Right Most Derivation for the above as: S -> abA ( Reduction 2 ) -> abcd ( Reduction 1 ) Hence 2 reductions. But we are interested in knowing the maximum number of reductions which comes from the 1st grammar. Hence total 3 reductions is maximum, which is ( n - 1) as n = 4 here. Thus, Option B.",
38,A scheduling algorithm assigns priority proportional to the waiting time of a process. Every process starts with priority zero (the lowest priority). The scheduler re-evaluates the process priorities every T time units and decides the next process to schedule. Which one of the following is TRUE if the processes have no I/O operations and all arrive at time zero?,,This algorithm is equivalent to the first-come-first-serve algorithm,,This algorithm is equivalent to the round-robin algorithm.,,This algorithm is equivalent to the shortest-job-first algorithm..,,This algorithm is equivalent to the shortest-remaining-time-first algorithm,,B,MCQ,"The scheduling algorithm works as round robin with quantum time equals to T. After a process's turn comes and it has executed for T units, its waiting time becomes least and its turn comes again after every other process has got the token for T units.",
39,Match the problem domains in GROUP I with the solution technologies in GROUP II GROUP I                                         GROUP II (P) Service oriented computing                 (1) Interoperability (Q) Heterogeneous communicating systems        (2) BPMN (R) Information representation                 (3) Publish-find-bind (S) Process description                        (4) XML,,"P-1, Q-2, R-3, S-4",,"P-3, Q-4, R-2, S-1",,"P-3, Q-1, R-4, S-2",,"P-4, Q-3, R-2, S-1",,C,MCQ,The answer can be easily guessed with XML. XML is used for information representation.,
