Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
12,What is the size of the smallest MIS(Maximal Independent Set) of a chain of nine nodes?,,5,,4,,3,,2,,C,MCQ,"A set of vertices is called independent set such that no two vertices in the set are adjacent.  A maximal independent set (MIS) is an independent set which is not subset of any other independent set.  The question is about smallest MIS.  We can see in below diagram, the three highlighted vertices (2nd, 5th and 8th) form a maximal independent set (not subset of any other MIS) and smallest MIS. 0---- 0 ----0----0---- 0 ----0----0---- 0 ----0",
13,"Consider the C program given below. What does it print? C #include <stdio.h> int main () { int i , j ; int a [ 8 ] = { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 }; for ( i = 0 ; i < 3 ; i ++ ) { a [ i ] = a [ i ] + 1 ; i ++ ; } i -- ; for ( j = 7 ; j > 4 ; j -- ) { int i = j / 2 ; a [ i ] = a [ i ] - 1 ; } printf ( ""%d, %d"" , i , a [ i ]); } /* Add code here. Remove these lines if not writing code */",,"2, 3",,"2, 4",,"3, 2",,"3, 3",,C,MCQ,"Be careful about the scope of i, there are two variables named: i, with different scope. There are 2 main points to consider while solving this question. Scope of variable i and integer division. First for loop will run for i = 0, 2 and 4 as i is incremented twice inside loop and resultant array will be  a  = 2, 2, 4, 4, 5, 6, 7, 8  (Loop will terminate at i = 4) After that i value is 3 as there is a decrement operation after for loop. Next for loop is running for j = 7, 6 and 5 and corresponding i values which is a local variable inside for loop will be 3 (7/2), 3 (6/2) and 2 (5/2). Array after this for loop will be a  = 2, 2, 3, 2, 5, 6, 7, 8 After the for loop, current i value is 3 and element at a[3] = 2.",
14,"What is the output printed by the following C code? C # include <stdio.h> int main () { char a [ 6 ] = ""world"" ; int i , j ; for ( i = 0 , j = 5 ; i < j ; a [ i ++ ] = a [ j -- ]); printf ( ""%s \\ n"" , a ); } /* Add code here. Remove these lines if not writing code */",,dlrow,,Null String,,dlrld,,worow,,B,MCQ,"As at the base address or starting of the string ""Null"" is placed, so while reading array if Null comes it assumes that this is the end of array, so it terminates here only.",
15,"C program is given below: C # include <stdio.h> int main () { int i , j ; char a [ 2 ] [ 3 ] = {{ 'a' , 'b' , 'c' }, { 'd' , 'e' , 'f' }}; char b [ 3 ] [ 2 ]; char * p = * b ; for ( i = 0 ; i < 2 ; i ++ ) { for ( j = 0 ; j < 3 ; j ++ ) { * ( p + 2 * j + i ) = a [ i ] [ j ]; } } } /* Add code here. Remove these lines if not writing code */ What should be the contents of the array b at the end of the program?",,a    b c    d e    f,,a    d b    e c    f,,a    c e    b d    f,,a    e d    c b    f,,B,MCQ,*p= a[0][0] *(p+2) = a[0][1] *(p+4) = a[0][2] *(p+1) = a[1][0] *(p+3) = a[1][1] *(p+5) = a[1][2],
16,"Consider the C program below. What does it print? C # include <stdio.h> # define swapl (a, b) tmp = a; a = b; b = tmp void swap2 ( int a , int b ) { int tmp ; tmp = a ; a = b ; b = tmp ; } void swap3 ( int * a , int * b ) { int tmp ; tmp = * a ; * a = * b ; * b = tmp ; } int main () { int num1 = 5 , num2 = 4 , tmp ; if ( num1 < num2 ) { swap1 ( num1 , num2 );} if ( num1 < num2 ) { swap2 ( num1 + 1 , num2 );} if ( num1 >= num2 ) { swap3 ( & num1 , & num2 );} printf ( ""%d, %d"" , num1 , num2 ); } /* Add code here. Remove these lines if not writing code */",,"5, 5",,"5, 4",,"4, 5",,"4, 4",,C,MCQ,"""if (num1 > = num2) {swap3 (&num1, &num2);}"" statement is true, so call by reference will be performed.",
17,Match the following flag bits used in the context of virtual memory management on the left side with the different purposes on the right side of the table below.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Question_Images/f01364a53c4d94ba-zcgUBvaSJ7GBiRWLDnCpQEU2Z6GVKg.jpg,"I-d, II-a, III-b, IV-c",,"I-b, II-c, III-a, IV-d",,"I-c, II-d, III-a, IV-b",,"I-b, II-c, III-d, IV-a",,D,MCQ,Dirty:- Dirty bit is used for whenever a page has been modify and we try to replace it and then this has to be written back so it write-back or leave it. Therefore dirty bit is used for write-back policy. R/W:- R/W is used for page protection. Reference:- It says which page has not referred recently. Hence it is used for page replacement policy. Valid:- It says whether the page page you are looking for it present in MM or not. If not present in MM then load into the SM i.e. called page intiallisation.  Option (d) is correct.,
18,A paging scheme uses a Translation Look-aside Buffer (TLB). A TLB-access takes 10 ns and a main memory access takes 50 ns. What is the effective access time(in ns) if the TLB hit ratio is 90% and there is no page-fault?,,54,,60,,65,,75,,C,MCQ,"Effective access time = hit ratio * time during hit + miss ratio * time during miss  TLB time = 10ns, Memory time = 50ns Hit Ratio= 90%  E.A.T. = (0.90)*(60)+0.10*110 =65",
19,"Assume that a main memory with only 4 pages, each of 16 bytes, is initially empty. The CPU generates the following sequence of virtual addresses and uses the Least Recently Used (LRU) page replacement policy. 0, 4, 8, 20, 24, 36, 44, 12, 68, 72, 80, 84, 28, 32, 88, 92 How many page faults does this sequence cause? What are the page numbers of the pages present in the main memory at the end of the sequence?",,"6 and 1, 2, 3, 4",,"7 and 1, 2, 4, 5",,"8 and 1, 2, 4, 5",,"9 and 1, 2, 3, 5",,B,MCQ,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Explanation_Images/aa93f7feb4066bdf-VOzpl66qhi98aGiJgKyILiI8VU7jk7.jpg
20,"For problems X and Y, Y is NP-complete and X reduces to Y in polynomial time. Which of the following is TRUE?",,"If X can be solved in polynomial time, then so can Y",,X is NP-complete,,X is NP-hard,,"X is in NP, but not necessarily NP-complete",,D,MCQ,"In order to solve these type of questions in GATE, we will give 2 important theorems. Proofs of these is beyond the scope of this explanation. For Proofs please refer to Introduction To Algorithms by Thomas Cormen. Theorem - 1 When a given Hard Problem (NPC, NPH and Undecidable Problems) is reduced to an unknown problem in polynomial time, then unknown problem also becomes Hard. Case - 1 When NPC(NP-Complete) problem is reduced to unknown problem, unknown problem becomes NPH(NP-Hard). Case - 2 When NPH(NP-Hard) problem is reduced to unknown problem, unknown problem becomes NPH(NP-Hard). Case - 3 When undecidable problem is reduced to unknown problem, unknown problem becomes also becomes undecidable. Remember that Hard problems needs to be converted for this theorem but not the other way. Theorem - 2 When an unknown problem  is reduced to an  Easy problem(P or NP) in polynomial time, then unknown problem also becomes easy. Case - 1 When an unknown problem  is reduced to a P type problem, unknown problem also becomes P. Case - 2 When an unknown problem  is reduced to a NP type problem, unknown problem also becomes NP. Remember that unknown problems needs to be converted for this theorem to work but not the other way. In the given question, X which is unknown problem is reduced to NPC problem in polynomial time so Theorem - 1 will not work. But all NPC problems are also NP, so we can say that X is getting reduced to a known NP problem so that Theorem - 2 is applicable and X is also NP. In order to make it NPC, we have to prove it NPH first which is not the case as Y is not getting reduced to X.",
21,"When n = 2 2k for some k ≥ 0, the recurrence relation T(n) = √(2) T(n/2) + √n, T(1) = 1 evaluates to :",,√(n) (log n + 1),,√(n) (log n ),,√(n) log √(n),,n log √(n),,A,MCQ,Please note that the question is asking about exact solution. Master theorem provides results in the form of asymptotic notations . So we can't apply Master theorem here. We can solve this recurrence using simple expansion or recurrence tree method. T(n) = √(2) T(n/2) + √n = √(2) [√(2) T(n/4) + √(n/2) ] + √n = 2 T(n/4) + √2 √(n/2) +√n = 2[ √2 T(n/8) + √(n/4) ]+√2 √(n/2)+√n = √(2^3) T(n/8)+ 2 √(n/4) + √2 √(n/2) +√n = √(2^3) T(n/8)+√n +√n +√n = √(2^3) T(n/(2^3))+3√n ............................................. = √(2^k) T(n/(2^k))+k√n = √(2^logn) + logn √n = √n + logn √n = √n(logn +1) Alternate Solution : This question can be easily done by substitution method look: T(1)= 1; GIVEN. Now use n=2 in the given recurrence relation which gives 2*(1.414) (since value of root over 2 is 1.414) now by looking at the options use n=2 which satisfies option A.,
22,"Consider the code fragment written in C below : C++ #include <iostream> using namespace std ; void f ( int n ) { if ( n <= 1 ) { cout << n ; } else { f ( n / 2 ); cout << n % 2 ; } } C void f ( int n ) { if ( n <= 1 ) { printf ( ""%d"" , n ); } else { f ( n / 2 ); printf ( ""%d"" , n % 2 ); } } Java public class Main { public static void f ( int n ) { if ( n <= 1 ) { System . out . print ( n ); } else { f ( n / 2 ); System . out . print ( n % 2 ); } } } Python def f ( n ): if n <= 1 : print ( n , end = '' ) else : f ( n // 2 ) print ( n % 2 , end = '' ) JavaScript function f ( n ) { if ( n <= 1 ) { process . stdout . write ( n . toString ()); } else { f ( Math . floor ( n / 2 )); process . stdout . write (( n % 2 ). toString ()); } } Which of the following implementations will produce the same output for f(173) as the above code? P1 C void f ( int n ) { if ( n / 2 ) { f ( n / 2 ); } printf ( ""%d"" , n % 2 ); } P2 C void f ( int n ) { if ( n <= 1 ) { printf ( ""%d"" , n ); } else { printf ( ""%d"" , n % 2 ); f ( n / 2 ); } }",,Both P1 and P2,,P2 only,,P1 only,,Neither P1 nor P2,,C,MCQ,"Here, basically, the function f prints the binary representation of the number. function f1 also prints the binary representation of the number function f2 prints the binary representation but in reverse order. Output of f  is:- 10101101 Output of f1 is:- 10101101 Output of f2 is:- 10110101 So, the answer is option (C) which is P1 only. Hence (C) is the correct answer.",
23,"Consider the code fragment below : C++ #include <iostream> using namespace std ; void f ( int n ) { if ( n <= 1 ) { cout << n ; } else { f ( n / 2 ); cout << n % 2 ; } } C #include <stdio.h> void f ( int n ) { if ( n <= 1 ) { printf ( ""%d"" , n ); } else { f ( n / 2 ); printf ( ""%d"" , n % 2 ); } } Java void f ( int n ) { if ( n <= 1 ) { System . out . print ( n ); } else { f ( n / 2 ); System . out . print ( n % 2 ); } } Python def f ( n ): if n <= 1 : print ( n , end = '' ) else : f ( n // 2 ) print ( n % 2 , end = '' ) JavaScript function f ( n ) { if ( n <= 1 ) { process . stdout . write ( n . toString ()); } else { f ( Math . floor ( n / 2 )); process . stdout . write (( n % 2 ). toString ()); } } What does f(173) print?",,010110101,,010101101,,10110101,,10101101,,D,MCQ,(173) 2 = 10101101 . Here the function will print the binary representation of 173. Hence Option(D) is the correct answer.,
24,"Let R (A, B, C, D, E, P, G) be a relational schema in which the following functional depen­dencies are known to hold: AB → CD, DE → P, C → E, P → C and B → G. The relational schema R is",,in BCNF,,"in 3NF, but not in BCNF",,"in 2NF, but not in 3NF",,not in 2NF,,D,MCQ,"Candidate key = AB B->G is partial dependency So, not in 2NF",
25,"Student (school-id, sch-roll-no, sname, saddress) School (school-id, sch-name, sch-address, sch-phone) Enrolment(school-id sch-roll-no, erollno, examname) ExamResult(erollno, examname, marks) What does the following SQL query output? C SELECT sch - name , COUNT ( * ) FROM School C , Enrolment E , ExamResult R WHERE E . school - id = C . school - id AND E . examname = R . examname AND E . erollno = R . erollno AND R . marks = 100 AND S . school - id IN ( SELECT school - id FROM student GROUP BY school - id HAVING COUNT ( * ) > 200 ) GROUP By school - id /* Add code here. Remove these lines if not writing code */",,"for each school with more than 200 students appearing in exams, the name of the school and the number of 100s scored by its students",,"for each school with more than 200 students in it, the name of the school and the number of 100s scored by its students",,"for each school with more than 200 students in it, the name of the school and the number of its students scoring 100 in at least one exam",,nothing; the query has a syntax error,,D,MCQ,"In outer SQL query in SELECT sch-name is used where as in GROUP BY clause, school-id is used, that should be same as in SELECT clause.",
26,"Consider the following three schedules of transactions T1, T2 and T3. [Notation: In the following NYO represents the action Y (R for read, W for write) performed by transac­tion N on object O.] (S1) 2RA	2WA	3RC	2WB	3WA	3WC	1RA	1RB	1WA	1WB (S2) 3RC	2RA	2WA	2WB	3WA	1RA	1RB	1WA	1WB	3WC (S3) 2RA	3RC	3WA	2WA	2WB	3WC	1RA	1RB	1WA	1WB Which of the following statements is TRUE?",,"S1, S2 and S3 are all conflict equivalent to each other",,"No two of S1, S2 and S3 are conflict equivalent to each other",,"S2 is conflict equivalent to S3, but not to S1",,"S1 is conflict equivalent to S2, but not to S3",,D,MCQ,"All the conflicting pairs like (3WA, 1WA) are in the same order in both S1 and S2.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Explanation_Images/4904b4816d21558d-rXRm74j0xCCSozKjt6GZZRLIoMnHt3.jpg
27,"A sample space has two events A and B such that probabilities P(A ∩ B) = 1/2, P(A') = 1/3, P(B') = 1/3. What is P(A U B)?",,11/12,,10/12,,9/12,,8/12,,B,MCQ,P(A U B) = P(A) + P(B) - P(A ∩ B) =(1-1/3)+(1-1/3)-1/2 =4/3-1/2 =5/6=10/12,
28,What is the probability that in a randomly chosen group of r people at least three people have the same birthday?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Question_Images/889ecbc8d39167a0-M0PeSjsA7iWILWSG2xZuHMeUoNk1Rq.jpg,A,,B,,C,,D,,C,MCQ,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Explanation_Images/858c339975be8540-POM4gWzRwOOZbMKrd5IInttaqFcLOJ.png
29,In how many ways can b blue balls and r red balls be distributed in n distinct boxes?,,[(n+b-1)!(n+r-1)!]/[(n-1)!b!(n-1)!r!],,[(n+(b+r)-1)!]/[(n-1)!(n-1)!(b+r)!],,n!/(b!r!),,[(n+(b+r)-1)!]/[n!(b+r-1)!],,A,MCQ,"You have to distribute k balls x 1 ,x 2..... x k that correspond to the number of balls that will be placed in boxes 1, 2, 3 .....k respectively. Since, they should add up to n, you want to determine the number of solutions to the equation: x 1 +x 2 +x 3 +x 4 +......+x k =n solution for the given equation is : (n+k-1)C k = (n+k-1)!/k!(n-1)! For distributing the b blue balls into n distinct boxes, equation will be  x 1 +x 2 +x 3 +....x b = n and solution of the equation will be (n+b-1)C b = (n+b-1)!/b!(n-1)! For distributing the r red balls into n distinct boxes, equation will be x 1 +x 2 +x 3 +....x r = n and solution of the equation will be (n+r-1)C r = (n+r-1)!/r!(n-1)! And For every way of distributing the b blue balls, there are r ways to distribute the red balls, so our total is br. i.e. (n+b-1)! (n+r-1)! / b!(n-1)!r!(n-1)!  which is answer A.",
30,The following bit pattern represents a floating point number in IEEE 754 single precision format  1 10000011 101000000000000000000000  The value of the number in decimal form is,,-10,,-13,,-26,,None of these,,C,MCQ,"To convert the floating point into decimal, we have 3 elements in a 32-bit floating point representation: i. Sign ii. Exponent iii. Mantissa Sign bit is the first bit of the binary representation. '1' implies negative number and '0' implies positive number Exponent is decided by the next 8 bits of binary representation. 131-127=4 Hence the exponent of 2 will be 4. i.e 2 4 =16. 127 is the unique number for 32 bit floating point representation. It is known as bias. It is determined by 2 k-1 -1 where 'k' is the number of bits in exponent field. Thus bias = 3 for 8 bit conversion and 127 for 32 bit. (2 8-1 -1 = 128-1=127) Mantissa is calculated from the remaining 24 bits of the binary representation. It consists of '1' and a fractional part which is determined by: The fractional part of mantissa is given by: 1*(1/2) + 0*(1/4) + 1*(1/8) + 0*(1/16) +.........=0.625 Thus the mantissa will be 1+0.625=1.625 The decimal number hence given as Sign*Exponent*Mantissa = (-1)*(16)*(1.625) = -26.  Related :",
31,What Boolean function does the circuit below realize ?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Question_Images/77cc5780a3080787-7BppZqqO2dS4xdJsKPZEhnQu4mmPH8.png,xz+x'z',,xz'+x'z,,x'y'+yz,,xy+y'z',,B,MCQ,"There 0, 2, 5, 7 are enable input in given decoder.   Therefore, given K-Map should be as following: So, output of above K-Map is, = xz + x'z' = (x⊙z) = x (ex-nor) z But, there given gate is NOR instead of OR, therefore above output will be negatated. So, output function f is, f = (xz + x'z')' = x'z + xz' = (x⊕z) = x (xor) z So, option (B) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Explanation_Images/f460f8d06e80d626-O27QIiAeNkGGFRaMg20wpbq53WA2Yd.png
32,"Consider the following state diagram and its realization by a JK flip flop The combinational circuit generates J and K in terms of x, y and Q. The Boolean expressions for J and K are :",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Question_Images/6b10d880ccd35c35-El0ay321t0kGMgAJez4BNLIYCsB6zX.jpg,(x⊕y)'and (x⊕y)',,(x⊕y)'and x⊕y,,x⊕y and (x⊕y)',,x⊕yand x⊕y,,D,MCQ,,
33,"Consider the following languages. L 1 = {a i b j c k | i = j, k ≥ 1} L 1 = {a i b j | j = 2i, i ≥ 0} Which of the following is true?",,L 1 is not a CFL but L 2 is,,L 1 ∩ L 2 = ∅ and L 1 is non-regular,,L 1 ∪ L 2 is not a CFL but L 2 is,,"There is a 4-state PDA that accepts L 1 , but there is no DPDA that accepts L 2",,B,MCQ,A: Both L 1 and L 2 are CFL B: L 1 ∩ L 2 = ∅  is true L 1 is not regular => true => B is true C: L 1 ∪ L 2 is not a CFL nut L 2 is CFL is closed under Union => False D: Both L 1 and L 2 accepted by DPDA,
34,"Which of the following regular expressions describes the language over {0, 1} consisting of strings that contain exactly two 1's?",,(0 + 1) * 11(0 + 1) *,,0 * 110 *,,0 * 10 * 10 *,,(0 + 1) * 1(0 + 1) * 1 (0 + 1) *,,C,MCQ,"By looking at option A and D clearly not feasible solution. Between B and C both contains exactly two 1's but in option B, both 1 will always come together where as in C it is general string.",
35,Let N be an NFA with n states and let M be the minimized DFA with m states recognizing the same language. Which of the following in NECESSARILY true?,,m ≤ 2 n,,n ≤ m,,M has one accept state,,m = 2 n,,A,MCQ,A state in a DFA is proper subset of states of NFA of corresponding DFA => set of states of NFA =n => no of subsets of a set with n elements = 2 n => m<=2 n,
36,"If the final states and non-final states in the DFA below are interchanged, then which of the following languages over the alphabet {a,b} will be accepted by the new DFA?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2008/Question_Images/92f6da1e000da3ac-TAmkTWeMZ2l9HK2GfSyIjdzHNOFNza.jpg,Set of all strings that do not end with ab,,Set of all strings that begin with either an a or a b,,"Set of all strings that do not contain the substring ab,",,The set described by the regular expression b*aa*(ba)*b*,,A,MCQ,"Seemingly, DFA obtained by interchanging final and non-final states will be complement of the given regular language. So, to prove that a family of string is accepted by complement of L, we will in turn prove that it is rejected by L. (A) . Set of all strings that do not end with ab - This statement could be proved right by looking at the b labeled incident edges on the final states and a labeled edges preceding them. Complement of the given DFA will have first two states as final states. First state doesn’t have any b labeled edge that has a labeled edge prior to it. Similarly, second final state doesn’t have any such required b labeled edge. Similarly, it could be proven that all the strings accepted by the given DFA end with ab. Now that L ∪ complement(L) = (a + b) ∗ , L should be the set of all the strings ending on ab and complement(L) should be set of all the strings that do not end with ab. [CORRECT] (B) . Set of all strings that begin with either an a or ab - This statement is incorrect. To prove that we just have to show that a string beginning with a or ab exists, which is accepted by the given DFA. String abaab is accepted by the given DFA, hence it won’t be accepted by its complement. [INCORRECT] (C) . Set of all strings that do not contain the substring ab - To prove this statement wrong, we need to show that a string exists which doesn’t contain the substring ab and is not accepted by current DFA. Hence, it will be accepted by its complement, making this statement wrong. String aba is not accepted by this DFA. [INCORRECT] (D). The set described by the regular expression b ∗ aa ∗ (ba) ∗ b ∗ - String abaaaba is not accepted by the given DFA, hence accepted by its com",
