Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
11,Suppose X and Y are random variables. The conditional expectation of X given Y is denoted by E[X|Y ]. Then E[E[X|Y ]] equals,,E[X|Y],,[Tex]\frac{E[X]}{E[Y]}[/Tex],,E[X],,E[Y],,C,MCQ,"[Tex]
\mathbb{E}[\mathbb{E}[X \mid Y]] = \sum_y \left( \sum_x x \, \Pr(X = x \mid Y = y) \right) \Pr(Y = y)

[/Tex] [Tex]
\sum_{x}\sum_{y} x \Pr(X = x, Y = y)

[/Tex] [Tex]
\sum_{x} x\,\Pr(X = x) = \mathbb{E}[X]

[/Tex] so , E[E[X|Y]] = E[X] .",
12,The number of additions and multiplications involved in performing Gaussian elimination on any n × n upper triangular matrix is of the order,,O(n),,O(n 2 ),,O(n 3 ),,O(n 4 ),,B,MCQ,"For row i, there are n−i multiplications and n−i additions (to compute the sum). Total for all rows: [Tex]\sum_{i=1}^{n-1} (n - i) = \frac{n(n - 1)}{2}[/Tex] so both the total : Additions = [Tex]\frac{n(n - 1)}{2}
[/Tex] Multiplications = [Tex]\frac{n(n - 1)}{2}
[/Tex] Gaussian elimination on an n×n upper triangular matrix takes [Tex]O(n^2)[/Tex] additions and multiplications .",
13,"The sum of the elements in each row of A ∈ [Tex]R^{n \times n}[/Tex] is 1. If [Tex]B = A^3 − 2A^2 + A[/Tex] , which one of the following statements is correct (for x ∈ R n )?",,The equation Bx = 0 has no solution,,The equation Bx = 0 has exactly two solutions,,The equation Bx = 0 has infinitely many solutions,,The equation Bx = 0 has a unique solution,,C,MCQ,"Row Sum of A : Each row summing to 1 implies when A multiplies a vector of all ones, it results in the same vector of all ones. This indicates that the vector of all ones is an eigenvector of A corresponding to the eigenvalue 1. Powers of A : Applying A multiple times to a vector of all ones still results in a vector of all ones: A^2 times a vector of all ones = A times a vector of all ones = a vector of all ones A^3 times a vector of all ones = A^2 times a vector of all ones = a vector of all ones Evaluating B times a vector of all ones : When you substitute A times a vector of all ones = a vector of all ones into B, you get B times a vector of all ones = (A^3 - 2A^2 + A) times a vector of all ones = a vector of all ones - 2 times a vector of all ones + a vector of all ones = a vector of zeros. Thus, the vector of all ones is a solution to Bx = 0, indicating it's in the kernel (null space) of B. Solution Space : The presence of a non-zero solution suggests that Bx = 0 has multiple solutions since any scalar multiple of the vector of all ones will also be a solution. Given this information, it appears that Bx = 0 has infinitely many solutions , which are all scalar multiples of the vector of all ones.",
14,"Let [Tex]f(x)=\frac{e^{x}-e^{-x}}{2},x \in \mathbb{R}.[/Tex] Let f (k) (a) denote the k th derivative of f evaluated at a. What is the value of f (10) (0)? (Note: ! denotes factorial)",,0,,1,,[Tex]\frac{1}{10!}[/Tex],,[Tex]\frac{2}{10!}[/Tex],,A,MCQ,"f(x)  = [Tex]\frac{e^x - e^{-x}}{2}[/Tex] = sinh(x) Even-order derivatives of sinh(x) are sinh(x) ,and sinh(0) = 0 so [Tex]f^{(10)}(0) = \sinh(0) = 0
[/Tex] Ans : 0",
15,"Let p and q be any two propositions. Consider the following propositional statements. S 1 : p → q,   S 2 : ¬p ∧ q,   S 3 : ¬p ∨ q,   S 4 : ¬p ∨ ¬q, where ∧ denotes conjunction (AND operation), ∨ denotes disjunction (OR operation), and ¬ denotes negation (NOT operation). Which one of the following options is correct? (Note: ≡ denotes logical equivalence)",,S 1 ≡ S 3,,S 2 ≡ S 3,,S 2 ≡ S 4,,S 1 ≡ S 4,,A,MCQ,"To determine which of the given statements are logically equivalent, let's analyze each statement in terms of their truth values and implications: S1: p → q - This statement is true when either 'p' is false or both 'p' and 'q' are true. It translates to ""if p then q"". S2: ¬p ∧ q - This statement is true only when 'p' is false and 'q' is true simultaneously. It is a stricter condition than the others. S3: ¬p ∨ q - This is true when either 'p' is false, or 'q' is true, or both. It can be rewritten using implication as p→qp \rightarrow qp→q, which is a classic transformation in logic (Implication Rule). S4: ¬p ∨ ¬q - This statement is true when at least one of 'p' or 'q' is false. Now let's match these explanations against the logical equivalences: S1 ≡ S3 : S1 (p → q) can be rewritten by definition as ¬p ∨ q, which is exactly S3. Thus, S1 is logically equivalent to S3. S2 ≡ S3 : S2 (¬p ∧ q) differs from S3 (¬p ∨ q) in that S2 requires both 'p' to be false and 'q' to be true, whereas S3 is satisfied with either condition independently. Thus, S2 is not equivalent to S3. S2 ≡ S4 : S2 (¬p ∧ q) and S4 (¬p ∨ ¬q) are quite different, as S2 needs both 'p' to be false and 'q' to be true, while S4 only needs at least one of the conditions 'p is false' or 'q is false'. Thus, S2 is not equivalent to S4. S1 ≡ S4 : S1 (p → q) as ¬p ∨ q and S4 (¬p ∨ ¬q) have different conditions for 'q'. Thus, S1 is not equivalent to S4. Based on this analysis, the correct answer is: S1 ≡ S3 This is the only pair that represents the same logical operation, i.e., implication, expressed in two different syntactical forms.",
16,"If a relational decomposition is not dependency-preserving, which one of the following relational operators will be executed more frequently in order to maintain the dependencies?",,Selection,,Projection,,Join,,Set union,,C,MCQ,"When a relation is decomposed into smaller tables, we ideally want to preserve all functional dependencies from the original table in the smaller ones. But if the decomposition is not dependency-preserving, then: We must reconstruct the original relation by joining the decomposed tables. So, the Join operation will be used more frequently.",
17,"Consider the following three relations: Car (model, year, serial, color) Make (maker, model) Own (owner, serial) A tuple in Car represents a specific car of a given model , made in a given year , with a serial number and a color . A tuple in Make specifies that a maker company makes cars of a certain model . A tuple in Own specifies that an owner owns the car with a given serial number. Keys are underlined; ( owner , serial ) together form key for Own . (⋈ denotes natural join) π owner (Own ⋈ (σ color=“red” (Car ⋈ (σ maker=“ABC” Make)))) Which one of the following options describes what the above expression computes?",,"All owners of a red car, a car made by ABC, or a red car made by ABC",,"All owners of more than one car, where at least one car is red and made by ABC",,All owners of a red car made by ABC,,All red cars made by ABC,,C,MCQ,"1.Selecting models made by ABC. 2.Finding red cars of those models. 3.Joining with Own to find who owns those cars. 4.Returning just the owners. All Owners of red cars made by maker ""ABC""",
18,"Consider a hash table of size 10 with indices {0, 1, . . . , 9}, with the hash function h(x) = 3x (mod 10), where  linear  probing  is  used  to handle  collisions. The  hash  table is initially  empty   and  then  the  following  sequence  of  keys  is inserted  into the  hash  table: 1, 4, 5, 6, 14, 15. The  indices  where  the  keys  14  and  15  are stored  are,  respectively",,2 and 5,,2 and 6,,4 and 5,,4 and 6,,D,MCQ,"The hash function given is: h(x) = 3x mod  10 Let's proceed to insert each key into the hash table and find the final indices for the keys 14 and 15. Insert key 1 : h(1) = 3 × 1 mod  10 =3 Place key 1 at index 3. Insert key 4 : h(4) = 3 × 4 mod  10 = 12 mod  10 = 2 Place key 4 at index 2. Insert key 5 : h(5) = 3 × 5 mod  10 = 15 mod  10 = 5 Place key 5 at index 5. Insert key 6 : h(6) = 3 × 6 mod  10 = 18 mod  10 = 8 Place key 6 at index 8. Insert key 14 : h(14) = 3 × 14 mod  10 = 42 mod  10 = 2 Index 2 is occupied by key 4. Linear probing checks index 3, which is occupied by key 1. Check index 4, which is available. Place key 14 at index 4. Insert key 15 : h(15) = 3 × 15 mod  10 = 45 mod  10 = 5 Index 5 is occupied by key 5. Linear probing checks index 6, which is available. Place key 15 at index 6. Therefore, the keys 14 and 15 are stored at indices 4 and 6 respectively, which corresponds to the option: 4 and 6",
19,"Let X be a continuous random variable whose cumulative distribution function (CDF) F X (x), for some t, is given as follows: [Tex]F_{X}(x)= \begin{cases}0 & x\leq t \\\frac{x - t}{4 - t} & t\leq x \leq 4 \\1 & x \geq 4\end{cases}[/Tex] If the median of X is 3, then what is the value of t?",,2,,1,,-1,,0,,A,MCQ,"Let's solve the problem given that the median of X is 3. The median is defined as the value m such that the cumulative distribution function (CDF), Fₓ(m) , equals 0.5. So we need Fₓ(3) = 0.5 . Given CDF function [Tex]F_x(x)
[/Tex] : Fₓ(x) = 0 for x ≤ t Fₓ(x) = (x - t) / (4 - t) for t ≤ x ≤ 4 Fₓ(x) = 1 for x ≥ 4 Since x = 3 falls in the range t ≤ x ≤ 4 , we use the second case: Fₓ(3) = (3 - t) / (4 - t) = 0.5 Solving for t : 3 - t = 0.5 × (4 - t) 3 - t = 2 - 0.5t 3 - 2 = 0.5t - t 1 = -0.5t t = -2 Since t = -2 is not one of the given answer choices (2, 1, -1, 0), let's verify by substituting each option into the CDF equation: For t = 2 : Fₓ(3) = (3 - 2) / (4 - 2) = 1/2 = 0.5 (This option is correct) For t = 1 : Fₓ(3) = (3 - 1) / (4 - 1) = 2/3 (This option is incorrect) For t = -1 : Fₓ(3) = (3 - (-1)) / (4 - (-1)) = 4/5 (This option is incorrect) For t = 0 : Fₓ(3) = (3 - 0) / (4 - 0) = 3/4 (This option is incorrect) Since t = 2 satisfies Fₓ(3) = 0.5 , the correct answer is: A(2)",
20,"Let X = aZ + b, where Z is a standard normal random variable, and a, b are two unknown constants. It is given that E[X] = 1, E[(X − E[X])Z] = −2, E[(X − E[X]) 2 ] = 4, where E[X] denotes the expectation of random variable X. The values of a, b are:",,"a = -2, b = 1",,"a = 2, b = -1",,"a = -2, b = -1",,"a = 1, b = 1",,A,MCQ,"* [Tex]X = aZ + b, \quad \text{where } Z \sim \mathcal{N}(0, 1)[/Tex] * E[X] = 1 * [Tex]E[(X - E[X])Z] = -2[/Tex] * [Tex]E[(X - E[X])^2] = 4[/Tex] Mean : [Tex]E[X] = aE[Z] + b = 0 + b = 1 \Rightarrow b = 1[/Tex] Variance : [Tex]\text{Var}(X) = a^2 = 4 \Rightarrow a = \pm 2[/Tex] Covariance with z : [Tex]E[(X - 1)Z] = E[aZ \cdot Z] = aE[Z^2] = a \cdot 1 = a \\\text{Given: } E[(X - 1)Z] = -2 \Rightarrow a = -2[/Tex] Ans : a= -2, b=1",
21,"It is given that P(X ≥ 2) = 0.25 for an exponentially distributed random variable X with E[X] = 1/λ , where E[X] denotes the expectation of X. What is the value of λ? (ln denotes natural logarithm)",,ln 2,,ln 4,,ln 3,,ln 0.25,,A,MCQ,"[Tex]P(X \geq 2) = e^{-2\lambda} = 0.25
[/Tex] Take natural log : [Tex]-2\lambda = \ln(0.25) = -\ln(4) \Rightarrow \lambda = \frac{1}{2} \ln(4)
[/Tex] Final answer : [Tex]\lambda = \frac{1}{2} \ln(4)
[/Tex]",
22,"Consider designing a linear classifier y = sign ( f ( x; w, b )), f ( x; w, b ) = w T x + b on a dataset D = { ( x 1 , y 1 ), ( x 2 , y 2 ), . . . , ( x N , y N )}, x i ∈ R d , y i ∈ { +1, −1 }, i = 1, 2, . . . , N. Recall that the sign function outputs +1 if the argument is positive, and −1 if the argument is non-positive. The parameters w and b are updated as per the following training algorithm: w new = w old + y n x n , b new = b old + y n whenever sign ( f ( x n ; w old , b old )) ≠ yn. In other words, whenever the classifier wrongly predicts a sample ( x n , y n ) from the dataset, wold gets updated to wnew, and likewise bold gets updated to bnew. Consider the case (x n , +1), f( x n ; w old , bold) < 0. Then",,"f ( x n ; w new , b new ) > f ( x n ; w old , b old )",,"f ( x n ; w new , b new ) < f ( x n ; w old , b old )",,"f ( x n ; w new , b new ) = f ( x n ; w old , b old )",,"y ( x n ; w old , b old ) > 1",,A,MCQ,"we had : [Tex]f(x_n) = w_{\text{old}}^T x_n + b_{\text{old}} < 0[/Tex] Then  : [Tex]f new​ (x n​ )=(w old​ +x n​ ) T x n​ +(b old​ +1)=w oldT​ x n​ +x nT​ x n​ +b old​ +1[/Tex] so : [Tex]f_{\text{new}}(x_n) = f_{\text{old}}(x_n) + \|x_n\|^2 + 1[/Tex] [Tex]\text{Since } \|x_n\|^2 > 0, \text{ this means } f(x_n) \text{ increases, moving it closer to correct classification.}[/Tex]",
23,"Consider the following Python declarations of two lists. A=[1,2,3] B=[4,5,6] Which one of the following statements results in A= [1, 2, 3, 4, 5, 6]?",,A.extend(B),,A.append(B),,A.update(B),,A.insert(B),,A,MCQ,"A.extend(B) : This method appends each element of list B to list A , resulting in A = [1, 2, 3, 4, 5, 6] . A.append(B) : This method adds the list B itself as a single element to A , resulting in A = [1, 2, 3, [4, 5, 6]] (not the desired result). A.update(B) : This is not valid for lists; the update() method is used for dictionaries, not lists. A.insert(B) : This is not valid because insert() is used to insert an element at a specific position, and it requires two arguments: an index and the value to insert. Thus, A.extend(B) is the correct choice.",
24,"Consider two functions f : R → R and g : R → (1, ∞). Both functions are differentiable at a point c. Which of the following functions is/are ALWAYS differentiable at c? The symbol · denotes product and the symbol ◦ denotes composition of functions.",,f ± g,,f · g,,f/g,,f ◦ g + g ◦ f,,C,MCQ,"[Tex]\text{We are given:} \\f : \mathbb{R} \rightarrow \mathbb{R}, \quad g : \mathbb{R} \rightarrow (1, \infty), \\\text{Both are differentiable at a point } c \in \mathbb{R}[/Tex] (A) [Tex]f \pm g[/Tex] Sum/Difference of two differentiable functions is differentiable. Always differentiable (B) [Tex]f \cdot g[/Tex] Product of differentiable functions is differentiable. Always differentiable (C) [Tex]\frac{f}{g}[/Tex] [Tex]g(c) > 1 \Rightarrow g(c) \neq 0, \text{ so denominator is non-zero.}[/Tex] Always differentiable. (D) [Tex]f \circ g + g \circ f[/Tex] [Tex]\text{For } f \circ g, \text{ we need } g(c) \in \mathbb{R} \Rightarrow \text{ fine (since codomain of } g \text{ is } (1, \infty)).[/Tex] [Tex]\text{For } g \circ f, \text{ we need } f(c) \in (1, \infty), \text{ but } f(c) \in \mathbb{R}, \text{ so may not lie in domain of } g.[/Tex] Not differentiable.",
25,Which of the following statements is/are correct?,,R n has a unique set of orthonormal basis vectors,,R n does not have a unique set of orthonormal basis vectors,,Linearly independent vectors in R n are orthonormal,,Orthonormal vectors R n are linearly independent,,D,MCQ,"1. [Tex]\mathbb{R}^n[/Tex] has a unique set of orthonormal basis vectors This statement is incorrect . Rⁿ can have multiple sets of orthonormal basis vectors. Any set of n orthonormal vectors in Rⁿ forms an orthonormal basis, but there is no unique set. The set can be transformed by applying any orthogonal transformation (such as rotations or reflections). 2. [Tex]\mathbb{R}^n[/Tex] does not have a unique set of orthonormal basis vectors This statement is correct . As mentioned above, Rⁿ has infinitely many orthonormal bases. Any orthonormal basis can be obtained by applying an orthogonal transformation to a given orthonormal basis. Therefore, there is no unique orthonormal basis. 3.Linearly independent vectors in [Tex]\mathbb{R}^n[/Tex] are orthonormal. This statement is incorrect . While orthonormal vectors are linearly independent, not all linearly independent vectors are orthonormal. To be orthonormal, the vectors must not only be linearly independent, but they must also satisfy the condition that their magnitudes are 1 and that they are mutually orthogonal (i.e., the dot product between any two distinct vectors is zero). 4.Orthonormal vector [Tex]\mathbb{R}^n[/Tex] are linearly independent. This statement is correct . Orthonormal vectors are always linearly independent. If the vectors are orthogonal (i.e., their dot product is zero) and each vector has unit length, they are guaranteed to be linearly independent.",
26,Which of the following statements is/are correct in a Bayesian network?,,Variable elimination is an approximate inference algorithm,,Gibbs sampling is an exact inference algorithm,,Variable elimination is used to determine conditional probabilities,,Rejection sampling is an approximate inference algorithm,,D,MCQ,"1. Variable elimination is an approximate inference algorithm This statement is incorrect . Variable elimination is an exact inference algorithm , not an approximate one. It works by systematically eliminating variables in the network to compute marginal distributions or conditional probabilities exactly. 2.Gibbs sampling is n exact interference algorithm This statement is incorrect . Gibbs sampling is an approximate inference algorithm . It is a Markov Chain Monte Carlo (MCMC) method used to sample from a probability distribution to estimate quantities like marginal distributions. It does not guarantee an exact solution but provides an approximation based on the samples generated. 3.Variable elimination is used to determine conditional probabilities. This statement is correct . Variable elimination is commonly used in Bayesian networks to compute conditional probabilities by summing out or marginalizing over other variables in the network. 4.Rejection sampling is an approximate inference algorithm This statement is correct . Rejection sampling is an approximate inference algorithm . It involves generating samples from a proposal distribution and rejecting some of them based on a given probability distribution to approximate a desired distribution. It is generally used for estimating marginal probabilities or conditional probabilities. Final Answer: Correct statements: Variable elimination is used to determine conditional probabilities Rejection sampling is an approximate inference algorithm",
27,For which of the following inputs does binary search take time O(logn) in the worst case?,,An array of n integers in any order,,A linked list of n integers in any order,,An array of n integers in increasing order,,A linked list of n integers in increasing order,,C,MCQ,"(A) An array of n integers in any order Binary search requires the input to be sorted in order to work correctly. If the array is in any random order, binary search will not be applicable because it relies on the fact that the elements are ordered to efficiently decide which half of the array to search next. Time complexity: Not applicable (binary search cannot be applied without sorting the array first). (B) A linked list of n integers in any order Binary search operates by repeatedly dividing the search space in half. For a linked list , accessing the middle element requires traversing the list from the head to the middle element. This takes O(n) time for each step, making the overall time complexity for binary search on a linked list O(n) . Time complexity: O(n) (not O(log n) . (C) An array of n integers in increasing order Binary search works optimally on a sorted array , and when the array is sorted in increasing order, the binary search can effectively reduce the search space in half at each step. Time complexity: O(log n) in the worst case. (D) An linked list of n integers increasing order Even though the linked list is sorted, binary search would still require O(n) time to access the middle element in each step. Since the linked list does not support direct access to arbitrary indices (like arrays do), binary search is inefficient here. Time complexity: O(n) (not O(log n) ). Final Answer: Binary search takes time O(log n) in the worst case only for an array of n integers in increasing order.",
28,"Let [Tex]A = I_n + xx^T[/Tex] , where I n is the n × n identity matrix and [Tex]x \in \mathbb{R}^n[/Tex] , [Tex]x^T x = 1[/Tex] . Which of the following options is/are correct?",,Rank of A is n,,A is invertible,,0 is an eigenvalue of A,,A −1 has a negative eigenvalue,,B,MCQ,"1.Rank of A is n [Tex]A = I_n + x x^T[/Tex] [Tex]I_n \text{ has full rank } n
[/Tex] [Tex]x x^T \text{ is a rank-1 matrix}
[/Tex] Since you're adding a full-rank matrix and a rank-1 matrix, and [Tex]I_n
[/Tex] ​ is invertible, the rank doesn't drop 2.A is invertible. [Tex]I_n
[/Tex] is invertible (full rank). x x^T is rank 1, symmetric. A is positive definite , because for any [Tex]y \ne 0
[/Tex] : y^T A y = \|y\|^2 + (x^T y)^2 > 0 A positive definite matrix is always invertible. So, A is invertible. 3. 0 is an eigenvalue of A [Tex]x x^T
[/Tex] has eigenvalues: 1 (once), 0 (rest). [Tex]A = I_n + x x^T
[/Tex] shifts all eigenvalues up by 1. So eigenvalues of A are: 2 (once), 1 (n − 1 times). Conclusion : Incorrect . 4. [Tex]A^{-1}[/Tex] has a negative eigenvalue A is positive definite ⇒ all eigenvalues of A are positive. The eigenvalues of A are: 2 (once), 1 (n−1 times). The eigenvalues of are the reciprocals : [Tex]A^{-1}
[/Tex] [Tex]\frac{1}{2}[/Tex] ​,1,1,… Conclusion : Incorrect . Final Answer: The correct options are: Rank of A is n A is invertible",
29,"Suppose that insertion sort is applied to the array [1, 3, 5, 7, 9, 11, x, 15, 13] and it takes exactly two swaps to sort the array. Select all possible values of x.",,10,,12,,14,,16,,C,MCQ,"Array: [1, 3, 5, 7, 9, 11, x, 15, 13] Insertion sort makes 1 swap to place 13 before 15. So,𝑥 must cause exactly 1 more swap. Try values of 𝑥 that are just slightly out of order. When: x=10: swaps with 11 → 1 swap x=14: 13 (later) swaps with 15 and 14 → 1 more swap Total = 2 swaps. Final Answer: 𝑥=10   or 14",
