Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
11,"Consider the following recursive C function. If get(6) function is being called in main() then how many times will the get() function be invoked before returning to the main()? C++ void get ( int n ) { if ( n < 1 ) return ; get ( n - 1 ); get ( n - 3 ); printf ( ""%d \n "" , n ); } C void get ( int n ) { if ( n < 1 ) return ; get ( n - 1 ); get ( n - 3 ); printf ( ""%d \n "" , n ); } Java void get ( int n ) { if ( n < 1 ) return ; get ( n - 1 ); get ( n - 3 ); printd ( ""%d"" , n ); } Python def get ( n ): if n < 1 : return get ( n - 1 ) get ( n - 3 ) print ( n ) JavaScript function get ( n ) { if ( n < 1 ) return ; get ( n - 1 ); get ( n - 3 ); console . log ( n ); }",,15,,25,,35,,45,,B,MCQ,get(6) [25 Calls] /      \\ [17 Calls] get(5)       get(3) [7 Calls] /     \\ get(4)    get(2)[5 Calls] /    \\ [7 Calls] get(3)  get(1)[3 Calls] /     \\ get(2) get(0) /    \\ [3 Calls]get(1)  get(-1) /  \\ get(0) get(-2) Hence Option (B) is the correct answer.,
12,"Consider the following C program. C # include int main ( ) { static int a [] = { 10 , 20 , 30 , 40 , 50 }; static int * p [] = { a , a + 3 , a + 4 , a + 1 , a + 2 }; int ** ptr = p ; ptr ++ ; printf ( ""%d%d"" , ptr - p , ** ptr }; } The output of the program is _________",,140,,120,,100,,40,,A,MCQ,"Step 1: Analyze the Arrays and Pointers Array a[]: a = {10,20,30,40,50} a[0]=10, a[1]=20, a[2]=30, a[3]=40, a[4]=50. Pointer Array p[]: Each element in p[] is a pointer pointing to specific elements in a[]: p[0] = a, p[1] = a+3 , p[2] = a+4, p[3] = a+1, p[4] = a+2. So: p[0]=&a[0] (value = 10), p[1]=&a[3] (value = 40), p[2]=&a[4] (value = 50), p[3]=&a[1] (value = 20), p[4]=&a[2] (value = 30). Pointer to Pointer ptr: Initially, ptr = p (i.e., ptr points to the first element of p[]) Step 2: Perform the Operations Increment ptr: ptr++: Now ptr points to p[1], which is a+3 (i.e., the address of a[3]). Evaluate ptr−p: ptr−p: The difference in addresses between ptr and p gives the index of ptr in p[]. Since ptrptrptr now points to p[1]p[1]p[1], ptr−p=1ptr - p = 1ptr−p=1. Evaluate ∗∗ptr: ∗∗ptr: Dereferencing ptr twice gives the value at the address p[1]. p[1] = a + 3, and the value at a+3 is a[3] = 40. Step 3: Final Output The output is: 140 Explanation: The first number (ptr−p) is 111. The second number (∗∗ptr) is 40.",
13,"Let G be connected undirected graph of 100 vertices and 300 edges. The weight of a minimum spanning tree of G is 500. When the weight of each edge of G is increased by five, the weight of a minimum spanning tree becomes ________.",,1000,,995,,2000,,1995,,B,MCQ,"Since there are 100 vertices, there must be 99 edges in Minimum Spanning Tree (MST).    When weight of every edge is increased by 5, the increment in weight of MST is = 99 * 5 = 495  So new weight of MST is 500 + 495 which is 995",
14,"Consider the relation X(P, Q, R, S, T, U) with the following set of functional dependencies F = { {P, R} → {S,T}, {P, S, U} → {Q, R} } Which of the following is the trivial functional dependency in F+ is closure of F?",,"{P,R}→{S,T}",,"{P,R}→{R,T}",,"{P,S}→{S}",,"{P,S,U}→{Q}",,C,MCQ,A functional dependency X -> Y is trivial if Y is a subset of X. So option C is correct.,
15,"Consider the following relation Cinema (theater, address, capacity) Which of the following options will be needed at the end of the SQL query SELECT P1. address FROM Cinema P1 Such that it always finds the addresses of theaters with maximum capacity?",,WHERE P1. Capacity> = All (select P2. Capacity from Cinema P2),,WHERE P1. Capacity> = Any (select P2. Capacity from Cinema P2),,WHERE P1. Capacity > All (select max(P2. Capacity) from Cinema P2),,WHERE P1. Capacity > Any (select max (P2. Capacity) from Cinema P2),,A,MCQ,"When the ALL condition is followed by a list, the optimizer expands the initial condition to all elements of the list and strings them together with AND operators. When the ANY condition is followed by a list, the optimizer expands the initial condition to all elements of the list and strings them together with OR operators, as shown below.",
16,Consider the following partial Schedule S involving two transactions T1 and T2. Only the read and the write operations have been shown. The read operation on data item P is denoted by read(P) and the write operation on data item P is denoted by write(P). Suppose that the transaction T1 fails immediately after time instance 9. Which one of the following statements is correct?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Question_Images/a835d95335e8fb36-wSfk25FZyec9AYhVzVrRPmnS8T7oA5.png,T2 must be aborted and then both T1 and T2 must be re-started to ensure transaction atomicity,,Schedule S is non-recoverable and cannot ensure transaction atomicity,,Only T2 must be aborted and then re-started to ensure transaction atomicity,,Schedule S is recoverable and can ensure atomicity and nothing else needs to be done,,B,MCQ,"If transaction fails, atomicity requires effect of transaction to be undone. Durability states that once transaction commits, its change cannot be undone (without running another, compensating, transaction). Recoverable schedule: A schedules exactly where, for every set of transaction Ti and Tj. If Tj reads a data items previously written by Ti, then the commit operation of Ti precedes the commit operation of Tj. Aborting involves undoing the operations and redoing them since by the time stamp it is aborted. Option (A) : T2 must be aborted and then both T1 and T2 must be re-started to ensure transaction atomicity. It is incorrect because it says abort transaction T2 and then redo all the operations. But there is no guarantee that it will succeed this time as again T1 may be fail. Option(B) : Schedule S is non-recoverable and cannot ensure transaction atomicity. Correct, it is by definition an irrecoverable schedule so now even if we start to undo the actions one by one(after t1 fails) in order to ensure transaction atomicity. Still we cannot undo a committed transaction. hence this schedule is irrecoverable by definition and also not atomic since it leaves the database in an inconsistent state. Simply dirty read so nonrecoverable. Option (C) : Only T2 must be aborted and then re-started to ensure transaction atomicity. It is incorrect because it says abort only transaction T2 and then redo all the T2 operations. But this is dirty read problem as it is reading the data item A which is written by T1 and T1 is not committed. Again it will be the dirty read problem. So incorrect. Option (D) : Schedule S is recoverable and can ensure transaction atomicity and nothing else needs to be done. Incorrect, it is clearly saying that schedule s is recoverable but it is irrecoverable because T2 read the data item A which is written by T1 and T1 failed and rollback, at the rollback T1 start undo all operations and modified the value of A with previous value but T2 is already committed so T2 can't change the read value of A which was earlier taken from T1.",
17,"Suppose Xi for i = 1, 2, 3 are independent and identically distributed random variables whose probability mass functions are Pr[Xi = 0] = Pr[Xi = 1] = 1/2 for i = 1, 2, 3. Define another random variable Y = X1 X2 ⊕ X3, where ⊕ denotes XOR. Then Pr[Y = 0 ⎪ X3 = 0] = ____________.",,0.75,,0.50,,0.85,,0.25,,A,MCQ,"P (A|B) = P (A∩B) / P (B) P (Y=0 | X3=0) = P(Y=0 ∩X3=0) / P(X3=0) P(X3=0) = 1⁄2 Y = X1X2 ⊕ X3 The number of possibilities where Y = 0 can be obtained by constructing a table From the above table, P(Y=0 ∩X3=0) = 3/8 And P (X3=0) = 1⁄2 P (Y=0 | X3=0) = P(Y=0 ∩X3=0) / P(X3=0) = (3/8) / (1/2) = 3⁄4 = 0.75 Another Solution : It is given X3 = 0. Y can only be 0 when X1 X2 is 0. X1 X2 become 0 for X1 = 1, X2 = 0, X1 = X2 = 0 and X1 = 0, X = 1 So the probability is = 0.5*0.5*3 = 0.75",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Explanation_Images/39ef6caa38b4a08e-H0t5VB0SFvoVSU537mfXziMBvyKNbv.jpg
18,"Let R be a relation on the set of ordered pairs of positive integers such that ((p, q), (r, s)) ∈ R if and only if p–s = q–r. Which one of the following is true about R?",,Both reflexive and symmetric,,Reflexive but not symmetric,,Not reflexive but symmetric,,Neither reflexive nor symmetric,,C,MCQ,"((p, q), (r, s)) ∈ R if and only if p–s = q–r (p, q) is not related to (p, q) as p-q is not same as q-p. The relation is symmetric because if p–s = q–r, then s-q = s-p.",
19,"In the given matrix, one of the eigenvalues is 1. the eigenvectors corresponding to the eigenvalue 1 are ⎡ 1 -1  2 ⎤ ⎢ 0  1  0 ⎥ ⎣ 1  2  1 ⎦",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Question_Images/a63cf5e5108ad5d6-EnioKrJd7N5SnPW3QKAVRidhYkMZYB.png,A,,B,,C,,D,,B,MCQ,"Let z represents the eigenvalues. And let the given matrix be A (square matrix of order 3 x3) The characteristic equation for this is : AX = zX ( X is the required eigenvector ) AX - zX = 0 [ A - z I ] [X] = 0 ( I is an identity matrix of order 3 ) put z = 1 ( because one of the eigenvalue is 1 ) [ A - 1 I ] [X] = 0 The resultant matrix is : [ 0 -1 2 ] [x1] [0] | 0 0 0 ] |x2] =|0| [ 1 2 0 ] |x3] [0] Multiplying thr above matrices and getting the equations as: -x2 + 2x3 = 0 ----------------(1) x1 + 2x2 = 0-----------------(2) now let x1 = k, then x2 and x3 will be -k/2 and -k/4 respectively. hence eigenvector X = { (k , -k/2, -k/4) } where k != 0 put k = -4c ( c is also a constant, not equal to zero ), we get X = { ( -4c, 2c, 1c ) }, i.e. { c ( -4, 2, 1 ) } Hence option B.",
20,"If the following system has non-trivial solution, px + qy + rz = 0 qx + ry + pz = 0 rx + py + qz = 0 then which one of the following options is True?",,p – q + r = 0 or p = q = –r,,p + q – r = 0 or p = –q = r,,p + q + r = 0 or p = q = r,,p – q + r = 0 or p = –q = –r,,C,MCQ,"For non-trivial solution, |A| should be equal to 0 Hence, Now solve it using matrix rules:  (p+q+r) [(q-r)(p-q) - (r-p) (r-p) ] = 0  Either (p+q+r) = 0 or [(q-r)(p-q) - (r-p) (r-p) = 0  From (p+q+r) =0, you can clearly say that option C is the correct one.  and for more precise answer, let’s solve second equation:  [(q-r)(p-q) - (r-p) (r-p) = 0  (q-r)(p-q) = (r-p) (r-p)  and only p = q = r satisfies this equation. So option C is correct one.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Explanation_Images/e8f39fbca5e2ec4d-EyJeaKAtBbbMSk2OjqubAO7zKcH5IC.jpg
21,"The total number of prime implicants of the function f(w, x, y, z) = Σ(0, 2, 4, 5, 6, 10) is ________.",,2,,3,,4,,5,,B,MCQ,"Red, Blue and Green together make total three prime implicant. As we know ""A prime implicant of a function is an implicant that cannot be covered by a more general (more reduced - meaning with fewer literals) implicant."" we've to see only prime implicants . We can make group of four 1's as in the figure(green group) , a group of two 1's in blue and red .As we can't reduce it further so this is minimal representation of problem and hence total number of prime implicant =3. So answer (B) part.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Explanation_Images/da31a81a8c72cad4-aX9rV1BO8xkg3FzdvIqlCVVyNaGPgg.png
22,"Given the function F = P′ + QR, where F is a function in three Boolean variables P, Q and R and P′ = !P, consider the following statements. S1: F = Σ (4, 5, 6) S2: F = Σ (0, 1, 2, 3, 7) S3: F = Π (4, 5, 6) S4: F = Π (0, 1, 2, 3, 7) Which of the following is true?",,"S1-False, S2-True, S3-True, S4-False",,"S1-True, S2-False, S3-False, S4-True",,"S1-False, S2-False, S3-True, S4-True",,"S1-True, S2-True, S3-False, S4-False",,A,MCQ,"After drawing k map of F = P` + QR ,we can find out S2 and S3 are TRUE. Alternate Explanation : P Q R = (!P + QR) 0 => 0 0 0 => 1+0.0 =1 =>Σ 1 => 0 0 1 => 1+0.1 =1 =>Σ 2 => 0 1 0 => 1+1.0 =1 =>Σ 3 => 0 1 1 => 1+1.1 =1 =>Σ 4 => 1 0 0 => 0+0.0=0 =>Π 5 => 1 0 1 => 0+0.1=0 =>Π 6 => 1 1 0 => 0+1.0=0 =>Π 7 => 1 1 1 => 0+1.1=1 =>Σ as sigma means 1 and pi means 0 therefore Σ = (0,1,2,3,7) Π = (4,5,6)",
23,"Which of the following languages are context-free? L1 = {a m b n a n b m ⎪ m, n ≥ 1} L2 = {a m b n a m b n ⎪ m, n ≥ 1} L3 = {a m b n ⎪ m = 2n + 1}",,L1 and L2 only,,L1 and L3 only,,L2 and L3 only,,L3 only,,B,MCQ,"We can build a push down automata for L1 and L3, but can not build push down automata for L@.  Note that a PDA can uses a stack.  L1 and L3 can be identified using a single stack, but L2 can't be.",
24,"[Tex]lim_{x \\ \longrightarrow \\ \infty }(1 + x^{2})e^{-x} is
[/Tex]",,0,,1/2,,1,,∞,,A,MCQ,"This can be solved using L’ Hopital Rule that uses derivatives to help evaluate limits involving indeterminate forms.  Since [Tex]
    \lim_{x \to c}f(x)=\lim_{x \to c}g(x)=\infty, and
    \lim_{x\to c}\frac{f'(x)}{g'(x)}   exists[/Tex] We get [Tex]    \lim_{x\to c}\frac{f(x)}{g(x)} = \lim_{x\to c}\frac{f'(x)}{g'(x)}. [/Tex][Tex]    \lim_{x\to \infty}\frac{1 + x^2}{e^x} = \lim_{x\to \infty}\frac{2x}{e^x} = \lim_{x\to \infty}\frac{2}{e^x} = 0 [/Tex]",
25,"If for non-zero x, a f(x) + bf(1/x) = 1/x - 25 where (a ≠ b ), then [Tex]\int_{1}^{2} f(x) ~dx[/Tex] is:",,[Tex]\frac{1}{a^2 - b^2} \left[ a(\ln 2 - 25) + \frac{47b}{2} \right][/Tex],,[Tex]\frac{1}{a^2 - b^2} \left[ a(2 \ln 2 - 25) - \frac{47b}{2} \right][/Tex],,[Tex]\frac{1}{a^2 - b^2} \left[ a(2 \ln 2 - 25) + \frac{47b}{2} \right][/Tex],,[Tex]\frac{1}{a^2 - b^2} \left[ a(\ln 2 - 25) - \frac{47b}{2} \right][/Tex],,A,MCQ,"Given: [Tex]af(x) + bf\left(\frac{1}{x}\right) = \frac{1}{x} - 25[/Tex] Putting x = 1/x, we get: [Tex]af\left(\frac{1}{x}\right) + bf(x) = x - 25[/Tex] Subtracting the second equation from the first one we get: [Tex]\Rightarrow a(f(x)-f(\frac{1}{x})) - b(f(x)-f(\frac{1}{x})) = \frac{1}{x} - x\\\Rightarrow (f(x)-f(\frac{1}{x}))(a-b) = \frac{1}{x} - x\\\Rightarrow f(\frac{1}{x}) = f(x) - (\frac{1}{x}-x)\frac{1}{(a-b)}[/Tex] Putting this value back in the first equation: [Tex]af(x) + b\Big( f(x) - (\frac{1}{x}-x)\frac{1}{(a-b)} \Big) = \frac{1}{x} - 25\\\Rightarrow af(x) + bf(x) = (\frac{1}{x}-x)\frac{b}{(a-b)} + \frac{1}{x} - 25\\\Rightarrow f(x) = \frac{1}{(a^2-b^2)} \Big( b(\frac{1}{x}-x) + \frac{a-b}{x} - 25(a-b)\Big)[/Tex] Now that we have [Tex]f(x)[/Tex] we can find [Tex]\int \limits_{1}^{2} f(x)\ dx[/Tex] [Tex]\int f(x) dx = \int \frac{1}{(a^2-b^2)} ( b(\frac{1}{x}-x) + \frac{a-b}{x} - 25(a-b)) dx[/Tex] [Tex]= \frac{1}{(a^2-b^2)} \Big( b(\ln{x}-\frac{x^2}{2}) + (a-b)\ln{x} - 25(a-b)x\Big)[/Tex] [Tex]= \frac{1}{(a^2-b^2)} \Big( \frac{-bx^2}{2} + a\ln{x} - 25(a-b)x\Big)[/Tex] Putting the limits [Tex]= \frac{1}{(a^2-b^2)} \Big( \frac{47b}{2} + a(\ln{2} - 25)\Big)[/Tex] [Tex]= \frac{1}{(a^2-b^2)} \Big[ \frac{-bx^2}{2} + a\ln{x} - 25(a-b)x\Big] \limits_{1}^{2}[/Tex] [Tex]= \frac{1}{(a^2-b^2)} \Big[ \big(-2b + a\ln{2} - 50(a-b)\big) - \big(-\frac{b}{2} + 0 - 25(a-b)\big) \Big][/Tex] [Tex]= \frac{1}{(a^2-b^2)} \Big( \frac{-3b}{2} + a\ln{2} - 25(a-b)\Big)[/Tex] [Tex]= \frac{1}{(a^2-b^2)} \Big( \frac{47b}{2} + a(\ln{2} - 25)\Big)[/Tex] Therefore the correct option is A .",
26,"The velocity v (in kilometer/minute) of a motorbike which starts from rest, is given at fixed intervals of time t(in minutes) as follows: t   2  4  6  8  10  12  14  16 18 20 v  10  18 25 29 32  20  11  5  2  0 The approximate distance (in kilometers) rounded to two places of decimals covered in 20 minutes using Simpson’s 1/3rd rule is _________.",,309.33,,105.33,,110.00,,405.6,,A,MCQ,"Given Data Time (t) in minutes: 2,4,6,8,10,12,14,16,18,20 Velocity (v) in km/min: 10,18,25,29,32,20,11,5,2,0 Step 1: Simpson's 1/3rd Rule The formula is: \text{Distance} = \frac{h}{3} \left[v_0 + 4 \sum_{\text{odd indices}} v_i + 2 \sum_{\text{even indices}} v_i + v_n\right] Where: h=t i+1 − t i = 2 minutes (time interval is uniform). v 0 and v n ​ are the first and last velocities. Odd indices refer to velocities at odd positions: v1,v3,v5,… Even indices refer to velocities at even positions: v2,v4,v6,… Step 2: Substitute Values into the Formula Identify Components v 0 =10, v n =0. Odd-index velocities: Odd indices: v_1, v_3, v_5, v_7, v_9. Values: 18,29,20,5,0. Sum: 18+29+20+5+0=72. Even-index velocities: Even indices: v_2, v_4, v_6, v_8​. Values: 25,32,11,2. Sum: 25+32+11+2=70. Plug Into Formula Distance=2/3[10+4(72)+2(70)+0] Step 3: Compute Step-by-Step Compute 4(72)=288. Compute 2(70)=140. Add all terms inside the brackets:10+288+140+0=438. Multiply by 2/3​: Distance=2/3 × 438 = 309.33.",
27,"The number of 4 digit numbers having their digits in non-decreasing order (from left to right) constructed by using the digits belonging to the set {1, 2, 3} is ____.",,12,,13,,14,,15,,D,MCQ,"To form a four-digit number with non-decreasing digits from the set {1, 2, 3}, we can look at the possible combinations: 1. All digits are 1s: There's only one such number, 1111. 2. One digit is 2 and the rest are 1s: There are four such numbers, 1112, 1122, 1222, and 2222. 3. One digit is 3 and the rest are 1s: There are four such numbers, 1113, 1133, 1333, and 3333. 4. One digit is 2, one digit is 3, and the rest are 1s: There are six such numbers, 1123, 1133, 1223, 1233, 1333, and 2233. Adding these up, we have a total of 1+4+4+6=15 four-digit numbers with non-decreasing digits from the set {1, 2, 3}.",
28,"Consider a machine with a byte addressable main memory of 2 20 bytes, block size of 16 bytes and a direct mapped cache having 2 12 cache lines. Let the addresses of two consecutive bytes in main memory be (E201F) 16 and (E2020) 16 . What are the tag and cache line address (in hex) for main memory address (E201F) 16 ?",,"E, 201",,"F, 201",,"E, E20",,"2, 01F",,A,MCQ,Block Size = 16 bytes Block Offset = 4 No. of sets or cache lines = 2 12 Number of index bits = 12 Size of main memory = 2 20 Number of tag bits = 20 - 12 - 4 = 4 Let us consider the hex address E201F Tag lines = First 4 bits = E (in hex) Cache lines = Next 12 bits  = 201 (In Hex),
29,"Consider the following reservation table for a pipeline having three stages S1, S2 and S3. Time --> ----------------------------- 1    2   3    4     5 ----------------------------- S1  | X  |   |   |    |  X | S2  |    | X |   | X  |    | S3  |    |   | X |    |    | The minimum average latency (MAL) is __________",,3,,2,,1,,4,,A,MCQ,"S1 | X | Y |   |   | X | Y | X | Y |   |   | X | Y | S2 |   | X | Y | X | Y |   |   | X | Y | X | Y |   | S3 |   |   | X | Y |   |   |   |   | X | Y |   |   | We can interleave instructions like the above pattern.  Latency between X and Y is 1.  Latency between fist and second X is 5.  The pattern repeats after that. So, MAL is (1 + 5)/2;",
30,"Consider the following code sequence having five instructions I1 to I5. Each of these instructions has the following format. OP Ri, Rj, Rk where operation OP is performed on contents of registers Rj and Rk and the result is stored in register Ri. I1 : ADD R1, R2, R3 I2 : MUL R7, R1, R3 I3 : SUB R4, R1, R5 I4 : ADD R3, R2, R4 I5 : MUL R7, R8, R9 Consider the following three statements: S1: There is an anti-dependence between instructions I2 and I5. S2: There is an anti-dependence between instructions I2 and I4. S3: Within an instruction pipeline an anti-dependence always creates one or more stalls. Which one of above statements is/are correct?",,Only S1 is true,,Only S2 is true,,Only S1 and S2 are true,,Only S2 and S3 are true,,B,MCQ,"The given instructions can be written as below: I1: R1 = R2 + R3 I2: R7 = R1 * R3 I3: R4 = R1 - R5 I4: R3 = R2 + R4 I5: R7 = R8 * R9 An anti-dependency, also known as write-after-read (WAR), occurs when an instruction requires a value that is later updated. S1: There is an anti-dependence between instructions I2 and I5. False, I2 and I5 don't form any write after read situation. They both write R7. S2: There is an anti-dependence between instructions I2 and I4. True, I2 reads R3 and I4 writes it. S3: Within an instruction pipeline an anti-dependence always creates one or more stalls. Anti-dependency can be removed by renaming variables. See following example. 1. B = 3 2. A = B + 1 3. B = 7 Renaming of variables could remove the dependency. 1. B = 3 N. B2 = B 2. A = B2 + 1 3. B = 7",
31,"In the network 200.10.11.144/27, the fourth octet (in decimal) of the last IP address of the network which can be assigned to a host is ________",,158,,255,,222,,223,,A,MCQ,"The last or fourth octet of network address is 144 144 in binary is 10010000. The first three bits of this octal are fixed as 100, the remaining bits can get maximum value as 11111. So the maximum possible last octal IP address is 10011111 which is 159. The question seems to by asking about host address. The address with all 1s in host part is broadcast address and can't be assigned to a host. So the maximum possible last octal in a host IP is 10011110 which is 158. The maximum possible network address that can be assigned is 200.10.11.158/31 which has last octet as 158.",
