Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
18,"Given two union compatible relations R 1 (A,B) and R 2 (C,D). What is the result of the operation
R 1 ⋈ A=C∧ B=D R 2 A. R 1 ∪ R 2 B. R 1 Χ R 2 C. R 1 - R 2 D. R 1 ∩ R 2",,a,,b,,c,,d,,D,MCQ,,
19,"Consider the following database relations containing the attributes Book_id
Subject_Category_of_book
Name_of_Author
Nationality_of_Author

with Book_id as the Primary Key. (a). What is the highest normal form satisfied by this relation ? (b). Suppose the attributes Book_title and Author_address are added to the relation, and the primary key is changed to (Name_of_Author, Book_Title), what will be the highest normal form satisfied by the relation?",,,,,,,,,,,MCQ,"(a). R(Book_id, Subject_Category_of_book, Name_of_Author , Nationality_of_Author)Given that Book_id as the Primary Key.Therefore { Book_id → catalog Name Author , Nationality Author}Hence Given relation is in BCNF. (b). Two attributes Book_title and Author_address are added to the relationThen , R(bid , catalog , Name Author , Nationality Author  , Book Title , Author Address )FD are :- { bid →  Catalog Name Author ,   Nationality Author , 
Name Author Book Title → bid catalog Nationality Author Author Address } Here first FD because of previous relation is second FD because of new primary key .

Candidate keys of this relation is  : [Name Author , Book Title , bid , book title  ] Here partial dependency exist ( i.e. relation is not in 2NF)

Hence relation is in 1NF.",
20,Which normal form is considered adequate for normal relational database design?,,2NF,,5NF,,4NF,,3NF,,D,MCQ,"3NF is sufficient because because most of the 3NF tables are free of insertion, update, and deletion anomalies. Moreover, 3NF always ensures functional dependency preserving and lossless.

So, option (D) is correct.",
21,"Consider the following relational database schemes: COURSES(Cno, name)
PRE-REQ(Cno, pre_Cno)
COMPLETED(student_no, Cno) COURSES give the number and the name of all the available courses.
PRE-REQ gives the information about which course are pre-requisites for a given course.
COMPLETED indicates what courses have been completed by students.

Express the following using relational algebra: List all the courses for which a student with student_no 2310 has completed all the 
pre-requisites.",,,,,,,,,,,MCQ,,
22,"Suppose we have a database consisting of the following three relations. FREQUENTS(student, parlor) giving the parlors each student visits.
SERVES(parlor, ice-cream) indicating what kind of ice-creams each parlor serves.
LIKES(student, ice-cream) indicating what ice-creams each parlor serves.

( Assuming that each student likes at least one ice-cream and frequents at least one parlor ) Express the following in SQL:
Print the students that frequent at least one parlor that serves some ice-cream that they like.",,,,,,,,,,,MCQ,"Answer: SELECT DISTINCT FREQUENTS.student FROM  
   FREQUENTS, SERVES, LIKES
   WHERE
       FREQUENTS.parlor=SERVES.parlor  
       AND
       SERVES.ice-cream=LIKES.ice-cream
       AND
       FREQUENTS.student=LIKES.student;",
23,"There are 5 records in a database. Name     Age    Occupation    Category Rama     27       CON            A
Abdul    22       ENG            A
Jeniffer 28       DOC            B
Maya     32       SER            D
Dev      24       MUS            C There is an index file associated with this and it contain the values 1, 3, 2, 5 and 4. Which one of the fields is the index built form?",,Age,,Name,,Occupation,,Category,,C,MCQ,"The index field associated with the values 1, 3, 2, 5 and 4 is the Occupation field because after sorting the Occupational field lexicographically will give the sequence 1,3,2,5,4.",
24,A die is rolled three times. The probability that exact one odd number turns up among the three outcomes is,,1/6,,3/8,,1/8,,1/2,,B,MCQ,"The question is an example of Binomial Experiment, with two possibilities-Number is Even(E) or Number is odd(O).[Tex]P(E) = P(O) = \\frac{1}{2}[/Tex]
[Tex]P(\\text{Exactly 1 Odd Number}) = C(3,1) * P(E)^2*P(O)^1 = \\frac{3}{8}[/Tex]",
25,"[Subjective type] 1Two friends agree to meet at a park with the following conditions. Each will reach the park between 4:00 p.m. and 5:00 p.m. and will see if the other has already arrived. If not, they will wait for 10 minutes or the end of the hour whichever is earlier and leave.  What is the probability that the two will not meet?",,25/36,,,,,,,,A,MCQ,Let us consider two friends to be A and B probability that A comes between 4:00p.m and 4:50pm and B comes in the next 10 mins is (5/6)*(1/6) probability that B comes between 4:00p.m and 4:50pm and A comes in the next 10 mins is (5/6)*(1/6) probability that both A and B comes in the last 10 mins is (1/6)*(1/6) probability that the both meet is (5/6)*(1/6)+(5/6)*(1/6)+(1/6)*(1/6)=11/36 probability that they will not meet = 1-p(they will meet)=1-11/36=25/36,
26,"In a room containing 28 people, there are 18 people who speak English, 15 people who speak Hindi and 22 people who speak Kannada. 9 persons speak both English and Hindi, 11 persons speak both Hindi and Kannada whereas 13 persons speak both Kannada and English. How many people speak all the three languages?",,9,,8,,7,,6,,D,MCQ,,
27,"The binary relation R = { (1, 1), (2, 1), (2, 2), (2, 3), (2, 4), (3, 1), (3, 2), (3, 3), (3, 4) } on the set A (1, 2, 3, 4) is",,"Reflexive, symmetric and transitive",,"Neither reflexive, nor irreflexive but transitive",,"Irreflexive, symmetric and transitive",,Irreflexive and anti-symmetric,,B,MCQ,"R is not reflexive since it does not have (4,4)
R is not symmetric since it has (2,1) but not (1,2)
R is transitive since it satisfies the property of transitivity.
Therefore option B is correct.",
28,"Let (A, *) be a semi group. Furthermore, for every a and b in A, if a ≠ b, then a*b ≠ b*a .

a. Show that for every a in A a*a = a b. Show that for every a, b in A a*b*a = a c. Show that for every a, b, c in A a*b*c = a*c",,,,,,,,,,,MCQ,,
29,"Suppose A={ a, b, c, d } and Π 1 is the following partition of A
Π 1 = { {a, b, c} {d} } a . List the ordered pairs of the equivalence relations induced by Π 1 . b . Draw the graph of the above equivalence relation. c . Let Π 2 = {{a},{b},{C},{d}}
Π 3 = {{a,b,c,d}}
and Π 4 = {{a,b},{c,d}}

Draw a Poset diagram of the poset, ({Π 1 ,Π 2 ,Π 3 ,Π 4 }, refines ⟩",,,,,,,,,,,MCQ,,
30,The number of functions from an m element set to an n element set is,,m+n,,m n,,n m,,m*n,,C,MCQ,,
31,Let R 1 and R 2 be two equivalence relations on a set. Consider the following assertions: (i) R 1 ∪ R 2 is an equivalence relation (ii) R 1 ∩ R 2 is an equivalence relation Which of the following is correct?,,both assertions are true,,assertions (i) is true but assertions (ii) is not true,,assertions (ii) is true but assertions (i) is not true,,neither (i) nor (ii) is true,,C,MCQ,"To determine whether the union or intersection of two equivalence relations R1 and R2 on a set S is also an equivalence relation, we need to examine the properties of equivalence relations: reflexivity, symmetry, and transitivity. Assertion (i): R1 ∪ R2 is an equivalence relation Reflexivity : For R1 ∪ R2​ to be reflexive, every element a ∈ S must be related to itself. Since R1​ and R2​ are equivalence relations, both contain the pairs (a, a) for all a ∈ S. Hence, R1 ∪ R2​ will also contain these pairs and is reflexive. Symmetry : For R1 ∪ R2 to be symmetric, if (a, b) ∈ R1 ∪ R2​, then (b, a) must also be in R1 ∪ R2​. Both R1​ and R2​ are symmetric, so if (a, b) ∈ R1 ∪ R2​, then (a, b) ∈ R1 or (a, b) ∈ R2​. In either case, (b, a) ∈ R1​ or (b, a) ∈ R2​, hence (b, a) ∈ R1 ​∪ R2​. Therefore, R1 ​∪ R2​ is symmetric. Transitivity : For R1 ​∪ R2​ to be transitive, if (a, b) ∈ R1​ ∪ R2​ and (b, c) ∈ R1​ ∪ R2​, then (a, c) must be in R1​ ∪ R2​. This is not necessarily true. For example, suppose (a, b) ∈ R1​ and (b, c)∈R2​, there is no guarantee that (a, c) ∈ R1​ or (a, c) ∈ R2​. Thus, R1 ​∪ R2​ is not necessarily transitive. Therefore, assertion (i) is false because R1 ∪ R2​ may not be transitive. Assertion (ii): R1 ​∩ R2​ is an equivalence relation Reflexivity : Both R1​ and r2​ are reflexive, so (a, a) ∈ R1 and (a, a) ∈ R2 for all a ∈ S. Thus, (a, a) ∈ R1 ∩ R2​, making R1 ∩ R2​ reflexive. Symmetry : Both R1​ and R2​ are symmetric, so if (a, b) ∈ R1 ∩ R2​, then (a, b) ∈ R1​ and (a, b) ∈ R2​. Thus, (b, a) ∈ R1​ and (b, a) ∈ R2​, so (b, a) ∈ R1 ∩ R2​. Therefore, R1 ∩ R2​ is symmetric. Transitivity : Both R1​ and R2​ are transitive, so if (a, b) ∈ R1 ∩ R2​ and (b, c) ∈ R1 ∩ R2​, then (a, b) ∈ R1​ and (b, c) ∈ R1, hence (a,c) ∈ R1​. Similarly, (a, b) ∈ R2 and (b, c) ∈ R2 implies (a, c) ∈ R2​. Thus, (a, c) ∈ R1 ∩ R2​, making R1 ∩ R2​ transitive. Therefore, assertion (ii) is true because R1 ∩ R2​ retains the properties of an equivalence relation. The correct answer is that only assertion (ii) is true.",
32,Suppose A is a finite set with n elements. The number of elements in the largest equivalence relation of A is,,n,,n 2,,1,,n+1,,B,MCQ,,
33,"a.  Prove by induction that the expression for the number of diagonals in a polygon of n sides is n(n-3) /2. b.  Let R be a binary relation on A = {a, b, c, d, e, f, g, h} represented by following two component digraph. Find the smallest integers m and n such that m<n and  R m = R n",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/1998/Question_Images/14bdb5be2e3dfd00-SIFJNu19a00iOSzgPz9GNSBRP5A7Dg.png,,,,,,,,,B,MCQ,,
34,Derive the expression for the number of expressions required to solve a system of linear equations in n unknowns using the Gaussian Elimination Method. Assume that one operation refers to a multiplication followed by an addition.,,,,,,,,,,,MCQ,,
35,"Consider the following set of equations x+2y = 5
4x+8y = 12
3x+6y+3z = 15 This set-",,has a unique solution,,has no solutions,,has finite number of solutions,,has infinite number of solutions,,B,MCQ,"When the given set of equations are represented in matrix form, the coefficient matrix A is singular. Since the determinant value of A is 0, the system of equations is inconsistent. 
Therefore, option (B) is correct.

This explanation is provided by Chirag Manwani .",
36,Consider the following determinant: [Tex]\Delta = \begin{vmatrix} 1 & a & bc \\ 1 & b & ca \\ 1 & c & ab \end{vmatrix}[/Tex] Which of the following is a factor of Δ?,,a+b,,a-b,,a+b+c,,abc,,B,MCQ,"[Tex]
\begin{vmatrix}
1&a&bc\\
1&b&ac\\
1&c&ab\\
\end{vmatrix} = \begin{vmatrix}
0&a-b&c(b-a)\\
1&b&ac\\
0&c-b&a(b-c)\\
\end{vmatrix} 
\\ \text{Taking }(a-b) \text{ common from R}_1 \text{ and }(c-b)\text{ from R}_3 \\
= (a-b)(c-b)
\begin{vmatrix}
0&1&-c\\
1&b&ac\\
0&1&-a \end{vmatrix}
[/Tex] (a-b) is a factor of the determinant. Therefore option (B) is correct. This explanation is provided by Chirag Manwani .",
37,The function represented by the Karnaugh map given below is:,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/1998/Question_Images/b814ac81dcbdcb86-rzkxYOvaij4pJ30ejc1IZje4eCarBH.png,A.B,,AB+BC+CA,,(B⊕C)',,A.BC,,C,MCQ,,
38,Which of the following operation is commutative but not associative,,AND,,OR,,NAND,,EXOR,,C,MCQ,,
39,"Design a synchronous counter to go through the following states:

1, 4, 2, 3, 1, 4, 2, 3, 1, 4,...........",,,,,,,,,,,MCQ,,
40,"a.  The implication gate shown below, has two inputs (x and y), the output is 1 except when x=1 and y=0 . Realize f=x'y  + xy' using only four implication gates. b.  Show that the implication gate is functionally complete.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/1998/Question_Images/4225958a7400fd4d-do7UeS4QIktBANHZzN8XkLrmkTowZY.png,,,,,,,,,,MCQ,,
41,"The octal representation of an integer is (342) 8 . If this were to be treated as an eight bit integer in an 8085 based computer, its decimal equivalent is",,226,,-98,,76,,-30,,D,MCQ,"(342) 8 =(011100010) 2 =(11100010) 2 . 
If we treat this as an 8-bit integer, the first bit becomes sign bit and since it is ""1"", number is negative. 8085 uses 2's complement representation for integers and hence the decimal equivalent will be
(00011110) 2 = -30
So, option (D) is correct.",
42,The threshold level for logic 1 in the TTL family is,,any voltage above 2.5 V,,any voltage between 0.8 V and 5.0 V,,any voltage below 5.0 V,,any voltage below Vcc but above 2.8 V,,D,MCQ,,
43,A multiplexer with a 4-bit data select input is a,,4:1 multiplexor,,2:1 multiplexor,,16:1 multiplexor,,8:1 multiplexor,,C,MCQ,"A multiplexer (MUX) with a 4-bit data select input is a 16:1 multiplexer. The number before the colon represents the total number of inputs to the multiplexer, and the number after the colon represents the number of select inputs. In this case, the 4-bit data select input indicates that there are 4 select inputs, each of which can have 2 possible states (0 or 1). As each select input can choose between 2 inputs, the total number of inputs is 2^4 = 16. Therefore, the correct answer is (C) 16:1 multiplexer.",
44,What happens when a bit-string is XORed with itself n-times as shown:  [ B⊕ (B⊕ (B⊕ (B........ n times) ],,complements when n is even,,complements when n is odd,,divides by 2^n always,,remains unchanged when n is even,,D,MCQ,"Here n refers to the number of times XOR operation is triggered.  For example, A⊕A⊕A = A   (Number of XOR operation is 2 ,i.e., Even) A⊕A⊕A⊕A = 0   (Number of XOR operation is 3 ,i.e., Odd) A⊕A⊕A⊕A⊕A = A   (Number of XOR operation is 4 ,i.e., Even) A⊕A⊕A⊕A⊕A⊕A = 0  (Number of XOR operation is 5 ,i.e., Odd) In General, when the number of XOR operation is Even, the output remains unchanged, while when the number of XOR operation is Odd, the output will be 0.",
45,Suppose the domain set of an attribute consists of signed four digit numbers. What is the percentage rate of reduction in storage space of this attribute if it is stored as an integer rather than in character form?,,80%,,20%,,60%,,40%,,C,MCQ,"I assume byte addressable memory- nothing smaller than a byte can be used.  We have four digits. So, to represent signed 4 digit numbers we need 5 bytes- 4 for four digits and 1 for the sign (like -7354).  So, required memory = 5 bytes  Now, if we use integer, the largest number needed to represent is 9999 and this requires 2 bytes of memory for signed representation (one byte can represent only 256 unique integers).  So, memory savings while using integer is, = (5−2)/5 = 3/5 = 60 % So, option (C) is correct.",
46,Let L be the set of all binary strings whose last two symbols are same. The number of states in the minimal state deterministic finite-state automaton accepting L is,,2,,5,,8,,3,,B,MCQ,Last two symbols of a binary string should be either 11 or 00. So it will be having 5 states.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/1998/Explanation_Images/bbf1b574b3910cdf-jWJ7iGGLclLTBfBLeT8QiBisRgu0Lf.png
47,"If the regular set 'A' is represented by A= (01+1)* and the regular set 'B' is represented by B= ((01)* 1*)* , which of the following is true ?",,A ⊂ B,,B ⊂ A,,A and B are incomparable,,A = B,,D,MCQ,"Some of the regular expression always equivalent to (0+1)* such that (0+1)* 
= (0*+1*)* 
= (01*)* 
= (0*+1)* 
= (0+1*)* 
= 0*(10*)* 
= 1*(01*)* Since, (01+1)* = ((01)* 1* )* Therefore A = B.",
48,Which of the following sets can be recognized by a Deterministic Finite-state Automaton?,,"The number 1, 2, 4, 8......,2^n,.......... written in binary.",,"The number 1, 2, 4,....., 2^n,.......... written in unary.",,The set of binary strings in which the number of zeros is the same as the number of ones.,,"The set {1, 101, 11011, 1110111,.......}",,A,MCQ,"If there is a infinite language and for that language if their is no any pattern exist then we can surely say that given language is not regular, but if pattern is exist for that language then it may or may not be regular language and for ensuring a given language is regular, if we are able to draw DFA for that language then surely it will be regular otherwise not regular, Therefore option (A) is regular language as it can written in binary i.e., L = {1, 10, 100, 1000, 10000, …} Regular expression is (10*), since, for this expression we can draw DFA. 

So, option (A) is correct.",
49,"[Subjective type]

Design a deterministic finite state automaton (using minimum number of states) that recognizes the following language: L = { w ∈ {0,1}* | w interpreted as a binary number (ignoring the leading zeros) is divisible by 5 }",,,,,,,,,,,MCQ,,
50,Given a regular expression for the set of binary strings where every 0 is immediately followed by exactly k 1's and preceded by atleast k 1's (k is a fixed integer).,,1∗1k(01k)∗+1+,,1+1k(01k)∗+1∗,,1+1k(01k)∗+1+,,1k(01k)∗+1∗,,A,MCQ,1∗1k(01k)∗+1∗ is correct answer for this because if even a single 0 come's then then next zero if any must come at a distance of k consecutive 1;s otherwise it will violate the property that a zero should be followed by exactly k 0's .thus all 0's must be at a distance of k 1's exactly. lso if no 0 is there then there is no constraint so 1* is added.,
51,The string 1101 does not belong to the set represented by,,110* (0+1),,1(0+1)* 101,,(10)* (01)* (00+11)*,,(00+(11)*0)*,,D,MCQ,"R.E of option C won’t generate 1101 as you can see the language will contain L(C) = {epsilon,10,1010,1001,0101,00,11,0011,1100,………..}
Also, R.E of option D has ‘1’ but here two ’11’ are together hence its impossible to generate 1101.L(D) = {Epsilon,0,00,110,11110,11000,…………….}
Here Option (C) and (D) both are correct.",
52,Which of the following statement is false?,,Every finite subset of a non-regular set is regular,,Every subset of a regular set is regular,,Every finite subset of a regular set is regular,,The intersection of two regular sets is regular,,B,MCQ,"Taking a counter example, suppose, L1 = { a^n b^m |n ,m >=0} is always regular
L2 = { a^n b^n | n >=0} is not regular
L1 ⋂ L2 = L2 L2 which is non regular but L1 is subset of L2.

Therefore Every subset of a regular set is not regular.

Option (B) is correct.",
53,"Regarding the power of recognition of languages, which of the following statement is false?",,The non-deterministic finite state automata are equivalent to deterministic finite state automata.,,Non-deterministic pushdown automata is equivalent to deterministic pushdown automata.,,Non-deterministic Turing machines are equivalent to deterministic Turing machines.,,Multi-tape Turing machines are equivalent to Single-tape Turing machines.,,B,MCQ,"Non-deterministic pushdown automata is NOT equivalent to deterministic pushdown automata.

Option (B) is false.",
54,"Let M = ({q 0 , q 1 }, {0, 1}, {z 0 , x}, δ, q 0 , z 0 , ∅) be a pushdown automaton where δ is given by

δ(q 0 , 1, z 0 ) = {(q 0 , xz 0 )}
δ(q 0 , ε, z 0 ) = {(q 0 , ε)}
δ(q 0 , 1, X) = {(q 0 , XX)}
δ(q 1 , 1, X) = {(q 1 , ε)}
δ(q 0 , 0, X) = {(q 1 , X)}
δ(q 0 , 0, z 0 ) = {(q 0 , z 0 )} What is the language accepted by this PDA by empty stack? Describe informally the working of the PDA",,,,,,,,,,,MCQ,,
55,"Consider the function y = |x| in the interval [-1,1]. In this interval, the function is",,continuous and differentiable,,continuous but not differentiable,,differentiable but not continuous,,neither continuous nor differentiable,,B,MCQ,"Here, [Tex]f(x) = \begin{cases} x, &  x \geq 0 \\ -x, & x < 0\end{cases}[/Tex] The function y = |x| in the interval [-1,1] is |x| is continuous and differentiable everywhere except at x = 0, where it is continuous but not differentiable. Since [-1, 1] contains 0, in this interval it is continues but not differentiable. Hence, option (B) is correct.",
56,Which of the following statements applies to the bisection method used for finding roots of functions:,,converges within a few iteration,,guaranteed to work for all continuous functions,,is faster than the Newton-Raphson method,,requires that there be no error in determining the sign of the fuction,,B,MCQ,"This method is guaranteed to convert to the root off if f is a continuous function in space [a, b] and f (a) and f (b) have opposing symbols. The total error is limited to half of each step so that the path is changed sequentially, which is relatively slow.

Ref: http://en.wikipedia.org/wiki/Bisection_method#Analysis",
57,"a. Find the points of local maxima and minima, if any, of the following function defined in 0≤ x ≤ 6. x 3 -6x+9x-15 b. Integrate",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/1998/Question_Images/a3c1d931a9f069b0-yWGovOyXeCkL69HvW9ddaKptLR3gGT.png,,,,,,,,,,MCQ,"(a) f(x)= x^3-6x^2+9x-15
f'(x) = 3x^2-12x+9
f''(x) = 6x-12 For finding critical point

Now f'(x) =0 3x^2-12x+9=0 After solving, we get x=3 or x=1 Now, f''(x)= 6x-12. Put x=3 we get positive value at x=3 
Hence, local minima =3

f''(x)= 6x-12. put x=1 we get negative value at x=1

Hence, local maxima =1 (b) f(x)= ∫x cosx dx where upper limit π and lower limit is -π.

Here x is an odd function and cos x is an even function so x cos x is an odd function.

As we know that  if g(x) is odd function then ∫g(x) dx = 0 upper limit a and lower limit is -a.

Hence, f(x)= ∫x cos x dx where upper limit π and the lower limit is -π having value 0.",
58,How many substrings of different length (non-zero) can be formed from a character string of length n ?,,n,,n 2,,2 n,,n(n+1)/2,,D,MCQ,"Number of substrings of length 1: n Number of substrings of length 2: n-1 Number of substrings of length 3: n-2 Similarly, the number of substrings of length n: 1 Sum of substrings of all lengths = 1+2+.......+(n-1)+n = n(n+1)/2     (Sum of n natural numbers)",
59,"[5 Marks question]
For a set-associative Cache Organization, the parameters are as follows: t c - Cache access tine t m - Main memory access time l - number of sets b - block size k x b - set size Calculate the hit ratio for a loop executed 100 times where the size of the loop is n X b and n= k X m is a non-zero integer and 1 < m ≤ l. Given the value of the hit ratio for l = 1.",,,,,,,,,,,MCQ,,
60,Answer the following: a . Draw the schematic of an 8085 based system that can be used to measure the width of a pulse. Assume that the pulse is given as a TTL compatible signal by the source which generates it. b .  Write the 8085 Assembly Language program to measure the width of the pulse. State all your assumption clearly.,,,,,,,,,,,MCQ,,
61,The address space of 8086 CPU is,,One Megabyte,,256 Kilobytes,,1 K Megabytes,,64 Kilobytes,,A,MCQ,,
62,"If an instruction takes i microseconds and a page fault takes an additional j microseconds, the effective instruction time if on the average a  page fault occurs every k instructions is:",,i + j/k,,i  + j* k,,(i + j)/ k,,(i + j)* k,,A,MCQ,,
63,Which of the following is true?,,"Unless enabled, a CPU will not be able to process interrupts.",,Loop instructions cannot be interrupted till they complete.,,A processor checks for interrupts before executing a new instruction.,,Only level triggered interrupts are possible in microprocessors.,,A,MCQ,,
64,"In serial communications employing 8 data bits, a parity bit and 2 stop bits, the minimum band rate required to sustain a transfer rate of 300 characters per second is",,2400 band,,19200 band,,4800 band,,1200 band,,C,MCQ,"To calculate the minimum baud rate required for a given transfer rate in serial communication, you need to consider the number of bits per character (including data bits, parity bit, and stop bits) and the desired transfer rate. In this case, you have: - 8 data bits - 1 parity bit - 2 stop bits - Total bits per character: 8 (data) + 1 (parity) + 2 (stop) = 11 bits To transfer 300 characters per second, you need to calculate the total number of bits per second (baud rate) required: \[ \text{Baud Rate} = \text{Transfer Rate} \times \text{Total Bits Per Character} \] \[ \text{Baud Rate} = 300 \, \text{characters/sec} \times 11 \, \text{bits/character} \] \[ \text{Baud Rate} = 3300 \, \text{bits/sec} \] So, the minimum baud rate required to sustain a transfer rate of 300 characters per second is 3300 bits per second (bps).",
65,What is the converse of the following assertion? I stay only if you go.,,I stay if you go,,If I stay then you go,,If you do not go then I do not stay,,If I do not stay then you go,,A,MCQ,"Explanation: The converse of the assertion ""I stay only if you go"" is: (D) If I do not stay then you go. The converse of an implication swaps the positions of the antecedent and the consequent. In the original assertion, ""I stay"" is the consequent and ""you go"" is the antecedent. Therefore, in the converse, ""you go"" becomes the consequent and ""I do not stay"" becomes the antecedent.",
