Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
11,Consider the matrix: Which ONE of the following statements is TRUE?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2024/Question_Images/c22c8a018af38fb3-yVh1YHa1c4C4Czrc6zPbO7EZrqb3Mz.png,The eigenvalues of M are non-negative and real.,,The eigenvalues of M are complex and conjugate pairs.,,One eigenvalue of is positive and real and another eigen value of M is Zero.,,"One eigenvalue of M is non-negative and real,and another eigen value of M is negative and real.",,B,MCQ,"[Tex]\[
\mathbf{M} = \begin{bmatrix} 2 & -1 \\ 3 & 1 \end{bmatrix}
\]

\textbf{Step 1: Characteristic Equation}
\[
\det(\mathbf{M} - \lambda \mathbf{I}) = 0
\]
\[
\begin{vmatrix} 2 - \lambda & -1 \\ 3 & 1 - \lambda \end{vmatrix} = 0
\]

\text{Compute the determinant:}
\[
(2 - \lambda)(1 - \lambda) + 3 = 0
\]
\[
\lambda^2 - 3\lambda + 5 = 0
\]

\textbf{Step 2: Discriminant}
\[
D = (-3)^2 - 4(1)(5) = 9 - 20 = -11
\]

\text{Since } D < 0, \text{ the eigenvalues are complex conjugate pairs.}

\[
\boxed{\text{(B) The eigenvalues of } \mathbf{M} \text{ are complex conjugate pairs.}}
\]
[/Tex]",
12,"Consider performing depth-first search (DFS) on an undirected and unweighted graph G starting at vertex 𝑠. For any vertex 𝑢 in G, 𝑑[𝑢] is the length of the shortest path from 𝑠 to 𝑢. Let (𝑢,𝑣) be an edge in G such that 𝑑[𝑢]<𝑑[𝑣]. If the edge (𝑢,𝑣) is explored first in the direction from 𝑢 to 𝑣 during the above DFS, then (𝑢,𝑣) becomes a ______ edge.",,Tree,,Cross,,Back,,Grey,,A,MCQ,"In DFS, an edge (u, v) is classified as a tree edge if v is discovered for the first time while exploring u. Since d[u]<d[v], it means v is being visited for the first time from u, making (u, v) part of the DFS tree.",
13,Match the items in Column 1 with the items in Column 2 in the following tab Column 1 Column 2 p. First In First Out q. Lookup Operation r. Last In First Out i. Stacks ii. Queues iii. Hash Tables,,"(p) − (ii), (q) − (iii), (r) − (i)",,"(p) − (ii), (q) − (i), (r) − (iii)",,"(p) − (i), (q) − (ii), (r) − (iii)",,"(p) − (i), (q) − (iii), (r) − (ii)",,A,MCQ,First In First Out (FIFO) → Queues (Elements are processed in the order they arrive). Lookup Operation → Hash Tables (Efficient key-value pair retrieval). Last In First Out (LIFO) → Stacks (Last inserted element is processed first).,
14,"Given a dataset with 𝐾 binary-valued attributes (where 𝐾>2) for a two-class classification task, the number of parameters to be estimated for learning a naïve Bayes classifier is",,2 k +1,,2K+1,,2 k+1 +1,,K 2 +1,,B,MCQ,"For a dataset with K binary-valued attributes in a two-class classification task using a Naive Bayes classifier: 1 parameter is P(Y) and each attribute has 2 probabilities (P(Xi∣Y=1) and P(Xi|Y=0)), so for K attributes, there are 2K parameters. Thus, the total number of parameters to estimate is 2K+1.",
15,Let x and y be two propositions.Which of the following statements is a tautology / are tautologies ?,,(~x ∧ y )=> (y=>x),,(x ∧ ~y) =>(~x=>y),,(~x ∧ y)=>(~x=>y),,(x ⟑ ~y)=>(y=>x),,D,MCQ,"We can check every option for tautology by putting the values of X and Y: A) if X = F and Y = T: we get RHS = F an LHS = T (not tautology) B) if X = F and Y = F: we get RHS = F an LHS = F (tautology) C) if X = F and Y = F: we get RHS = F an LHS = F (tautology) D) if X = F and Y = T: we get RHS = F an LHS = F (tautology) Therefore, option B, C, D are correct.",
16,"For any twice differentiable function f:R->R if at some x* ∈ R , f'(x*)=0 and f''(x*)>0 then the function f necessarily has a __________ at x =x* Note : R denotes the set of real numbers.",,local minimum,,global minimum,,local maximum,,global maximum,,A,MCQ,"At x*, f′(x*)=0 indicates a critical point, and f′′(x*)>0 confirms the function is concave upwards, implying a local minimum at x*.",
17,"Let the minimum, maximum, mean and standard deviation values for the attribute income of data scientists be₹ 46000, ₹170000, ₹96000, and₹ 21000, respectively. The z - score normalized income value of ₹106000 is closest to which ONE of the following options ?",,0.217,,0.476,,0.623,,2.304,,B,MCQ,"To calculate the z-score, we use the formula: z = (x−μ)/σ where: x = 106,000 (the value to normalize), μ=96,000 (mean), σ=21,000 (standard deviation). On solving, z= 0.476.",
18,"Consider a state space where the start state is number 1. The successor function for  the state numbered n returns two states numbered n+1 and n+2. Assume that the  states in the unexpanded state list are expanded in the ascending order of numbers  and the previously expanded states are not added to the unexpanded state list.  Which ONE of the following statements about breadth-first search (BFS) and  depth-first search (DFS) is true, when reaching the goal state number 6?",,BFS expands more states than DFS.,,DFS expands more states than BFS.,,Both BFS and DFS expand equal number of states,,Both BFS and DFS do not reach the goal state number 6,,C,MCQ,"Both BFS and DFS will expand the same number of states to reach the goal state 6. In BFS, states are expanded level by level, while in DFS, states are expanded deeply along each branch. In this case, both algorithms will ultimately expand the states: 1 → 2 → 3 → 4 → 5 → 6. Therefore, they expand an equal number of states. Therefore, correct answer is C",
19,"Consider the following sorting algorithms: (i) Bubble sort (ii) Insertion sort (iii) Selection sort Which ONE among the following choices of sorting algorithms sorts the numbers  in the array [4, 3, 2, 1, 5] in increasing order after exactly two passes over the array?",,(i) only,,(iii) only,,(i) and (iii) only,,(ii) and (iii) only,,B,MCQ,"Bubble Sort requires 3 passes to sort the array, as it moves the largest unsorted element to its correct position in each pass. Insertion Sort wastes 1 pass assuming the first element is already sorted. Selection Sort sorts the array in two passes. First pass : Select the smallest element (1) and swap it with the first element (4) → [1, 3, 2, 4, 5]. Second pass : Select the smallest element (2) from the remaining array and swap it with 3 → [1, 2, 3, 4, 5]. After two passes, the array is sorted. Therefore, option B is correct.",
20,"Given the relational schema 𝑅 = (𝑈,𝑉, 𝑊, 𝑋, 𝑌, 𝑍) and the set of functional  dependencies: {𝑈 → 𝑉, 𝑈 → 𝑊, 𝑊𝑋 → 𝑌, 𝑊𝑋 → 𝑍, 𝑉 → 𝑋} Which of the following functional dependencies can be derived from the above set?",,𝑉𝑊 → 𝑌Z,,𝑊𝑋 → 𝑌Z,,𝑉𝑊 → U,,𝑉𝑊 → Y,,D,MCQ,"Using attribute closure: The closure of (VW) + =VWXYZ so we can determine V,W,X,Y,Z. The closure of (WX) + =WXYZ, so we can determine Y,Z. However, (VW) + cannot determine U.",
21,Select all choices that are subspaces of ℝ 3 . Note : ℝ denotes the set of real numbers.,,"[Tex]\left\{\mathbf{x} =\begin{bmatrix}x_1 \\x_2 \\x_3\end{bmatrix}\in \mathbb{R}^3 :\mathbf{x} = \alpha\begin{bmatrix}1 \\1 \\0\end{bmatrix}+ \beta\begin{bmatrix}1 \\0 \\0\end{bmatrix}, \, \alpha, \beta \in \mathbb{R}\right\}[/Tex]",,"[Tex]\left\{\mathbf{x} =\begin{bmatrix}x_1 \\x_2 \\x_3\end{bmatrix}\in \mathbb{R}^3 :\mathbf{x} = \alpha^2\begin{bmatrix}1 \\2 \\0\end{bmatrix}+ \beta^2\begin{bmatrix}1 \\0 \\1\end{bmatrix}, \, \alpha, \beta \in \mathbb{R}\right\}[/Tex]",,"[Tex]\left\{\mathbf{x} =\begin{bmatrix}x_1 \\x_2 \\x_3\end{bmatrix}\in \mathbb{R}^3 :5x_1 + 2x_3 = 0, \, 4x_1 - 2x_2 + 3x_3 = 0\right\}[/Tex]",,[Tex]\left\{\mathbf{x} =\begin{bmatrix}x_1 \\x_2 \\x_3\end{bmatrix}\in \mathbb{R}^3 :5x_1 + 2x_3 + 4 = 0\right\}[/Tex],,C,MCQ,"Option A : Correct, as it represents a linear combination of two vectors, forming a vector space and subspace of R 3 Option B : Incorrect, as the inclusion of the zero vector is not guaranteed, failing the subspace condition. Option C : Correct, as the equations represent a subspace of R 3 , satisfying the conditions for a vector space. Option D : Incorrect, as the given equation does not pass through the origin, making it a non-homogeneous equation and not a subspace of R 3 .",
22,Which of the following statements is/are TRUE? Note : ℝ denotes the set of real numbers.,,"There exist 𝑴 ∈ ℝ 3×3 , 𝒑 ∈ ℝ 3 , and 𝒒 ∈ ℝ 3 such that 𝑴𝐱 = 𝒑 has a unique  solution and M𝐱 = 𝒒 has infinite solutions.",,"There exist 𝑴 ∈ ℝ 3×3 , 𝒑 ∈ ℝ 3 , and 𝒒 ∈ ℝ 3 such that 𝑴𝐱 = 𝒑 has no solution and M𝐱 = 𝒒 has infinite solutions.",,"There exist 𝑴 ∈ ℝ 2×3 , 𝒑 ∈ ℝ 2 , and 𝒒 ∈ ℝ 2 such that 𝑴𝐱 = 𝒑 has a unique  solution and M𝐱 = 𝒒 has infinite solutions.",,"There exist 𝑴 ∈ ℝ 3×2 , 𝒑 ∈ ℝ 3 , and 𝒒 ∈ ℝ 3 such that 𝑴𝐱 = 𝒑 has a unique  solution and M𝐱 = 𝒒 has no solution.",,D,MCQ,"If M∈R 3×3 , the system Mx=p can have no solution if p is not in the column space of M. For Mx=q to have infinite solutions, M must be singular (i.e., its determinant is 0), meaning its rank is less than 3. This condition ensures there are infinitely many solutions for q within the null space of M. If M∈R 3×2 , it is a rectangular matrix, so it cannot have a unique solution for any p because the system is underdetermined (fewer equations than variables). Furthermore, Mx=q can have no solutions if q lies outside the column space of M. Thus, this statement is incorrect .",
23,"Let ℝ be the set of real numbers, 𝑈 be a subspace of ℝ 3 and 𝑴 ∈ ℝ 3×3 be the  matrix corresponding to the projection on to the subspace 𝑈. Which of the following statements is/are TRUE?",,"If 𝑈 is a 1-dimensional subspace of ℝ 3 , then the null space of 𝑴 is a  1-dimensional subspace.",,"If 𝑈 is a 2-dimensional subspace of ℝ 3 , then the null space of 𝑴 is a 1-dimensional subspace.",,M 2 =M,,M 3 =M,,D,MCQ,"Matrix M=A(A T A) −1 A T is a projection matrix. If U is a 2-dimensional subspace of R 3 , M 2 =M (idempotent property). The rank of M equals the rank of A, which is 2. By the rank-nullity theorem, rank(M)+nullity(M)=3, so nullity(M)=1. This means M's null space is 1-dimensional, and its column space spans the 2-dimensional subspace U. Thus, the answers are (B), (C), and (D).",
24,Consider the function 𝑓: ℝ → ℝ where ℝ is the set of all real numbers. f(x)= (x 4 /4) - (2x 3 /3) - (3x 2 /2) +1 Which of the following statements is/are TRUE ?,,𝑥 = 0 is a local maximum of f,,𝑥 = 3 is a local minimum of f,,𝑥 = −1 is a local maximum of f,,𝑥 = 0 is a local minimum of f,,B,MCQ,"Equating first derivative to 0 f′(x)=x 3 −2x 2 −3x =0 x=0,3,-1 Evaluate f′′(x) at the critical points f′′(0)<0, x=0 is a local maximum . f′′(3)>0, x=3 is a local minimum . f′′(−1)>0, x=−1 is a local minimum .",
25,Consider the directed acyclic graph (DAG) below: Which of the following is/are valid vertex orderings that can be obtained from a  topological sort of the DAG?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2024/Question_Images/eea1ee1f9cf0d745-1l4KlJDApOmhcLF6S5o9WnoKW8Ke7G.webp,P Q R S T U V,,P R Q V S U T,,P Q R S V U T,,P R Q S V T U,,D,MCQ,"In a topological sort of a Directed Acyclic Graph (DAG): P and R must appear before Q since they are its predecessors. Q must appear before S and V, and S, V must appear before U and T. Hence, B and D are valid orders.",
26,"Let H ,𝐼, 𝐿, and 𝑁 represent height, number of internal nodes, number of leaf nodes, and the total number of nodes respectively in a rooted binary tree. Which of the following statements is/are always TRUE?",,𝐿 ≤ 𝐼 + 1,,𝐻 + 1 ≤ 𝑁 ≤ 2 𝐻+1 − 1,,𝐻 ≤ 𝐼 ≤ 2 𝐻 − 1,,𝐻 ≤ 𝐿 ≤ 2 𝐻−1,,C,MCQ,"Option A : This is always true because, in a binary tree, the number of leaf nodes L is at most one more than the number of internal nodes I. Option B :: This holds as H+1 represents the minimum number of nodes (path length from root to leaf), and 2 H+1 - 1 is the maximum number of nodes for a complete binary tree. Option C : The height H is always less than or equal to the number of internal nodes I, and the maximum I is 2 H −1, which is true for binary trees. Option D : This is false , as L does not necessarily satisfy the given upper and lower bounds in all cases (e.g., for unbalanced trees).",
27,Consider the following figures representing datasets consisting of  two-dimensional features with two classes denoted by circles and squares. Which of the following is/are TRUE?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2024/Question_Images/6ddb49fb92cbbb51-wM2gEATpEiy3zbCbbvAhSxQWUQcC9t.webp,(i) is linearly separable,,(ii) is linearly separable,,(iii) is linearly separable,,(iv) is linearly separable,,D,MCQ,i and iv are linearly separable because a line can be drawn to separate data points of both the classes.,
28,"Let game(ball, rugby) be true if the ball is used in rugby and false otherwise. Let shape(ball, round) be true if the ball is round and false otherwise.  Consider the following logical sentences: s1: ∀ball ¬ game(ball, rugby) ⟹shape(ball, round) s2: ∀ball ¬ shape(ball, round) ⟹game(ball, rugby) s3: ∀ball game(ball, rugby) ⟹ ¬ shape(ball, round) s4: ∀ball shape(ball, round) ⟹ ¬ game(ball, rugby) Which of the following choices is/are logical representations of the assertion, “All balls are round except balls used in rugby”?",,𝑠1 ∧ 𝑠3,,s1 ∧ 𝑠2,,𝑠2 ∧ 𝑠3,,𝑠3 ∧ 𝑠4,,C,MCQ,"Let A=game(ball,rugby) and B=shape(ball,round), we get S1=S2=AUB and S3=S4=A'UB' Assertion: “All balls are round except balls used in rugby” can be wriiten as ∀ balls [(shape(ball,round)⇒┍game(ball,rugby)) ∧ (┍game(ball,rugby)⇒(shape(ball,round))] = (B'U A')∧(AUB) which matches option A and C.",
29,"An OTT company is maintaining a large disk-based relational database of different  movies with the following schema: Movie(ID, CustomerRating) Genre(ID, Name) Movie_Genre(MovieID, GenreID) Consider the following SQL query on the relation database above: SELECT * FROM Movie, Genre, Movie_Genre WHERE Movie.CustomerRating > 3.4 AND Genre.Name = “Comedy” AND Movie_Genre.MovieID = Movie.ID AND Movie_Genre.GenreID = Genre.ID; This SQL query can be sped up using which of the following indexing options?",,B + tree on all the attributes,,Hash index on Genre.Name and B + tree on the remaining attributes.,,Hash index on Movie.CustomerRating and B + tree on the remaining  attributes.,,Hash index on all the attributes.,,B,MCQ,"(A): B+ trees are efficient for range queries like CustomerRating > 3.4 and equality conditions, making B+ tree indexing on all attributes speed up the query. (B): Hash indexing is efficient for equality searches like Genre.Name = ""Comedy"". Combining this with B+ trees for other attributes ensures efficient range queries and joins. (C): Hash indexing on CustomerRating fails for range queries, so it won't improve the query's performance. (D): Hash indexing on all attributes doesn't support range queries effectively. Hence, (A) and (B) are valid.",
30,"Let 𝑋 be a random variable uniformly distributed in the interval [1, 3] and 𝑌 be a  random variable uniformly distributed in the interval [2, 4]. If X and Y are  independent of each other, the probability P(𝑋 ≥ 𝑌) is ______ (rounded off to  three decimal places)",,0.167,,0.134,,0.125,,0.215,,C,MCQ,P(X>=Y) = Area (△) / Area (◻) = (1/2 * 1* 1) / (2*2) = 1/8,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2024/Explanation_Images/0564716a56ac6bf5-leDgCIucGA0hRamyMfYGwGsjnSIolo.webp
31,"Let 𝑋 be a random variable exponentially distributed with parameter 𝜆 > 0. The  probability density function of X is given by: 𝑓 𝑋 (𝑥) = 𝜆 𝑒 −𝜆𝑥 , 𝑥 ≥ 0 𝑓 𝑋 (𝑥) =0, 𝑜𝑡ℎ𝑒𝑟𝑤𝑖𝑠𝑒 If 5𝐸(𝑋) = 𝑉𝑎𝑟(𝑋), where 𝐸(𝑋) and 𝑉𝑎𝑟(𝑋) indicate the expectation and variance  of 𝑋, respectively, the value of 𝜆 is ______ (rounded off to one decimal place)",,0.2,,0.3,,0.1,,0.4,,A,MCQ,"For an exponential random variable X with parameter λ>0: The expectation E(X)=1/λ The variance Var(X)=1/λ 2 Given 5E(X)=Var(X) 5⋅1/λ=1/λ 2 Solve for λ, λ=0.2",
32,"Consider two events T and S. Let 𝑇̅denote the complement of the event T . The  probability associated with different events are given as follows: 𝑃(~𝑇̅) = 0.6 ,  𝑃(𝑆|𝑇) = 0.3,    𝑃(𝑆|~𝑇̅) = 0.6 Then, 𝑃(𝑇|𝑆) is ______ (rounded off to two decimal places).",,0.22,,0.25,,0.50,,0.28,,B,MCQ,We can use Bayes' Theorem : P(T∣S)=P(S∣T)P(T)/P(S) P(T‾)=0.6P ⇒P(T)=1−P(T‾)=0.4 P(S∣T)=0.3P(S|T) = 0.3 P(S∣T‾)=0.6 Using the law of total probability: P(S)=P(S∣T)P(T)+P(S∣T‾)P(T‾) Substitute the values: P(S)=(0.3)(0.4)+(0.6)(0.6)P(S) = (0.3)(0.4) + (0.6)(0.6)P(S)=0.12+0.36=0.48P(S) = 0.12 + 0.36 = 0.48 P(T∣S)=P(S∣T)P(T)/P(S) Substitute the values: P(T∣S)=(0.3)(0.4)/0.48 P(T∣S)=0.25,
33,Evaluate the following limit: lim 𝑥→0 ln((𝑥 2 +1) cos 𝑥)/ 𝑥 2 = ______,,0.7,,0.4,,0.3,,0.5,,D,MCQ,"To evaluate the given limit: Expand the logarithmic term: ln⁡((x 2 +1)cos⁡x) = ln⁡(x 2 +1)+ln⁡(cos⁡x) Use Taylor approximations: ln⁡(x 2 +1)≈x 2 and ln⁡(cos⁡x)≈−x 2 /2 as x→0 Substitute these approximations into the numerator, resulting in [Tex] x^2 - \frac{x^2}{2}[/Tex] . Divide by x^2, yielding [Tex] 1 - \frac{1}{2} = \frac{1}{2}.[/Tex] Thus, the final answer is [Tex]\frac{1}{2}[/Tex] .",
34,"[Tex][/Tex] [Tex]\text{Let } \mathbf{u} = \begin{bmatrix}
1 \\ 
2 \\ 
3 \\ 
4 \\ 
5
\end{bmatrix}[/Tex] ,  and let [Tex]\sigma_1, \; \sigma_2, \; \sigma_3, \; \sigma_4, \; \sigma_5[/Tex] be the singular values of the matrix [Tex]M = uu^{T}[/Tex] (where [Tex]u^T[/Tex] is the transpose of 𝒖). The value of [Tex]\sum_{i=1}^{5} \sigma_i[/Tex] is ______.",,50,,55,,60,,65,,B,MCQ,\sum_{i=1}^{5} \sigma_i = 1^2 + 2^2 + 3^2 + 4^2 + 5^2 = 55,
35,"Details of ten international cricket games between two teams “Green” and “Blue”  are given in Table C. This table consists of matches played on different pitches,  across formats along with their winners. The attribute Pitch can take one of two  values: spin-friendly (represented as 𝑆) or pace-friendly (represented as 𝐹). The  attribute Format can take one of two values: one-day match (represented as 𝑂) or  test match (represented as 𝑇). A cricket organization would like to use the information given in Table C to develop  a decision-tree model to predict outcomes of future games between these two teams. To develop such a model, the computed InformationGain(C, Pitch) with respect to  the Target is ______ (rounded off to two decimal places). Table C Match Number Pitch Format Winner(Target) 1 S T Green 2 S T Blue 3 F O Blue 4 S O Blue 5 F T Green 6 F O Blue 7 S O Green 8 F T Blue 9 F O Blue 10 S O Green",,0.34,,0.12,,0.56,,0.78,,B,MCQ,"To compute the Information Gain (IG) for Pitch with respect to the Target: Entropy of the Target (Overall Entropy): Total games: 10, Green wins: 4, Blue wins: 6. E(T)= [Tex]-\left(\frac{4}{10} \log_2 \frac{4}{10} + \frac{6}{10} \log_2 \frac{6}{10}\right) \approx 0.97.[/Tex] Conditional Entropy for Pitch: For S: 5 games (Green: 3, Blue: 2). E(S)= [Tex]-\left(\frac{3}{5} \log_2 \frac{3}{5} + \frac{2}{5} \log_2 \frac{2}{5}\right) \approx 0.97.[/Tex] For F: 5 games (Green: 1, Blue: 4). E(F)= [Tex]-\left(\frac{1}{5} \log_2 \frac{1}{5} + \frac{4}{5} \log_2 \frac{4}{5}\right) \approx 0.72.[/Tex] Weighted average: E(Pitch)= [Tex] \frac{5}{10}(0.97) + \frac{5}{10}(0.72) = 0.845.[/Tex] Information Gain: IG=E(T)−E(Pitch)=0.97−0.845=0.125",
36,Given the two-dimensional dataset consisting of 5 data points from two classes  (circles and squares) and assume that the Euclidean distance is used to measure the  distance between two points. The minimum odd value of 𝑘 in 𝑘-nearest neighbor  algorithm for which the diamond (⋄) shaped data point is assigned the label square  is ______,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2024/Question_Images/d090f7d0977aa480-lYUYRh84Q7QSRqUuuGv1xZ4B2dRguA.webp,5,,4,,6,,3,,A,MCQ,"With k=5, the nearest neighbors include 3 squares ((2,3),(3,2),(3,3)) and 2 circles ((1,1),(1,2)), resulting in the diamond being classified as a square by majority vote. Hence, The minimum odd value of k is 5 .",
