Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
14,"A deterministic finite automation (DFA)D with alphabet {a,b} is given below Which of the following finite state machines is a valid minimal DFA which accepts the same language as D?","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/beb357b2fe42df85-5LirVYivjIc9Lsv1PPihoGPr60CElw.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/842f51dd3bff272a-8W28vwbWyJXO2dDXn5ACmYJdw6Jgce.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/9dc3db9a61c2f76a-hHL53ag8AvGLcr4JkwpPiGlMQDsQqI.png",A,,B,,C,,D,,A,MCQ,"Options (B) and (C) are invalid because they both accept ‘b’ as a string which is not accepted by give DFA. (D) is invalid because it accepts ""bba"" which are not accepted by given DFA.",
15,"An 8KB direct-mapped write-back cache is organized as multiple blocks, each of size 32-bytes. The processor generates 32-bit addresses. The cache controller maintains the tag information for each cache block comprising of the following.                 1 Valid bit                 1 Modified bit As many bits as the minimum needed to identify the memory block mapped in the cache. What is the total size of memory needed at the cache controller to store meta-data (tags) for the cache?",,4864 bits,,6144 bits,,6656 bits,,5376 bits,,D,MCQ,Cache size = 8 KB Block size = 32 bytes Number of cache lines = Cache size / Block size = (8 × 1024 bytes)/32 = 256 total bits required to store meta-data of 1 line = 1 + 1 + 19 = 21 bits total memory required = 21 × 256 = 5376 bits,
16,"Definition of a language L with alphabet { a } is given as following. L={|a nk |k>0, and n is a positive integer constant} What is the minimum number of states needed in DFA to recognize L?",,k+1,,n+1,,2 (n+1),,2 [Tex](k+1)[/Tex],,B,MCQ,"In the language L = {|an| k > 0, and n is a positive integer constant}, the DFA needs to keep track of two things: the presence of at least one 'a' at the beginning and the count of subsequent 'a's. To represent the count of subsequent 'a's, we can use a state for each possible value of n. Since n is a positive integer constant, we can have n possible values for subsequent 'a's. Additionally, we need an initial state to represent the start of the string. This initial state transitions to the state representing the count of subsequent 'a's upon reading 'a'. Therefore, the total number of states required in the DFA is n+1 , where n is the positive integer constant in the language definition.",
17,"Consider an instruction pipeline with four stages (S1, S2, S3 and S4) each with combinational circuit only. The pipeline registers are required between each stage and at the end of the last stage. Delays for the stages and for the pipeline registers are as given in the figure: What is the approximate speed up of the pipeline in steady state under ideal conditions when compared to the corresponding non-pipeline implementation?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/b6651d7574764462-OBnmkZ1OYtpd6bXNWR8IcNmIEyL2zf.png,4.0,,2.5,,1.1,,3.0,,B,MCQ,"Pipeline registers overhead is not counted in normal time execution So the total count will be 5+6+11+8= 30 [without pipeline] Now, for pipeline, each stage will be of 11 n-sec (+ 1 n-sec for overhead). and, in steady state output is produced after every pipeline cycle. Here, in this case 11 n-sec. After adding 1n-sec overhead, We will get 12 n-sec of constant output producing cycle. dividing 30/12 we get 2.5",
18,"Consider a relational table r with sufficient number of records, having attributes A1, A2,…, An and let 1 <= p <= n. Two queries Q1 and Q2 are given below. The database can be configured to do ordered indexing on Ap or hashing on Ap. Which of the following statements is TRUE?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/f3478b932b78909c-x8gcJmqBnQloq6JeMdbrRdKFwrj8eo.png,Ordered indexing will always outperform hashing for both queries,,Hashing will always outperform ordered indexing for both queries,,"Hashing will outperform ordered indexing on Q1, but not on Q2",,"Hashing will outperform ordered indexing on Q2, but not on Q1.",,C,MCQ,"If record are accessed for a particular value from table, hashing will do better. If records are accessed in a range of values, ordered indexing will perform better. See this for more details.",
19,"Four matrices M1, M2, M3 and M4 of dimensions pxq, qxr, rxs and sxt respectively can be multiplied is several ways with different number of total scalar multiplications. For example, when multiplied as ((M1 X M2) X (M3 X M4)), the total number of multiplications is pqr + rst + prt. When multiplied as (((M1 X M2) X M3) X M4), the total number of scalar multiplications is pqr + prs + pst.  If p = 10, q = 100, r = 20, s = 5 and t = 80, then the number of scalar multiplications needed is:",,248000,,44000,,19000,,25000,,C,MCQ,We get minimum number of multiplications using ((M1 X (M2 X M3)) X M4).  Total number of multiplications = 100x20x5 (for M2 x M3) + 10x100x5 + 10x5x80 = 19000.,
20,The length of the path from v5 to v6 in the MST of previous question Q54  with n = 10 is,,11,,25,,31,,41,,C,MCQ,Answer: (C) Any MST which has more than 5 nodes will have the same distance between v5 and v6 as the basic structure of all MSTs (with more than 5 nodes) would be following. (v1) _ (v2) _ (v4) _  (v6) _ .  . (more even numbered nodes) | (v3) | (v5) | . . (more odd numbered nodes) Distance between v5 and v6 = 3 + 4 + 6 + 8 + 10 = 31 See http://www.geeksforgeeks.org/data-structures-and-algorithms-set-27/,
21,A layer-4 firewall (a device that can look at all protocol headers up to the transport layer) CANNOT,,block entire HTTP traffic during 9:00PM and 5 :0OAM,,block all ICMP traffic,,stop incoming traffic from a specific IP address but allow outgoing traffic to the same IP address,,block TCP traffic from a specific user on a multi-user system during 9:00PM and 5:00AM,,D,MCQ,A) Can Block entire HTTP traffic by blocking TCP port 80 and it is possible because it is L4 firewall. D) As it is L4 firewall can not block packets based on user identity because it is the responsibility of Application layer,
22,"If Log(P) = (1/2)Log(Q) = (1/3)Log(R), then which of the following options is TRUE ?",,P 2 = Q 3 R 2,,Q 2 = PR,,Q 2 = R 3 P 2,,R = P 2 Q 2,,B,MCQ,It is given that Log(P) = (1/2)Log(Q) = (1/3)Log(R) Let Log(P) = (1/2)Log(Q) = (1/3)Log(R) = C Let the base of log be B P = B C Q = B 2C R = B 3C Which means Q 2 = PR,
23,Choose the most appropriate word (s) from the options given below to complete the following sentence. I Contemplated ____________ Singapore for my vacation but decided against it.,,to visit,,having to visit,,visiting,,for a visit,,C,MCQ,Contemplate is a transitive verb. So it should be followed by a gerund . Hence the correct usage of contemplate is verb + ing form.,
24,Choose the word from the options given below that is most nearly opposite in meaning to the given word: Amalgamate,,merge,,split,,collect,,separate,,B,MCQ,"Amalgamate combine or unite to form one organization or structure. Separate on the other hand, although a close antonym, is too general.",
25,"Few school curricula include a unit on how to deal with bereavement and grief, and yet all students at some point in their lives suffer from losses through death and parting. Based on the above passage which topic would not be included in a unit on bereavement?",,how to write a letter of condolence,,what emotional stages are passed through in the healing process,,what the leading causes of death are,,Show to give support to a grieving friend,,C,MCQ,"As per the given passage,  the unit on bereavement is about how to deal with bereavement and grief, not about the causes of death.  All other options make sense.",
26,"P, Q, R and S are four types of dangerous microbes recently found in a human habitat. The area of each circle with its diameter printed in brackets represents the growth of a single microbe surviving human immunity system within 24 hours of entering the body. The danger to human beings varies proportionately with the toxicity, potency and growth attributed to a microbe shown in the figure below: A pharmaceutical company is contemplating the development of a vaccine against the most dangerous microbe. Which microbe should the company target in its first attempt?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/206b5abaf6715ff5-Rqcl8njOSiugBHcpgSx2EP73PF42DD.png,P,,Q,,R,,S,,A,MCQ,"Answer should be A  **The danger to human beings varies proportionately with the toxicity, potency and growth attributed to a microbe** P = 800*0.4*50 = 16000 Q = 600*0.5*40 = 12000 R = 300*0.4*30 = 3600 S = 200*0.8*20 = 3200 As per Gate official answer key, the correct answer is d. Toxicity as shown in the graph is defined as the milligrams of bacteria required to harm the body. Here toxicity for S is maximum because less amount of S is required to harm the body.  Level Of Danger (D) ∝ Growth (G)                               D ∝Potency (P)                               D ∝ 1/ Toxicity (T)  D= GP / T  So the level of danger will be maximum for S.  Given by,  Danger of S = ( 0.8×π(10)^2  )  /  200  = 1.256 The same way we can find for others as well.",
27,"The variable cost (V) of manufacturing a product varies according to the equation V = 4q, where q is the quantity produced. The fixed cost (F) of production of same product reduces with q according to the equation F = 100/q.How many units should be produced to minimize the total cost (V+F)?",,5,,4,,7,,6,,A,MCQ,The value of V+F is 4q + 100/q = (4q 2 + 100)/q First derivative of the resultant equation will be (8q 2 - (4q 2 + 100)) / q 2 For V+F to be minimum its first derivative must be equal to zero. [(8q 2 - (4q 2 + 100)) / q 2 ] = 0 4q 2 - 100 = 0 4q 2 = 100 q = 5. For q = 5 the above equation will give minimum value.,
28,"A transporter receives the same number of orders each day. Currently, he has some pending orders (backlog) to be shipped. If he uses 7 trucks, then at the end of the 4th day he can clear all the orders. Alternatively, if he uses only 3 trucks, then all the orders are cleared at the end of the 10th day. What is the minimum number of trucks required so that there will be no pending order at the end of the 5th day?",,4,,5,,6,,7,,C,MCQ,Let each truck can take at most x units.  Let the daily order be y and let backlog be z. 7*4*x = 4y + z 3*10*x = 10y + z We need value of (5y + z)/5 in terms of x. We can get value of y by subtracting first from second 6y = 2x y = x/3 We can get value of z by substituting  value of y in first equation 4y + z = 28x 4(x/3) + z = 28x z = (80/3)x So the value of (5y + z)/5 is 5*(x/3) + (80/3)x  which is 17/3 So almost 6 trucks needed.,
29,"A container originally contains 10 litres of pure spirit. From this container 1 litre of spirit is replaced with 1 litre of water. Subsequently, 1 litre of the mixture is again replaced with 1 litre of'water and this process is repeated one more time. How much spirit is now left in the container?",,7.58 litres,,7.84 litres,,7 litres,,7.29 litres,,D,MCQ,spirit left after first replacement = 9 litre spirit left after second replacement = 9 * (9/10) spirit left after third replacement = 9 * (9/10) * (9/10) = 7.29,
30,"Consider a network with five nodes, N1 to N5, as shown below. The network uses a Distance Vector Routing protocol. Once the routes have stabilized, the distance vectors at different nodes are as following.  N1: (0, 1, 7, 8, 4) N2: (1, 0, 6, 7, 3) N3: (7, 6, 0, 2, 6) N4: (8, 7, 2, 0, 4) N5: (4, 3, 6, 4, 0) Each distance vector is the distance of the best known path at the instance to nodes, N1 to N5, where the distance to itself is 0. Also, all links are symmetric and the cost is identical in both directions. In each round, all nodes exchange their distance vectors with their respective neighbors. Then all nodes update their distance vectors. In between two rounds, any change in cost of a link will cause the two incident nodes to change only that entry in their distance vectors. 52. The cost of link N2-N3 reduces to 2(in both directions). After the next round of updates, what will be the new distance vector at node, N3.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/a910d33e617496ca-hYXkjG2Cs7aCnFPkqWEGTPwRIUf6JA.png,"(3, 2, 0, 2, 5)",,"(3, 2, 0, 2, 6)",,"(7, 2, 0, 2, 5)",,"(7, 2, 0, 2, 6)",,A,MCQ,"Answer (A) In the next round, every node will send and receive distance vectors to and from neighbors, and update its distance vector. N3 will receive (1, 0, 2, 7, 3) from N2 and it will update distances to N1 and N5 as 3 and 5 respectively. See Question 3 of http://www.geeksforgeeks.org/computer-networks-set-3/",
31,"Database table by name Loan_Records is given below. Borrower    Bank_Manager   Loan_Amount Ramesh      Sunderajan     10000.00 Suresh      Ramgopal       5000.00 Mahesh      Sunderajan     7000.00 What is the output of the following SQL query? SELECT Count(*) FROM  ( ( SELECT Borrower, Bank_Manager FROM Loan_Records) AS S NATURAL JOIN ( SELECT Bank_Manager, Loan_Amount FROM Loan_Records) AS T );",,3,,9,,5,,6,,C,MCQ,"Following will be contents of temporary table S Borrower    Bank_Manager -------------------------- Ramesh      Sunderajan Suresh      Ramgopal Mahesh      Sunderajan Following will be contents of temporary table T Bank_Manager   Loan_Amount --------------------------- Sunderajan      10000.00 Ramgopal        5000.00 Sunderajan      7000.00 Following will be the result of natural join of above two tables. The key thing to note is that the natural join happens on column name with same name which is Bank_Manager in the above example. ""Sunderajan"" appears two times in Bank_Manager column, so there will be four entries with Bank_Manager as ""Sunderajan"". Borrower  Bank_Manager   Loan_Amount ------------------------------------ Ramesh    Sunderajan     10000.00 Ramesh    Sunderajan     7000.00 Suresh    Ramgopal       5000.00 Mahesh    Sunderajan     10000.00 Mahesh    Sunderajan     7000.00",
32,"If the difference between expectation of the square of a random variable (E[X²]) and the square of the expectation of the random variable (E[X])² is denoted by R, then?",,R = 0,,R < 0,,R >= 0,,R > 0,,C,MCQ,The difference between  (E[X²]) and (E[X])² is called variance of a random variable. Variance measures how far a set of numbers is spread out. (A variance of zero indicates that all the values are identical.) A non-zero variance is always positive:,
33,"Choose the most appropriate word from the options given below to complete the following sentence. If you are trying to make a strong impression on your audience, you cannot do so by being understated, tentative or_____________.",,Hyperbolic,,Restrained,,Argumentative,,Indifferent,,B,MCQ,The word placed should be similar to understated and tentative.   Restrained seems to be the best choice.,
34,A deck of 5 cards (each carrying a distinct number from 1 to 5) is shuffled thoroughly. Two cards are then removed one at time from the deck. What is the probability that the two cards are selected with  the number on the first card being one higher than the number on the second card?,,1/5,,4/25,,1/4,,2/5,,A,MCQ,"You have to select 2 cards from 5. Since the order in which they are drawn matters, there are 5P2 = 5!/3! = 20 elementary events from which there are 4 favorable number of cases: 5 before 4, 4 before 3, 3 before 2 and 2 before 1. Hence, probability = 4/20 = 1/5",
35,"Consider evaluating the following expression tree on a machine with load-store architecture in which memory can be accessed only through load and store instructions. The variables a, b, c, d and e initially stored in memory. The binary operators used in this expression tree can be evaluate by the machine only when the operands are in registers. The instructions produce results only in a register. If no intermediate results can be stored in memory, what is the minimum number of registers needed to evaluate this expression?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/7d4dce6850130a6a-H8I9HY4BdS0PEjZksA4I5tEO6pZ952.webp,2,,9,,5,,3,,D,MCQ,"R1←c,  R2←d,  R2←R1+R2,  R1←e,  R2←R1-R2 Now to calculate the rest of the expression we must load a and b into the registers but we need the content of R2 later. So we must use another Register. R1←a, R3←b, R1←R1-R3, R1←R1+R2",
36,"In a compiler, keywords of a language are recognized during",,parsing of the program,,the code generation,,the lexical analysis of the program,,dataflow analysis,,C,MCQ,Lexical Analysis is the process of converting a sequence of characters into a sequence of tokens .,
37,"If two fair coins are flipped and at least one of the outcomes is known to be a head, what is the probability that both outcomes are heads?",,1/3,,1/4,,1/2,,2/3,,A,MCQ,"Since we know one outcome is head, there are only three possibilities {h, t}, {h, h}, {t, h}  The probability of both heads = 1/3",
38,Consider different activities related to email: m1: Send an email from a mail client to a mail server m2: Download an email from mailbox server to a mail client m3: Checking email in a web browser Which is the application level protocol used in each activity?,,m1: HTTP  m2: SMTP  m3: POP,,m1: SMTP  m2: FTP     m3: HTTP,,m1: SMTP  m2: POP    m3: HTTP,,m1: POP    m2: SMTP  m3: IMAP,,C,MCQ,Simple Mail Transfer Protocol (SMTP) is typically used by user clients for sending mails. Post Office Protocol (POP) is used by clients for receiving mails. Checking mails in web browser is a simple HTTP process.  Option (C) is correct.,
39,"A company needs to develop a strategy for software product development for which it has a choice of two programming languages L1 and L2. The number of lines of code (LOC) developed using L2 is estimated to be twice the LOC developed with Ll. The product will have to be maintained for five years. Various parameters for the company are given in the table below. Parameter Language L1 Language L2 Man years needed for development LOC/10000 LOC/10000 Development cost per man year Rs. 10,00,000 Rs. 7,50,000 Maintenance time 5 years 5 years Cost of maintenance per year Rs. 1,00,000 Rs. 50,000 Total cost of the project includes cost of development and maintenance. What is the LOC for L1 for which the cost of the project using L1 is equal to the cost of the project using L2?",,4000,,5000,,4333,,4667,,B,MCQ,"Let LOC of L1=x, so LOC of L2=2x Now, (x/10000)*1000000 + 5*100000 = (2x/10000)*750000 + 5*50000 Solving for x, we get x =5000",
40,"A company needs to develop digital signal processing software for one of its newest inventions. The software is expected to have 40000 lines of code. The company needs to determine the effort in person-months needed to develop this software using the basic COCOMO model. The multiplicative factor for this model is given as 2.8 for the software development on embedded systems, while the exponentiation factor is given as 1.20. What is the estimated effort in person-months?",,234.25,,932.50,,287.80,,122.40,,A,MCQ,"In the COCOMO model , following is formula for effort applied Effort Applied (E) = a b (KLOC) b b [ person-months ] = 2.8 x(40)1.20 = 2.8 x 83.65 = 234.25",
41,Which one of the following is NOT desired in a good Software Requirement Specifications (SRS) document?,,Functional Requirements,,Non-Functional Requirements,,Goals of Implementation,,Algorithms for Software Implementation,,D,MCQ,"It is a requirements specification for a software system, is a complete description of the behavior of a system to be developed and may include a set of use cases that describe interactions the users will have with the software. In addition it also contains non-functional requirements. Non-functional requirements impose constraints on the design or implementation (such as performance engineering requirements, quality standards, or design constraints) An SRS document should clearly document the following aspects of a system: Functional Requirements, Non-Functional Requirements and Goals of implementation",
42,Which of the following pairs have DIFFERENT expressive power?,,Deterministic finite automata(DFA) and Non-deterministic finite automata(NFA),,Deterministic push down automata(DPDA)and Non-deterministic push down automata(NPDA),,Deterministic single-tape Turing machine and Non-deterministic single-tape Turing machine,,Single-tape Turing machine and multi-tape Turing machine,,B,MCQ,"NDPDA can handle languages or grammars with ambiguity, but DPDA cannot handle languages with ambiguity and any context-free grammar.",
