Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
11,"For parameters a and b, both of which are ω(1), T(n)=T(n 1/a )+1, and T(b)=1. Then T(n) is",,Θ(log a log b n),,Θ(log ab n),,Θ(log b log a n),,Θ(log 2 log 2 n),,A,MCQ,"Given, T(n) = T(n 1/a )+1, T(b) = 1 Now, using iterative method, = T(n) = [T(n 1/a2 )+1] + 1 = [T(n 1/a3 )+1] + 2 = [T(n 1/a4 )+1] + 3 . . . = [T(n 1/ak )+1] + (k-1) = T(n 1/ak ) + k Let, → n 1/ak = b → log(n 1/ak ) = log(b) → a k = log(n) / log (b) = log b (n) → k = log a log b (n) Therefore, = T(n 1/ak ) + k = T(b) + log a log b (n) = 1 + log a log b (n) = Θ(log a log b (n)) Option (A) is correct.",
12,"Let  G = (V, G) be a weighted undirected graph and let T be a Minimum Spanning Tree (MST) of G maintained using adjacency lists. Suppose a new weighed edge (u, v) ∈ V×V is added to G. The worst case time complexity of determining if T is still an MST of the resultant graph is",,Θ(∣E∣ + ∣V∣),,Θ(∣E∣.∣V∣),,Θ(E∣ log ∣V∣),,Θ(∣V∣),,D,MCQ,"In a graph with distinct edge weights, BFS cannot be directly applied for this purpose. Here's an alternative approach: For a minimum spanning tree (MST) with V vertices, there are V−1 edges. Traversing the adjacency list has a time complexity of O(V+E), and since we are dealing with V−1 edges, the traversal effectively takes O(V) time. The tree is given instead of the Entire graph and in a tree E=V-1, Hence TC = [Tex]\theta[/Tex] (V + E) = [Tex]\Theta[/Tex] (V + V-1) = Θ(V) While traversing the adjacency list of T, compare the weight of the newly added edge with the weights of the edges in the MST. If the new edge has a smaller weight, the MST will be updated. Otherwise, no changes are needed. Thus, the time complexity of this process is O(V).",
13,"Let G=(V,E) be a directed, weighted graph with weight function w:E→R. For some function f:V→R, for each edge (u,v)∈E, define w′(u,v) as w(u,v)+f(u)−f(v).  Which one of the options completes the following sentence so that it is TRUE ?  “The shortest paths in G under w are shortest paths under w′ too, _________”.",,for every f:V→R,,"if and only if ∀u∈V, f(u) is positive",,"if and only if ∀u∈V, f(u) is negative",,if and only if f(u) is the distance from s to u in the graph obtained by adding a new vertex s to G and edges of zero weight from s to every vertex of G,,A,MCQ,"For any mapping of vertices to real values, the shortest paths remain unchanged. All intermediate node values cancel out along any path, leaving only the source and destination node values, which add up to the path cost. Therefore, the shortest paths remain the same. Note: Option D is incorrect due to the ""if and only if"" clause. If it were just ""if,"" the statement would be correct. The condition provided is sufficient but not necessary, making the ""only if"" part invalid. Essentially, it implies that the potential would be 0 for all vertices since they are connected to a new vertex sss with zero-weight edges. Similarly, options B and C are also incorrect for the same reason.",
14,Which one of the following is used to represent the supporting many-one relationships of a weak entity set in an entity-relationship diagram ?,,Diamonds with double/bold border,,Rectangles with double/bold border,,Ovals with double/bold border,,Ovals that contain underlined identifiers,,A,MCQ,According to Weak Entity Set in ER diagrams : The relation between one strong and one weak entity is represented by double diamond. Option (A) is correct.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/fc2feac27193e8c6-tbuDHU295bolsicPdpoY9dypBzbMmu.png
15,"Consider a relational table R that is in 3NF, but not in BCNF. Which one of the following statements is TRUE ?",,"R has a nontrivial functional dependency X→A, where X is not a superkey and A is a prime attribute",,"R has a nontrivial functional dependency X→A, where X is not a superkey and A is a non-prime attribute and X is not a proper subset of any key",,"R has a nontrivial functional dependency X→A, where X is not a superkey and A is a non-prime attribute and X is a proper subset of some key",,A cell in R holds a set instead of an atomic value,,A,MCQ,"A relation is in 3NF if at least one of the following condition holds in every non-trivial function dependency X → Y: X is a super key. (This condition is must for BCNF relations.). Y is a prime attribute (each element of Y is part of some candidate key). But, a relation is in BCNF if, X is superkey for every functional dependency (FD) X → Y in given relation. Therefore, BCNF relations are subset of 3NF relations. Means every BCNF relation is 3NF but converse may not true. Option (A) is correct.",
16,"The total revenue of a company during 2014−2018 is shown in the bar graph. If the total expenditure of the company in each year is 500 million rupees, then the aggregate profit or loss (in percentage) on the total expenditure of the company during 2014−2018 is _________ .",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Question_Images/69d9cc1da5628677-h3Aj9QhQ1qf9MyzotjWIjd4F5iRVE0.png,16.67% profit,,16.67% loss,,20% profit,,20% loss,,C,MCQ,"Bar-graph: 2014-2018,  Total expenditure, = 500 million/year = 500 × 5 = 2500 million Now, Revenue total (from the graph), = 400 + 500 + 600 + 700 + 800 = 3000 million Therefore, Profit, = 3000 - 2500 = 500 Profit (in percentage), = (500/2500)*100 % = 20 % profit Option (C) is correct.",
17,"Let R be the set of all binary relations on the set {1, 2, 3}. Suppose a relation is chosen from R at random. The probability that the chosen relation is reflexive (round off to 3 decimal places) is ________ . Note - This question was Numerical Type.",,0.125,,0.25,,0.50,,0.625,,A,MCQ,"The probability that the chosen relation is reflexive on a set with n elements: = (number of reflexive relations) / (total number of relations) = (2 n2-n ) / (2 n2 ) Given, size (number of elements) of set is 3 (i.e., {1, 2, 3}). Therefore, = (2 32-3 ) / (2 32 ) = (2 6 ) / (2 9 ) = 1 / (2 3 ) = 1 / 8 = 0.125 Option (A) is correct.",
18,"For n>2, let a∈{0, 1} n be a non-zero vector. Suppose that x is chosen uniformly at random from {0,1} n . Then, the probability that Σ(from i=1 to i=n)(a i .x i ) is an odd number is _________ . Note - This question was Numerical Type.",,0.25,,0.50,,1.0,,1.50,,B,MCQ,"Although a generalized approach is always useful, we can also solve this question quickly by considering an example, say n=3. Let a=(0,0,1). Out of the 8 possible combinations of x, only 4 combinations (0,0,1), (0,1,1), (1,0,1) and (1,1,1)  will produce an odd number (specifically 1 in this case). Therefore, the probability of this event is 0.50.",
19,Let G be a group of 35 elements. Then the largest possible size of a subgroup of G other than G itself is ________ . Note - This question was Numerical Type.,,1,,5,,7,,35,,C,MCQ,"According to the Lagrange’s Theorem :  ""If H is a subgroup of finite group G then the order of subgroup H divides the order of group G."" Order of subgroup must be factor of Order of group.  Since order of a group is number of elements present in that group, therefore order of given group will be 35. Factor of 35 are: 1, 5, 7, 35.  So, largest possible size of a subgroup of G other than G itself is 7 . Size of group = Ο(G) = 35 Let H be subgroup of G ∴ Ο(H)⏐Ο(G) Possible orders of H are 1, 5, 7, 35 Size of largest possible proper subgroup = 7. Option (C) is correct.",
20,"Let A and B be two n×n matrices over real numbers. Let rank(M) and det(M) denote the rank and determinant of a matrix M, respectively. Consider the following statements. I. rank(AB) = rank(A) × rank (B) II. det(AB) = det(A) × det(B) III. rank(A+B) ≤ rank(A) + rank(B) IV. det(A+B) ≤ det(A) + det(B) Which of the above statements are TRUE?",,I and II only,,I and IV only,,II and III only,,III and IV only,,C,MCQ,"I. False . According to properties of rank of matrices : if P(A) = m and P(B)=n then P(AB) ≤ min(m,n) However, if A and B are square matrices of order n then P(AB) = P(A) + P(B) – n II. True. That is, the determinant of the product is equal to the product of the determinants. III. True. Because, resultant matrix of sum of two non-singular matrix can be singular matrix. IV. False. Because, resultant matrix of sum of two singular matrix can be non-singular matrix. Option (C) is true.",
21,"Consider the following statements. I. If L 1 ∪L 2 is regular, then both L 1 and L 2 must be regular. II. The class of regular languages is closed under infinite union. Which of the above statements is/are TRUE ?",,Ⅰ only,,Ⅱ only,,Both Ⅰ and Ⅱ,,Neither Ⅰ nor Ⅱ,,D,MCQ,"Counter examples for given statements: I. (a n b n ) ∪ (a*b*) = a*b* where, a*b* is regular but (a n b n ) is not regular language. II. Φ ∪ (ab) ∪ (a 2 b 2 ) ∪ (a 3 b 3 ) ..... (infinite union) = (a n b n ) where, each language in left side are regular language, but language in right side (a n b n ) is not regular language.  So, both statements are false.  Option (D) is true. Read more about closure property of regular language.",
22,"Consider the following language. L = { x∈{a,b}* ∣ number of a’s in x divisible by 2 but not divisible by 3 } The minimum number of states in DFA that accepts L is _________ .",,6,,5,,7,,4,,A,MCQ,"Given language is, L = { x∈{a,b}* ∣ number of a’s in x divisible by 2 but not divisible by 3 } L = L 1 – L 2 = L 1 ∩ L 2 ' Where, L 1 = { x∈{a,b}* ∣ number of a’s in x divisible by 2 } L 2 = { x∈{a,b}* ∣ number of a’s in x divisible by 3 } L 2 ' = { x∈{a,b}* ∣ number of a’s not in x divisible by 3 } Since L 1 needed only 2 states and L 2 needed only 3 states. Also, compliment of L 2 (i.e., L 2 ') needed same number of states as L 2 . Therefore, L needed 2*3 = 6 states. Option (A) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/f82cdec78c2f0416-1jUj4zuRmLsmBR8aLylzOqVQZuJmD5.png
23,Which one of the following regular expressions represents the set of all binary strings with an odd number of 1′s ?,,((0+1)*1(0+1)*1)*10*,,(0*10*10*)*0*1,,10*(0*10*10*)*,,(0*10*10*)*10*,,,MCQ,"Option (A) cannot generate 001. Option (B) cannot generate 100. Option (C) cannot generate 001. Option (D) cannot generate 001. . So, Marks to All (MTA).",
24,"Consider the following languages. L 1 = { wxyx ∣ w,x,y ∈ (0+1) + } L 2 = { xy ∣ x,y ∈ (a+b)*, ∣x∣=∣y∣, x≠y } Which one of the following is TRUE ?",,L 1 is regular and L 2 is context- free,,L 1 context- free but not regular and L 2 is context-free,,Neither L 1 nor L 2 is context- free,,L 1 context- free but  L 2 is not context-free,,A,MCQ,"L 1 = { wxyx ∣ w,x,y ∈ (0+1) + } In L 1 putting x as 0 and 1 we get a subset, L 1 = w0y 0 + w1y1 L 1 = (0 + 1) + 0(0 + 1) + 0 + (0 + 1) + 1(0 + 1) + 1 So, L 1 is regular language. L 2 = { xy ∣ x,y ∈ (a+b)*, ∣x∣=∣y∣, x≠y } is CFL We observe that a string is in L 2 if and only if it can be written as xy with |x| = |y| such that for some i, the ith character of x is different from the ith character of y. To obtain such a string, we start generating the corresponding ith characters, and fill up the remaining characters.  Based on the above idea, we define the CFG for C is as follows: S → AB | BA A → XAX | 0 B → XBX | 1 X → 0 | 1 Option (A) is correct.",
25,Consider the language L = { a n ∣ n≥0 }∪{ a n b n ∣ n≥0 } and the following statements. I. L is deterministic context-free. II. L is context-free but not deterministic context-free. III. L is not LL(k) for any k. Which of the above statements is/are TRUE ?,,Ⅰ only,,Ⅱ only,,Ⅰ and Ⅲ only,,Ⅲ only,,C,MCQ,"Language { a n ∣ n≥0 } is regular and { a n b n ∣ n≥0 } is deterministic context free language (DCFL), so union of these will be DCFL, because union of DCFL with regular is always DCFL, but may be regular. Every DFCL is always CFL but converse may not true. An LL(k) parser determines the next grammar production by examining the next k input symbols. However, for a string like a k+1 ... , the parser cannot decide whether to apply the production for aⁿ or aⁿbⁿ . For instance, the input string could be either a k+10 or a k+10 b k+10 . Regardless of the value of k , the LL(k) parser cannot distinguish between these cases. Therefore, the given language cannot be parsed by an LL(k) parser for any value of k . Hence, Option (C) is Correct. So, statement (I) is true and (II) is false. Statement (III) is also true.",
26,"Which of the following languages are undecidable? Note that ⟨M⟩ indicates encoding of the Turing machine M. L 1 = { ⟨M⟩ ∣ L(M)=∅ } L 2 = { ⟨M,w,q⟩ ∣ M on input w reaches state q in exactly 100 steps } L 3 = { ⟨M⟩ ∣ L(M) is not recursive } L 4 = { ⟨M⟩ ∣ L(M) contains at least 21 members }",,"L 1 , L 3 , and L 4 only",,L 1 and L 3 only,,L 2 and L 3 only,,"L 2 , L 3 , and L 4 only",,A,MCQ,"L 1 = { ⟨M⟩ ∣ L(M)=∅ } is emptiness problem of TM, which is undecidable , by Rice’s theorem since it is a non-trivial problem. L 2 = { ⟨M,w,q⟩ ∣ M on input w reaches state q in exactly 100 steps } is decidable as we can run the TM for 100 steps and see if it reaches state q. L 3 = { ⟨M⟩ ∣ L(M) is not recursive } is undecidable according to Rice theorem. L 4 = { ⟨M⟩ ∣ L(M) contains at least 21 members } is undecidable. It may or may not halt . Only L 2 is decidable. Option (A) is correct.",
27,"Consider the functions I. e -x II. x 2 - sin x III. [Tex]\sqrt{x^3+1}[/Tex] Which of the above functions is/are increasing everywhere in  [0, 1]?",,Ⅲ only,,Ⅱ only,,Ⅱ and  Ⅲ only,,Ⅰ and Ⅲ only,,A,MCQ,"If the derivative of a function is positive in the given domain, then it is an increasing function, else decreasing function. So, Function 1: f(x) = e. f'(x) = -e f'(0) = -1 <0 Therefore, the function is non increasing. Function II: f (x) = x²- sinx, f'(x) = 2x 2 COS x f' (0) = 0-cos 0-1<0 Therefore, this function is also non increasing. Function III: [Tex]f(x) = \sqrt{x^3 + 1}, 
\\

\\ 
f'(x) = \frac{3x^2}{2\sqrt{x^3 + 1}} > 0 \ in [0,1][/Tex] Therefore, the function is increasing in the given interval. Therefore f (x) = √(x 3 + 1) function is the only increasing everywhere in [0, 1] So, the correct option is a.",
28,"Graph G is obtained by adding vertex s to K 3,4 and making s adjacent to every vertex of K 3,4 . The minimum number of colours required to edge-colour G is _________ . Note - This question was Numerical Type.",,2,,3,,5,,7,,D,MCQ,"Please note that question about edges color but not about vertices color. So, according to edge coloring of a graph is an assignment of “colors” to the edges of the graph so that no two adjacent edges have the same color with an optimal number of colors. There are minimum 4 colors required to color edges of graph K 3,4 , because maximum 4 edges are incident at some vertices. For modified graph, 4 edges of differed color will be incident in vertex ""s"", now from other set of 3 vertices of K 3,4 will also be incident same vertex ""s"". So, to preserve edge color property, we need 3 more colors for coloring this modified graph.  Hence, answer will be 4+3 = 7 colors. Option (D) is correct.",
29,"A computer system with a word length of 32 bits has a 16 MB byte- addressable main memory and a 64 KB, 4-way set associative cache memory with a block size of 256 bytes. Consider the following four physical addresses represented in hexadecimal notation. A1 = 0x42C8A4, A2 = 0x546888, A3 = 0x6A289C, A4 = 0x5E4880 Which one of the following is TRUE ?",,A1 and A4 are mapped to different cache sets.,,A2 and A3 are mapped to the same cache set.,,A3 and A4 are mapped to the same cache set.,,A1 and A3 are mapped to the same cache set.,,B,MCQ,"Block size is 256 Bytes. Number of sets in cache = 26 so Set offset bits=6 and word offset bits=8. So check for set, check for the rightmost 4 digits of each physical address.(Last two byte denote the word address) A1=C8A4 = C8 = 11001000 A2=6888 = 68 = 01101000 A3=289C = 28 = 00101000 A4=4880 = 48 = 01001000 Now look for lowest order 6 bits in the highlighted part of Each physical address(corresponds to set number). 8 and 8 match and 6=01 10 and 2=00 10 two low order bits of 6 and 2 match, So A2 and A3 go to same set. So answer-B",
30,"A direct mapped cache memory of 1 MB has a block size of 256 bytes. The cache has an access time of 3 ns and a hit rate of 94%. During a cache miss, it takes 20 ns to bring the first word of a block from the main memory, while each subsequent word takes 5 ns. The word size is 64 bits. The average memory access time in ns (round off to 1 decimal place) is ________ . Note - This question was Numerical Type.",,13.5,,15.5,,23.5,,15.3,,A,MCQ,"Given, Word size = 64 bit = 8 byte And, Block size = 256 byte Therefore, Number of words per block will be, = 256 / 8 = 32 According to question, first word takes 20ns and rest (31) each subsequent words take 5ns each to fetch a word from main-memory to cache.  Hence, T avg = (0.94 × 3) + (1 – 0.94) [3 + (20 + (31 × 5))] = 13.5 (in ns) Option (A) is correct.",
31,"Consider a non-pipelined processor operating at 2.5 GHz. It takes 5 clock cycles to complete an instruction. You are going to make a 5- stage pipeline out of this processor. Overheads associated with pipelining force you to operate the pipelined processor at 2 GHz. In a given program, assume that 30% are memory instructions, 60% are ALU instructions and the rest are branch instructions. 5% of the memory instructions cause stalls of 50 clock cycles each due to cache misses and 50% of the branch instructions cause stalls of 2 cycles each. Assume that there are no stalls associated with the execution of ALU instructions. For this program, the speedup achieved by the pipelined processor over the non-pipelined processor (round off to 2 decimal places) is __________ . Note - This question was Numerical Type.",,2.16,,2.50,,1.50,,1.16,,A,MCQ,"Assume the total number of instructions to be 'm'. For a non-pipelined processor: Given that, It takes 5 clock cycles to complete an instruction operating at 2.5GHz. One clock cycle time=1/(2.5*10 9 )= 0.4ns For m instructions total number of clock cycles required= 5m. Time taken to complete 5m clock cycles= 0.4*5m= 2m ns For a pipelined processor : Given that, Pipeline is 5-staged, Overheads associated with pipelining force to operate the pipelined processor at 2 GHz. One clock cycle time= 1/(2*10 9 )= 0.5ns For m instructions total number of clock cycles required= 0.3m*(0.05*(50+1)+0.95*(1))+0.6m*(1)+0.1m*(0.5*(2+1)+0.5*(1))= 1.85m. Time taken to complete 1.85m clock cycles= 0.5*1.85m= 0.925m ns  Therefore, Speedup= Time taken without pipelining/Time taken with pipelining  = 2m ns/ 0.925m ns   = 2.16 . Read more about Pipelining.",
32,"A processor has 64 registers and uses 16-bit instruction format. It has two types of instructions: I-type and R-type. Each I-type instruction contains an opcode, a register name, and a 4-bit immediate value. Each R-type instruction contains an opcode and two register names. If there are 8 distinct I-type opcodes, then the maximum number of distinct R-type opcodes is _______ . Note - This question was Numerical Type.",,14,,15,,16,,12,,A,MCQ,"Instruction Length: 16 bits To distinguish among 64 registers, we need log2⁡(64)=6 bits I-type instruction format: I-type instruction format R-type instruction format: R-type instruction format Maximum possible encodings=2 16 It is given that there are 8 I-type instructions. Let's assume the maximum R-type instructions to be x. Therefore, (8*2 6 *2 4 )+(x*2 6 *2 6 )=2 16 x=14","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/6a777a11f71de692-fesoTW50J39bBh0KZueBnb0wT8I9jV.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/85fb1efbb5412e22-8AzyOKMc7yc8DweH5q0420MFiPItTM.png"
33,"Assume that you have made a request for a web page through your web browser to a web server. Initially the browser cache is empty. Further, the browser is configured to send HTTP requests in non-persistent mode. The web page contains text and five very small images. The minimum number of TCP connections required to display the web page completely in your browser is ________ . Note - This question was Numerical Type.",,6,,7,,8,,9,,A,MCQ,"HTTP Non-Persistent requires connection setup again and again for each object to send.  Therefore, total 6 (1 for text and 5 for images) connections are required.  Option (A) is correct.",
34,"Consider a TCP connection between a client and a server with the following specifications; the round trip time is 6 ms, the size of the receiver advertised window is 50 KB, slow-start threshold at the client is 32 KB, and the maximum segment size is 2 KB. The connection is established at time t=0. Assume that there are no timeouts and errors during transmission. Then the size of the congestion window (in KB) at time t+60 ms after all acknowledgements are processed is _________ .",,33,,44,,55,,50,,B,MCQ,"Given, Threshold = 32 Kb, MSS = 2KB, RTT = 6ms Here, t + 60 is nothing but at the 10 RTT (60/6 = 10). Now, 1st transmission: 2 KB 2nd transmission: 4 KB 3rd transmission: 8 KB 4th transmission: 16 KB 5th transmission: 32 KB (Threshold reached) 6th transmission: 34 KB 7th transmission: 36 KB 8th transmission: 38 KB 9th transmission: 40 KB 10th transmission: 42 KB Now, after receiving acknowledgements of 10th transmission RTT = 10*6 = 60 ms. And, after receiving acknowledgements of 10th transmission RTT (means at 11th transmission), The congestion window size will be 44 KB. Option (B) is correct.",
35,Which one of the following predicate formulae is NOT logically valid ?  Note that W is a predicate formula without any free occurrence of x.,,∀x(p(x) ∨ W) ≡ ∀x(px) ∨ W,,∃x(p(x) ∧ W) ≡ ∃xp(x) ∧ W,,∀x(p(x) → W) ≡ ∀xp(x) → W,,∃x(p(x) → W) ≡ ∀xp(x) → W,,C,MCQ,∀x (p(x) → W) ≡ ∀x p(x) → W is wrong.  Since ∀x [p(x) → W] ≡ ∀x [¬p(x) ∨ W] ≡ ∀x (¬p(x) ∨ W ≡ ¬(∃x p(x)) ∨ W ≡ ∃x p(x) → W Option (C) is correct.,
36,His knowledge of the subject was excellent but his classroom performance was _______ .,,extremely poor,,good,,desirable,,praiseworthy,,A,MCQ,'but' is used to indicate that something in the second part of the sentence will contradict something that was said in the first part of the sentence.  Option (A) is correct.,
