Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
12,"A hard disk has 63 sectors per track, 10 platters each with 2 recording surfaces and 1000 cylinders. The address of a sector is given as a triple (c, h, s), where c is the cylinder number, h is the surface number and s is the sector number. Thus, the 0th sector is addressed as (0, 0, 0), the 1st sector as (0, 0, 1), and so on The address <400,16,29> corresponds to sector number:",,505035,,505036,,505037,,505038,,C,MCQ,"The data in hard disk is arranged in the shown manner. The smallest division is sector. Sectors are then combined to make a track. Cylinder is formed by combining the tracks which lie on same dimension of the platters. Read write head access the disk. Head has to reach at a particular track and then wait for the rotation of the platter so that the required sector comes under it. Here, each platter has two surfaces, which is the r/w head can access the platter from the two sides, upper and lower. So,<400,16,29> will represent 400 cylinders are passed(0-399) and thus, for each cylinder 20 surfaces (10 platters * 2 surface each) and each cylinder has 63 sectors per surface. Hence we have passed 0-399 =  400 * 20 * 63 sectors + In 400th cylinder we have passed 16 surfaces(0-15) each of which again contains 63 sectors per cylinder so 16 * 63 sectors. + Now on the 16th surface we are on 29th sector. So, sector no = 400x20x63 + 16×63 + 29 = 505037.",
13,"Output of following program? C++ #include <iostream> int fun ( int n , int * f_p ) { int t , f ; if ( n <= 1 ) { * f_p = 1 ; return 1 ; } t = fun ( n - 1 , f_p ); f = t + * f_p ; * f_p = t ; return f ; } int main () { int x = 15 ; std :: cout << fun ( 5 , & x ) << "" \n "" ; return 0 ; } C #include <stdio.h> int fun ( int n , int * f_p ) { int t , f ; if ( n <= 1 ) { * f_p = 1 ; return 1 ; } t = fun ( n - 1 , f_p ); f = t + * f_p ; * f_p = t ; return f ; } int main () { int x = 15 ; printf ( "" %d \\ n"" , fun ( 5 , & x )); return 0 ; } Java public class Main { public static int fun ( int n , int [] f_p ) { int t , f ; if ( n <= 1 ) { f_p [ 0 ] = 1 ; return 1 ; } t = fun ( n - 1 , f_p ); f = t + f_p [ 0 ] ; f_p [ 0 ] = t ; return f ; } public static void main ( String [] args ) { int [] x = { 15 }; System . out . println ( fun ( 5 , x )); } } Python def fun ( n , f_p ): if n <= 1 : f_p [ 0 ] = 1 return 1 t = fun ( n - 1 , f_p ) f = t + f_p [ 0 ] f_p [ 0 ] = t return f x = [ 15 ] print ( fun ( 5 , x )) JavaScript function fun ( n , f_p ) { let t , f ; if ( n <= 1 ) { f_p [ 0 ] = 1 ; return 1 ; } t = fun ( n - 1 , f_p ); f = t + f_p [ 0 ]; f_p [ 0 ] = t ; return f ; } let x = [ 15 ]; console . log ( fun ( 5 , x ));",,6,,8,,14,,15,,B,MCQ,"Let x is stored at location 2468 i.e. &x = 2468 (dots are use just to ensure alignment) x = 15 fun(5, 2468) ...{t = fun(4, 2468) .......{t = fun(3, 2468) ...........{t = fun(2,2468) ...............{t = fun(1, 2468) ...................{// x=1 ........................return 1} ................t = 1 ................f = 2 //1+1 //since *f_p is x ................x = t = 1 ................return 2} ...........t = 2 ...........f = 2+1 ...........x = t = 2 ...........return 3} ........t = 3 ........f = 3+2 ........x = t = 3 ........return 5} ....t = 5 ....f = 5+3 ....x = t = 5 ....return 8} which implies fun (5,2468) is 8. Hence Option (B) is the correct answer.",
14,"Which of the following statement(s)is / are correct regarding Bellman-Ford shortest path algorithm? P: Always finds a negative weighted cycle, if one exist s. Q: Finds whether any negative weighted cycle is reachable from the source.",,P Only,,Q Only,,Both P and Q,,Neither P nor Q,,B,MCQ,"Bellman-Ford shortest path algorithm is a single source shortest path algorithm.  So it can only find cycles which are reachable from a given source, not any negative weight cycle.  Consider a disconnected where a negative weight cycle is not reachable from the source at all.  If there is a negative weight cycle, then it will appear in shortest path as the negative weight cycle will always form a shorter path when iterated through the cycle again and again.",
15,Consider the following graph: Which one of the following is NOT the sequence of edges added to the minimum spanning tree using Kruskal's algorithm?,http://www.geeksforgeeks.org/wp-content/uploads/gq/2014/01/CSE_2009_38-300x156.jpg,"(b,e)(e,f)(a,c)(b,c)(f,g)(c,d)",,"(b,e)(e,f)(a,c)(f,g)(b,c)(c,d)",,"(b,e)(a,c)(e,f)(b,c)(f,g)(c,d)",,"(b,e)(e,f)(b,c)(a,c)(f,g)(c,d)",,D,MCQ,"In the sequence (b, e) (e, f) (b, c) (a, c) (f, g) (c, d) given option D, the edge (a, c) of weight 4 comes after (b, c) of weight 3.  In Kruskal's Minimum Spanning Tree Algorithm , we first sort all edges, then consider edges in sorted order, so a higher weight edge cannot come before a lower weight edge.",
16,"Consider two transactions T1 and T2, and four schedules S1, S2, S3, S4 of T1 and T2 as given below: T1 = R1[X] W1[X] W1[Y] T2 = R2[X] R2[Y] W2[Y] S1 = R1[X] R2[X] R2[Y] W1[X] W1[Y] W2[Y] S2 = R1[X] R2[X] R2[Y] W1[X] W2[Y] W1[Y] S3 = R1[X] W1[X] R2[X] W1[Y] R2[Y] W2[Y] S4 = R2[X] R2[Y] R1[X] W1[X] W1[Y] W2[Y] Which of the above schedules are conflict-serializable?",,S1 and S2,,S2 and S3,,S3 only,,S4 only,,B,MCQ,There can be two possible serial schedules T1 T2 and T2 T1. The serial schedule T1 T2 has the following sequence of operations R1[X] W1[X] W1[Y] R2[X] R2[Y] W2[Y] And the schedule T2 T1 has the following sequence of operations. R2[X] R2[Y] W2[Y] R1[X] W1[X] W1[Y] The Schedule S2 is conflict-equivalent to T2 T1 and S3 is conflict-equivalent to T1 T2,
17,"The following key values are inserted into a B+ tree in which the order of the internal nodes is 3, and that of the leaf nodes is 2, in the sequence given below. The order of internal nodes is the maximum number of tree pointers in each node, and the order of leaf nodes is the maximum number of data items stored in them. The B+ tree is initially empty. 10, 3, 6, 8, 4, 2, 1. The maximum number of times leaf nodes would get split up as a result of these insertions is",,2,,3,,4,,5,,C,MCQ,"There are 4 splits in worst case: after inserting 6 after inserting 4 after inserting 2 (there will be an internal node split and a leaf node split) after inserting 1 So, option (C) is correct.",
18,Which of the following statements are TRUE? I.  There exist parsing algorithms for some programming languages whose complexities are less than O(n 3 ). II.  A programming language which allows recursion can be implemented with static storage allocation. III. No L-attributed definition can be evaluated in The framework of bottom-up parsing. IV. Code improving transformations can be performed at both source language and intermediate code level.,,I and II,,I and IV,,III and IV,,"I, III and IV",,B,MCQ,"II is false, in recursion, compiler cannot determine the space needed for recursive calls.  III is false.",
19,"The keys 12, 18, 13, 2, 3, 23, 5 and 15 are inserted into an initially empty hash table of length 10 using open addressing with hash function h(k) = k mod 10 and linear probing. What is the resultant hash table?",http://geeksforgeeks.org/wp-content/uploads/gate_2009_hash.GIF,A,,B,,C,,D,,C,MCQ,"Open addressing, or closed hashing, is a method of collision resolution in hash tables. With this method a hash collision is resolved by probing, or searching through alternate locations in the array (the probe sequence) until either the target record is found, or an unused array slot is found, which indicates that there is no such key in the table. Well known probe sequences include: linear probing in which the interval between probes is fixed–often at 1. quadratic probing in which the interval between probes increases linearly (hence, the indices are described by a quadratic function). double hashing in which the interval between probes is fixed for each record but is computed by another hash function.",
20,"The below DFA accepts the set of all strings over {0,1} that",http://www.geeksforgeeks.org/wp-content/uploads/gq/2014/01/CSE_2009_41.gif,begin either with 0 or 1,,end with 0,,end with 00,,contain the substring 00.,,C,MCQ,"If the strings beginning with 0 and 1 are 01 and 11 respectively, then the DFA doesn't accept these( because it doesn't reach to the final terminating/accepting state). Hence not option A.  If the string ending with 0 is 10, then the DFA doesn't accept this also. Hence not option B.  If the string which contains substring 00 is 1001, then the DFA doesn't accept this also. Hence not option D.  Now, take any string which ends with 00, like 00, 100, 1100, 10100, 0100 all are accepted by the given DFA. Hence option C.  Intuitively we can also observe here by looking at the DFA that there is only one direct path to reach the final terminating state C ( lets say given 3 states(circles) are A, B and C from left to right in the diagram ), then the path is A-->B-->C , and this path requires 00 in the current substring of the input to reach from A to C.  Now after reaching C, either the string should terminate to be accepted by the given DFA, or it can also have any number of 0's following it, for the string to be accepted. In either of the case the string would be ending with 00.",
21,"Let L = L1∩L2, where L1 and L2 are languages as defined below: L1 = {a m b m ca n b n | m, n >= 0} L2 = {a i b j c k | i, j, k >= 0} Then L is",,Not recursive,,Regular,,Context free but not regular,,Recursively enumerable but not context free.,,C,MCQ,"The language L1 accept strings {c, abc, abcab, aabbcab, aabbcaabb, …} and L2 accept strings {a, b, c, ab, abc, aabc, aabbc, … }. Intersection of these two languages is  L1 ∩ L2 =  a k b k c ∣ k >= 0  which is context free, but not regular. Hence, Option C is the correct answer",
22,What is the maximum height of any AVL-tree with 7 nodes? Assume that the height of a tree with a single node is 0.,,2,,3,,4,,5,,B,MCQ,AVL trees are binary trees with the following restrictions. 1) the height difference of the children is at most 1. 2) both children are AVL trees a /   \\ /      \\ b        c /  \\      / /    \\    / d     e   g / / h,
23,"In the following process state transition diagram for a uniprocessor system, assume that there are always some processes in the ready state: Now consider the following statements: I. If a process makes a transition D, it would result in another process making transition A immediately. II. A process P2 in blocked state can make transition E while another process P1 is in running state. III. The OS uses preemptive scheduling. IV. The OS uses non-preemptive scheduling. Which of the above statements are TRUE?",https://www.geeksforgeeks.org/wp-content/uploads/gq/2014/01/gate2009.png,I and II,,I and III,,II and III,,II and IV,,C,MCQ,"I is false. If a process makes a transition D, it would result in another process making transition B, not A. II is true. A process can move to ready state when I/O completes irrespective of other process being in running state or not. III is true because there is a transition from running to ready state. IV is false as the OS uses preemptive scheduling.",
24,"Let R and S be relational schemes such that R={a,b,c} and S={c}. Now consider the following queries on the database: IV) SELECT R.a, R.b FROM R,S WHERE R.c=S.c Which of the above queries are equivalent?",http://www.geeksforgeeks.org/wp-content/uploads/gq/2015/09/gateqa.png,I and II,,I and III,,II and IV,,III and IV,,A,MCQ,I and II describe the division operator in Relational Algebra and Tuple Relational Calculus respectively.,
25,"In the RSA public key cryptosystem, the private and public keys are (e, n) and (d, n) respectively, where n = p*q and p and q are large primes. Besides, n is public and p and q are private. Let M be an integer such that 0 < M < n and f(n) = (p- 1)(q-1). Now consider the following equations. I.  M’= M e mod n M = (M’) d mod n II.  ed ≡ 1 mod n III. ed ≡ 1 mod f(n) IV. M’= M e mod f(n) M = (M’) d mod f(n) Which of the above equations correctly represent RSA cryptosystem?",,I and II,,I and III,,II and IV,,III and IV,,B,MCQ,I is true because below is true in Encrypted-Text = (Plain-Text) e mod n Plain-Text = (Encrypted-Text) d mod n III is true because below is true d -1 = e mod ϕ(n) OR ed = 1 mod ϕ(n),
26,"While opening a TCP connection, the initial sequence number is to be derived using a time-of-day(ToD) clock that keeps running even when the host is down. The low order 32 bits of the counter of the ToD clock is to be used for the initial sequence numbers. The clock counter increments once per millisecond. The maximum packet lifetime is given to be 64s. Which one of the choices given below is closest to the minimum permissible rate at which sequence numbers used for packets of a connection can increase?",,0.015/s,,0.064/s,,0.135/s,,0.327/s,,A,MCQ,"The maximum packet lifetime is given to be 64 seconds in the question. Thus, a sequence number increments after every 64 seconds. So, minimum permissible rate = 1 / 64 = 0.015 per second Thus, option (A) is the answer.",
27,Which of the following statements are TRUE? I. The context diagram should depict the system as a single bubble. II. External entities should be identified clearly at all levels of DFDs. III. Control information should not be represented in a DFD. IV. A data store can be connected either to another data store or to an external entity.,,II and III,,II and III,,I and III,,"I, II and III",,C,MCQ,"Only statement (I) and (III) are correct. Statement (II) is not correct, because all external entities interacting with the system should be represented only in context diagram. The external entities should not appear in the DFDs at any other level. Statement (IV) is not correct, because a DFD represents only data flow, and it does not represent any control information. So, option (C) is true.",
28,"Consider the following statements about the cyclomatic complexity of the control flow graph of a program module. Which of these are TRUE? I. The cyclomatic complexity of a module is equal to the maximum number of linearly independent circuits in the graph. II. The cyclomatic complexity of a module is the number of decisions in the module plus one,where a decision is effectively any conditional statement in the module. III.The cyclomatic complexity can also be used as a number of linearly independent paths that should be tested during path coverage testing.",,I and II,,II and III,,I and III,,"I, II and III",,B,MCQ,"TRUE: The cyclomatic complexity of a module is the number of decisions in the module plus one,where a decision is effectively any conditional statement in the module. TRUE: The cyclomatic complexity can also be used as a number of linearly independent paths that should be tested during path coverage testing.",
29,"A sub-sequence of a given sequence is just the given sequence with some elements (possibly none or all) left out. We are given two sequences X [m] and Y [n] of lengths m and n, respectively, with indexes of X and Y starting from 0. Consider the data given in the previous question . The values of l(i, j) could be obtained by dynamic programming based on the correct recursive definition of l(i, j) of the form given above, using an array L[M, N], where M = m+1 and N =n+1, such that L[i, j] = l(i, j). Which one of the following statements would be TRUE regarding the dynamic programming solution for the recursive definition of l(i, j)?",,"All elements L should be initialized to 0 for the values of l(i,j) to be properly computed",,"The values of l(i,j) may be computed in a row major order or column major order of L(M,N)",,"The values of l(i,j) cannot be computed in either row major order or column major order of L(M,N)",,"L[p,q] needs to be computed before L[r,s] if either p < r or q < s.",,B,MCQ,"The value can be computed either in row major or column major order, see http://www.geeksforgeeks.org/dynamic-programming-set-4-longest-common-subsequence/ . We can swap the two loops without effecting the output.",
30,"Consider the following relational schema: Suppliers( sid:integer , sname:string, city:string, street:string) Parts( pid:integer , pname:string, color:string) Catalog( sid:integer, pid:integer , cost:real) Assume that, in the suppliers relation above, each supplier and each street within a city has a unique name, and (sname, city) forms a candidate key. No other functional dependencies are implied other than those implied by primary and candidate keys. Which one of the following is TRUE about the above schema?",,The schema is in BCNF,,The schema is in 3NF but not in BCNF,,The schema is in 2NF but not in 3NF,,The schema is not in 2NF,,A,MCQ,"A relation is in BCNF if for every one of its dependencies X → Y, at least one of the following conditions hold: X → Y is a trivial functional dependency (Y ⊆ X) X is a superkey for schema R Since  (sname, city) forms a candidate key, there is no non-tirvial dependency X → Y where X is not a superkey",
31,Consider a binary max-heap implemented using an array. Which one of the following array represents a binary max-heap?,,"25,12,16,13,10,8,14",,"25,14,13,16,10,8,12",,"25,14,16,13,10,8,12",,"25,14,12,13,10,8,16",,C,MCQ,"A tree is max-heap if data at every node in the tree is greater than or equal to it’s children’ s data.  In array representation of heap tree,  a node at index i has its left child at index 2i + 1 and right child at index 2i + 2. 25 /      \\ /          \\ 14            16 /  \\           /  \\ /      \\       /     \\ 13     10      8       12",
32,Consider the data given in above question. What is the content of the array after two delete operations on the correct answer to the previous question?,,"14,13,12,10,8",,"14,12,13,8,10",,"14,13,8,12,10",,"14,13,12,8,10",,D,MCQ,"For Heap trees, deletion of a node includes following two operations.  1) Replace the root with last element on the last level. 2) Starting from root, heapify the complete tree from top to bottom.. Let us delete the two nodes one by one: 1) Deletion of 25: Replace 25 with 12 12 /    \\ /       \\ 14        16 / \\         / /     \\      / 13     10    8 Since heap property is violated for root (16 is greater than 12), make 16 as root of the tree. 16 /     \\ /        \\ 14         12 / \\         / /   \\       / 13     10    8 2) Deletion of 16: Replace 16 with 8 8 /    \\ /      \\ 14         12 / \\ /   \\ 13     10 Heapify from root to bottom. 14 /    \\ /       \\ 8         12 / \\ /   \\ 13     10 14 /     \\ /       \\ 13         12 / \\ /   \\ 8    10",
33,"Consider a system with 4 types of resources R1 (3 units), R2 (2 units), R3 (3 units), R4 (2 units). A non-preemptive resource allocation policy is used. At any given instance, a request is not entertained if it cannot be completely satisfied. Three processes P1, P2, P3 request the sources as follows if executed independently. Process P1: t=0: requests 2 units of R2 t=1: requests 1 unit of R3 t=3: requests 2 units of R1 t=5: releases 1 unit of R2 and 1 unit of R1. t=7: releases 1 unit of R3 t=8: requests 2 units of R4 t=10: Finishes Process P2: t=0: requests 2 units of R3 t=2: requests 1 unit of R4 t=4: requests 1 unit of R1 t=6: releases 1 unit of R3 t=8: Finishes Process P3: t=0: requests 1 unit of R4 t=2: requests 2 units of R1 t=5: releases 2 units of R1 t=7: requests 1 unit of R2 t=8: requests 1 unit of R3 t=9: Finishes Which one of the following statements is TRUE if all three processes run concurrently starting at time t=0?",,All processes will finish without any deadlock,,Only P1 and P2 will be in deadlock.,,Only P1 and P3 will be in a deadlock.,,All three processes will be in deadlock,,A,MCQ,We can apply the following Deadlock Detection algorithm and see that there is no process waiting indefinitely for a resource. See  this for deadlock detection algorithm.,
34,"Consider the following relational schema: Suppliers( sid:integer, sname:string, city:string, street:string) Parts(pid:integer, pname:string, color:string) Catalog(sid:integer, pid:integer, cost:real) Consider the following relational query on the above database: SELECT S.sname FROM Suppliers S WHERE S.sid NOT IN (SELECT C.sid FROM Catalog C WHERE C.pid NOT IN (SELECT P.pid FROM Parts P WHERE P.color<> 'blue')) Assume that relations corresponding to the above schema are not empty. Which one of the following is the correct interpretation of the above query?",,Find the names of all suppliers who have supplied a non-blue part.,,Find the names of all suppliers who have not supplied a non-blue part.,,Find the names of all suppliers who have supplied only blue parts.,,Find the names of all suppliers who have not supplied only blue parts.,,D,MCQ,"(D) option matched because given query returns suppliers who have not supplied any blue parts . That means it can include other than blue parts. (A): False, as this may include blue parts and may not include ""null"" parts. (B): Obviously false because it returning other than any blue part. (C): Obviously false because it does not return this.",
35,The coupling between different modules of a software is categorized as follows: I.   Content coupling II.  Common coupling III. Control coupling IV.  Stamp coupling V.   Data coupling Coupling between modules can be ranked in the order of strongest (least desirable) to weakest (most desirable) as follows:,,I-II-III-IV-V,,V-IV-III-II-I,,I-III-V -II-IV,,IV-II-V-III-I,,A,MCQ,"Explanation: Certainly! Here's an explanation for the ranking of coupling between modules from strongest (least desirable) to weakest (most desirable) as given in option (A) - I-II-III-IV-V: I. Content coupling: This form of coupling represents the strongest and least desirable type. It occurs when one module directly accesses or modifies the internal content (e.g., data or implementation details) of another module. Content coupling creates tight dependencies, making the modules highly interdependent, which can lead to maintenance issues and difficulties in making changes. II. Common coupling: Common coupling occurs when multiple modules share a global data or resource. This form of coupling implies that several modules rely on the same data or resource, leading to a degree of dependency. While not as strong as content coupling, it can still result in tight coupling between modules. III. Control coupling: Control coupling represents a weaker form of coupling. It arises when one module passes control information (e.g., function calls or parameters) to another module. While there is still a dependency between the modules, it is looser than content or common coupling since the interaction is primarily through control flow. IV. Stamp coupling: Stamp coupling occurs when modules share a common data structure (e.g., a record or object), but only use a subset of the shared data. This type of coupling indicates a weaker level of dependency compared to content, common, or control coupling since modules are only interested in specific parts of the shared data. V. Data coupling: Data coupling represents the weakest and most desirable form of coupling. In data coupling, modules communicate by passing data through parameters or data structures. Modules are independent in terms of their internal implementation, and their interaction is limited to data exchange. This loose coupling allows for more flexibility and easier maintenance. Therefore, the ranking of coupling from strongest (least desirable) to weakest (most desirable) as given in option (A) is I-II-III-IV-V, with content coupling being the strongest and data coupling being the weakest form of coupling.",
36,What is the chromatic number of an n-vertex simple connected graph which does not contain any odd length cycle? Assume n >= 2.,,n-1,,3,,2,,n,,C,MCQ,"The chromatic number of a graph is the smallest number of colours needed to colour the vertices of so that no two adjacent vertices share the same colour. These types of questions can be solved by substitution with different values of n. 1) n = 2 This simple graph can be coloured with 2 colours. 2) n = 3 Here, in this graph let us suppose vertex A is coloured with C1 and vertices B, C can be coloured with colour C2 => chromatic number is 2 In the same way, you can check with other values, Chromatic number is equals to 2 A simple graph with no odd cycles is bipartite graph and a Bipartite graph can be colored using 2 colors","https://media.geeksforgeeks.org/wp-content/uploads/20240523103126/GATE_CS_2009_Question_2.jpg, https://media.geeksforgeeks.org/wp-content/uploads/GATE_CS_2009_Question_21.jpg"
37,Which one of the following is TRUE for any simple connected undirected graph with more than 2 vertices?,,No two vertices have the same degree.,,At least two vertices have the same degree.,,At least three vertices have the same degree.,,All vertices have the same degree.,,B,MCQ,"Since the graph is simple, there must not be any self loop and parallel edges. Since the graph is connected, the degree of any vertex cannot be 0. Therefore, degree of all vertices should be from 1 to n-1. So the degree of at least two vertices must be same.",
38,"Consider the binary relation R = {(x, y), (x, z), (z, x), (z, y)} on the set {x, y, z}. Which one of the following is TRUE?",,R is symmetric but NOT antisymmetric,,R is NOT symmetric but antisymmetric,,R is both symmetric and antisymmetric,,R is neither symmetric nor antisymmetric,,D,MCQ,"R is not symmetric as (x, y) is present, but (y, x) is not present in R. R is also not antisymmetric as both (x, z) and (z, x) are present in R.",
39,(1217) 8 is equivalent to,,(1217) 16,,(028F) 16,,(2297) 10,,(0B17) 16,,B,MCQ,(1217) 8 = (001 010 001 111) 8 = (0010 1000 1111) = (28F) 16,
40,What is the minimum number of gates required to implement the Boolean function (AB+C) if we have to use only 2-input NOR gates?,,2,,3,,4,,5,,B,MCQ,"AB+C = (A+C)(B+C) = ((A+C)' + (B+C)')' So, '3' 2-input NOR gates are required.",
41,"What is the number of swaps required to sort n elements using selection sort, in the worst case? (Α) Θ(n) (B) Ө(n log n) (C) Ө(n²) (D) Ө(n² log n)",,A,,B,,C,,D,,A,MCQ,"Here is Selection Sort algorithm for sorting in ascending order. 1. Find the minimum value in the list 2. Swap it with the value in the first position 3. Repeat the steps above for the remainder of the list (starting at the second position and advancing each time) As we can see from the algorithm, selection sort performs swap only after finding the appropriate position of the current picked element. So there are O(n) swaps performed in selection sort.",
42,"S -> aSa|bSb|a|b; The language generated by the above grammar over the alphabet {a,b} is the set of",,All palindromes,,All odd length palindromes.,,Strings that begin and end with the same symbol,,All even length palindromes,,B,MCQ,"S -> aSa | bSb | a | b In this grammar: S->aSa and S->bSb are the productions that allow the construction of palindromic strings. S-> a and S→ b are the productions that allow the inclusion of single characters. Considering the structure of the productions, the only way to generate strings is by starting and ending with the same symbol (either ""a"" or ""b"") while having the middle part generated recursively to form a palindrome. Since the productions S->aSa and S-> bSb only generate strings of odd length, and no production allows for the insertion of additional characters in between to create even-length palindromes. Hence,The correct option is: All odd length palindromes.",
43,Let pA be a problem that belongs to the class NP. Then which one of the following is TRUE?,,There is no polynomial time algorithm for pA,,"If pA can be solved deterministically in polynomial time,then P = NP",,"If pA is NP-hard, then it is NP-complete.",,pA may be undecidable.,,C,MCQ,"If a problem is both NP hard and NP, then it is NP Complete.",
