Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
11,Suppose computers A and B have IP addresses 10.105.1.113 and 10.105.1.91 respectively and they both use the same netmask N. Which of the values of N given below should not be used if A and B should belong to the same network?,,255.255.255.0,,255.255.255.128,,255.255.255.192,,255.255.255.224,,D,MCQ,"With a subnet mask of 255.255.255.224, A (113) and B (91) fall into different subnets, so they won’t belong to the same network.",
12,"A hash table of length 10 uses open addressing with hash function h(k)=k mod 10, and linear probing. After inserting 6 values into an empty hash table, the table is as shown below. Which one of the following choices gives a possible order in which the key values could have been inserted in the table?",http://geeksforgeeks.org/wp-content/uploads/gate2010_1.GIF,"46, 42, 34, 52, 23, 33",,"34, 42, 23, 52, 33, 46",,"46, 34, 42, 23, 52, 33",,"42, 46, 33, 23, 34, 52",,C,MCQ,See question 2 of http://www.geeksforgeeks.org/data-structures-and-algorithms-set-24/,
13,"Which of the following functional dependencies hold for relations R(A, B, C) and S(B, D, E): B -> A A -> C The relation R contains 200 tuples and the relation S contains 100 tuples. What is the maximum number of tuples possible in the natural join of R and S (R natural join S)",,100,,200,,300,,2000,,A,MCQ,"From the given set of functional dependencies, it can be observed that B is a candidate key of R. So all 200 values of B must be unique in R. There is no functional dependency given for S. To get the maximum number of tuples in output, there can be two possibilities for S. 1) All 100 values of B in S are same and there is an entry in R that matches with this value. In this case, we get 100 tuples in output. 2) All 100 values of B in S are different and these values are present in R also. In this case also, we get 100 tuples.",
14,"Consider the following schedule for transactions T1, T2 and T3: Which one of the schedules below is the correct serialization of the above?",https://media.geeksforgeeks.org/wp-content/uploads/20230502000922/a.png,T1->>T3->>T2,,T2->>T1->>T3,,T2->>T3->>T1,,T3->>T1->>T2,,A,MCQ,"T1 can complete before T2 and T3 as there is no conflict between Write(X) of T1 and the operations in T2 and T3 which occur before Write(X) of T1 in the above diagram. T3 should can complete before T2 as the Read(Y) of T3 doesn’t conflict with Read(Y) of T2. Similarly, Write(X) of T3 doesn’t conflict with Read(Y) and Write(Y) operations of T2. Another way to solve this question is to create a dependency graph and topologically sort the dependency graph. After topologically sorting, we can see the sequence T1, T3, T2.",
15,"Let w be any string of length n is {0,1}*. Let L be the set of all substrings of w. What is the minimum number of states in a non-deterministic finite automaton that accepts L?",,n-1,,n,,n+1,,2n-1,,C,MCQ,,https://media.geeksforgeeks.org/wp-content/uploads/20240227110521/2.png
16,Consider the languages - L1 = {0 i 1 j | i != j}. L2 = {0 i 1 j | i = j}. L3 = {0 i 1 j | i = 2j+1}. L4 = {0 i 1 j | i != 2j}.,,Only L2 is context free,,Only L2 and L3 are context free,,Only L1 and L2 are context free,,All are context free,,D,MCQ,"All these languages have valid CFGs that can derive them. Hence, all of them are CFLs. Intuitively, (A) & (B) are well known CFLs and CFGs for (C) & (D) could be made by little modifications in A & B’s CFGs.",https://media.geeksforgeeks.org/wp-content/uploads/20240227155538/2.png
17,"Let L={w in (0 + 1)*|w has even number of 1s}, i.e. L is the set of all bit strings with even number of 1s. Which one of the regular expression below represents L?",,(0*10*1)*,,0*(10*10*)*,,0*(10*1*)*0*,,0*1(10*1)*10*,,B,MCQ,Option (A) is incorrect because it cannot accept “110″ Option (C) is incorrect because it accept a string with single 1. Option (D) is incorrect because it cannot accept 11101,
18,The grammar S → aSa | bS | c is,,LL(1) but not LR(1),,LR(1)but not LR(1),,Both LL(1)and LR(1),,Neither LL(1)nor LR(1),,C,MCQ,"First(aSa) = a First(bS) = b First(c) = c All are mutually disjoint i.e no common terminal between them, the given grammar is LL(1). As the grammar is LL(1) so it will also be LR(1) as LR parsers are more powerful then LL(1) parsers. and all LL(1) grammar are also LR(1) So option C is correct. Below are more details. A grammar is LL(1) if it is possible to choose the next production by looking at only the next token in the input string. Formally, grammar G is LL(1) if and only if For all productions  A → α1 |  α2 | ... | αn, First(αi) ∩ First(αj) =  ∅, 1 ≤ i,j  ≤ n,  i ≠ j. For every non-terminal A such that First(A) contains ε, First(A) ∩ Follow(A) = ∅",
19,"In the graph given in above question, what is the minimum possible weight of a path P from vertex 1 to vertex 2 in this graph such that P contains at most 3 edges?",,7,,8,,9,,10,,B,MCQ,See question 2 http://www.geeksforgeeks.org/data-structures-and-algorithms-set-25/,
20,Newton-Raphson method is used to compute a root of the equation x 2 -13=0 with 3.5 as the initial value. The approximation after one iteration is,,3.607,,3.667,,3.676,,3.575,,A,MCQ,"In Newton-Raphson's method, We use the following formula to get the next value of f(x). f'(x) is derivative of f(x). [Tex]x_{n+1} = x_{n}- \frac{f(x_{n})}{f'(x_{n})} [/Tex] f(x)  =  x 2 -13 f'(x) =  2x Applying the above formula, we get Next x = 3.5 - (3.5*3.5 - 13)/2*3.5 Next x = 3.607",
21,Consider the data given in above question.  How many different insertion sequences of the key values using the same hash function and linear probing will result in the hash table shown above?,,10,,20,,30,,40,,C,MCQ,See question 3 of http://www.geeksforgeeks.org/data-structures-and-algorithms-set-24/,
22,"Consider a network with 6 routers R1 to R6 connected with links having weights as shown in the following diagram: All the routers use the distance vector based routing algorithm to update their routing tables. Each router starts with its routing table initialized to contain an entry for each neighbour with the weight of the respective connecting link. After all the routing tables stabilize, how many links in the network will never be used for carrying any data?",http://www.geeksforgeeks.org/wp-content/uploads/gq/2013/12/CN_2010_01.png,4,,3,,2,,1,,C,MCQ,See question 3 of http://www.geeksforgeeks.org/computer-networks-set-4-2/,
23,Choose the most appropriate word from the options given below to the complete the following sentence: His rather casual remarks on politics ___________ his lack of seriousness about the subject.,,masked,,belied,,betrayed,,suppressed,,C,MCQ,There should be word like showed or revealed or betrayed.,
24,Which of the following options is closest in meaning to the word Circuitous .,,cyclic,,indirect,,confusing,,crooked,,B,MCQ,Theoretical,
25,"25 persons are in a room. 15 of them play hockey, 17 of them play football and 10 of them play both hockey and football. Then the number of persons playing neither hockey nor football is:",,2,,17,,13,,3,,D,MCQ,25 - (15+ 17-10),
26,The question below consists of a pair of related words followed by four pairs of words. Select the pair that best expresses the relation in the original pair. Unemployed: Worker,,fallow: land,,unaware: sleeper,,wit: jester,,renovated: house,,A,MCQ,"A worker who is not working is called unemployed, similarly a land which is not used is called fallow .",
27,"Hari(H), Gita(G), Irfan(I) and Saira(S) are siblings (i.e., brothers and sisters). All were born on 1st January. The age difference between any two successive siblings (that is born one after another) is less than 3 years. Given the following facts: i.  Hari's age + Gita's age > Irfan's age + Saira's age ii. The age difference between Gita and Saira is 1 year. However Gita is not the oldest and Saira is not the youngest. iii. There are no twins. In what order were they born (oldest first)?",,HSIG,,SGHI,,IGSH,,IHSG,,B,MCQ,H  + G > I + S G - S = 1 OR S - G = 1  G is not the oldest and S is not the youngest.  We need to try all options one by one.,
28,"Modern warfare has changed from large scale clashes of armies to suppression of civilian populations. Chemical agents that do their work silently appear to be suited to such warfare; and regretfully, there exist people in military establishments who think that chemical agents are useful tools for their cause.  Which of the following statements best sums up the meaning of the above passage:",,Modern warfare has resulted in civil strife.,,Chemical agents are useful in modern warfare.,,Use of chemical agents in warfare would be undesirable,,People in military establishments like to use chemical agents in war.,,D,MCQ,"Civil Strife means civil disorder, a term used to describe unrest caused by a group of people, which is not true in the light of the given passage. So, A is not the correct option. B is incorrect because there is no fact in the data justifying the usefulness of chemical agents for warfare. C is also incorrect because it is mentioned in the second line that chemical agents appear to be suited for such warfare, which implies that they are desirable. It is mentioned in the last line that there exist people in military establishments who think that chemical agents are useful for warfare, which makes D correct.",
29,If 137 + 276 = 435 how much is 731 + 672?,,534,,1403,,1623,,1513,,C,MCQ,If we try adding the numbers directly (i.e. considering decimal) 1 137 +276 --- 3 Since 7+6=13 and the given answer 435 has 5 in the one's place therefore the numbers are in base 8; Because 13 will correspond to 15 (7+8) in the base 8 system. Now converting 731 and 672 in decimal 7x8 2 + 3x8 1 + 1x8 0 = 473 6x8 2 + 7x8 1 + 2x8 0 = 442 Adding 473 + 442 = 915 Converting 915 into base 8 = 1623 .,
30,"5 skilled workers can build a wall in 20 days: 8 semi-skilled workers can build a wall in 25 days; 10 unskilled workers can build a wall in 30 days. If a team has 2 skilled, 6 semi-skilled and 5 unskilled workers, how long will it take to build the wall?",,20,,10,,16,,15,,D,MCQ,5 skilled workers can build a wall in 20 days 1 skilled worker can build the same wall in 100 days  Capacity of each skilled worker is 1/100   8 semi-skilled workers can build a wall in 25 days  1 semi-skilled worker can build the same wall in 200 days  Capacity of each semi-skilled worker is 1/200   Capacity of 1 unskilled worker is 1/300   Capacity of 2 skilled + 6 semi-skilled + 5 unskilled workers is 2(1/100) + 6(1/200) + 5/300  = 1/15.,
31,"Given digits 2, 2, 3, 3, 3, 4, 4, 4, 4 how many distinct 4 digit numbers greater than 3000 can be formed?",,50,,51,,52,,54,,B,MCQ,"First digit is either 3 or 4. We'll consider each case separately:  (1) First digit is 3: Then the rest of the numbers must come from the list: 2, 2, 3, 3, 4, 4, 4, 4 Therefore we may choose any 3-digit sequence except 222 and 333 for the rest of the digits. This shows there are 3*3*3 - 2 = 25 numbers in this case.  (2) First digit is 4: Then the rest of the numbers must come from the list 2, 2, 3, 3, 3, 4, 4, 4 Therefore we may choose any 3-digit sequence except 222 for the rest of the digits. This shows there are 3*3*3 - 1 = 26 numbers in this case.  Now, the total number is just 25 + 26 = 51.  Source:",
32,"A system has n resources R 0 ,...,R n-1 ,and k processes P 0 ,....P k-1 .The implementation of the resource request logic of each process P i is as follows: if (i % 2 == 0) { if (i < n) request R i if (i+2 < n) request R i+2 } else { if (i < n) request R n-i if (i+2 < n) request R n-i-2 } In which one of the following situations is a deadlock possible?",,"n=40, k=26",,"n=21, k=12",,"n=20, k=10",,"n=41, k=19",,B,MCQ,"Option B is answer No. of resources, n = 21 No. of processes, k = 12 Processes {P0, P1....P11}  make the following Resource requests: {R0, R20, R2, R18, R4, R16, R6, R14, R8, R12, R10, R10} For example P0 will request R0 (0%2 is = 0 and 0< n=21). Similarly, P10 will request R10. P11 will request R10 as n - i = 21 - 11 = 10. As different processes are requesting the same resource, deadlock may occur.",
33,Consider the data given in above question 54 . Suppose the weights of all unused links in the previous question are changed to 2 and the distance vector algorithm is used again until all routing tables stabilize. How many links will now remain unused?,,0,,1,,2,,3,,B,MCQ,"See question 4 of http://www.geeksforgeeks.org/computer-networks-set-4-2/ After the weights of unused links (  ) are changed to following graph. Following will be distance vectors of all nodes R1 (2, 3, 9, 10, 11) Links used: R1-R2, R1-R3, R2-R4, R4-R5, R4-R6 R2 (2, 7, 8, 9) Links used: R2-R3, R2-R4, R4-R5, R4-R6 R3 (9, 9, 11) Links used: R3-R2, R2-R4, R3-R5, R4-R6 R4 (1, 2) Links used: R4-R5, R4-R6 R5 (3) Links Used: R5-R4, R4-R6 If we mark, all the used links one by one, we can see that all links are used except the following link. R5-R6",https://media.geeksforgeeks.org/wp-content/cdn-uploads/CN_2010_02.png
34,"Choose the most appropriate word from the options given below to complete the following sentence: If we manage to ____________ our natural resources, we would leave a better planet for our children.",,uphold,,restrain,,cherish,,conserve,,D,MCQ,Theoretical,
35,"The following C function takes a simply-linked list as input argument. It modifies the list by moving the last element to the front of the list and returns the modified list. Some part of the code is left blank. C typedef struct node { int value ; struct node * next ; } Node ; Node * move_to_front ( Node * head ) { Node * p , * q ; if (( head == NULL : || ( head -> next == NULL )) return head ; q = NULL ; p = head ; while ( p -> next != NULL ) { q = p ; p = p -> next ; } _______________________________ return head ; } Choose the correct alternative to replace the blank line.",,q = NULL; p->next = head; head = p;,,q->next = NULL; head = p; p->next = head;,,head = p; p->next = q; q->next = NULL;,,q->next = NULL; p->next = head; head = p;,,D,MCQ,"When the while loop ends, q contains address of second last node and p contains address of last node. So we need to do following things after while loop. i) Set next of q as NULL (q->next = NULL). ii) Set next of p as head (p->next = head). iii) Make head as p ( head = p) Step (ii) must be performed before step (iii). If we change head first, then we lose track of head node in the original linked list. See http://www.geeksforgeeks.org/move-last-element-to-front-of-a-given-linked-list/ for more details.",
36,"Let G = (V,E) be a graph. Define ξ(G) = Σd id x d, where id is the number of vertices of degree d in G. If S and T are two different trees with ξ(S) = ξ(T),then",,|S| = 2|T|,,|S| = |T|-1,,|S| = |T|,,|S| = |T|+1,,C,MCQ,"The expression ξ(G) is basically sum of all degrees in a tree.   For example, in the following tree, the sum is 3 + 1 + 1 + 1. a / | \ b  c  d Now the questions is, if sum of degrees in trees are same, then what is the relationship between number of vertices present in both trees? The answer is, ξ(G) and ξ(T) is same for two trees, then the trees have same number of vertices. It can be proved by induction. Let it be true for n vertices. If we add a vertex, then the new vertex (if it is not the first node) increases degree by 2, it doesn't matter where we add it. For example, try to add a new vertex say 'e' at different places in above example tee.",
37,What is the possible number of reflexive relations on a set of 5 elements?,,2 25,,2 20,,2 15,,2 10,,B,MCQ,Number of reflexive relations is 2 n2-n which is 2 20 for n = 5,
38,"Consider the set S = {1, ω, ω2}, where ω and w 2 are cube roots of unity. If * denotes the multiplication operation, the structure (S, *) forms",,A group,,A ring,,An integral domain,,A field,,A,MCQ,"A group is a set of elements together with an operation that combines any two of its elements to form a third element also in the set while satisfying four conditions called the group axioms, namely closure, associativity, identity and invertibility. (S, *)  is a group with identity as 1",
39,What is the value of Lim n→∞ (1-1/n) 2n ?,,1,,e -2,,e -1/2,,0,,B,MCQ,"As we know, [Tex]e = \lim_{n \to \infty} \left( 1 + \frac{1}{n} \right)^n[/Tex] and [Tex]e^{-1} = 1/e = \lim_{n \to \infty} \left( 1 - \frac{1}{n} \right)^n[/Tex] [Tex]\left[\lim_{n \to \infty} \left( 1 - \frac{1}{n} \right)^n\right]^2 = (e^{-1})^2 = e^{-2}[/Tex]",
40,"The minterm expansion of f(P, Q, R) = PQ + QR' + PR' is",,m2 + m4 + m6 + m7,,m0 + m1 + m3 + m5,,m0 + m1 + m6 + m7,,m2 + m3 + m4 + m5,,A,MCQ,"K-map, = PQ + QR’ + PR’ = PQ(R+R’) + (P+P’)QR’ + P(Q+Q’)R’ = PQR + PQR’ +PQR’ +P’QR’ + PQR’ + PQ’R’ = PQR(m7) + PQR'(m6)+P’QR'(m2) +PQ’R'(m4) = m2 + m4 + m6 + m7 Option (A) is correct.",https://origin.geeksforgeeks.org/wp-content/uploads/GATE_CS_2010_Question_6.jpg
41,A main memory unit with a capacity of 4 megabytes is built using 1M × 1-bit DRAM chips. Each DRAM chip has 1K rows of cells with 1K cells in each row. The time taken for a single refresh operation is 100 nanoseconds. The time required to perform one refresh operation on all the cells in the memory unit is:- A. 100 nanoseconds B. 100×2 10 nanoseconds C. 100×2 20 nanoseconds D. 3200×2 20 nanoseconds,,A,,B,,C,,D,,B,MCQ,"Number of chips required for 4MB MM = (4 * 2 20 * 8) / (1 * 2 20 ) = 32 chips In a refresh cycle, a whole row of a memory chip is refreshed at once. This implies the given time of 100 ns for one refresh operation refreshes one row of memory chip. Since there are 1K=2^10 such rows, time for refreshing a whole chip would be: 2^10 * 100 ns. Second question arises, how to arrange these chips as there can be many possible arrangements. There is a logical arrangement provided in the problem statement itself as ""1M x 1 bit chip"". This indicates that to make a ""1M x 32 bits"" MM, we need to arrange all 32 chips in a line. It is to be noted that a row in all chips in series can be refreshed in one refresh cycle. This makes the total time to refresh the 4MBytes of memory as same as that of one chip. Hence, time required to refresh MM = 100 * 2 10 ns. So, option (B) is correct.",
42,P is a 16-bit signed integer. The 2's complement representation of P is (F87B) 16 .The 2's complement representation of 8*P,,(C3D8) 16,,(187B) 16,,(F878) 16,,(987B) 16,,A,MCQ,"Explanation: P = (F87B) 16 is -1111 1000 0111 1011 in binary Note that most significant bit in the binary representation is 1, which implies that the number is negative. To get the value of the number performs the 2's complement of the number. We get P as -1925 and 8P as -15400 Since 8P is also negative, we need to find 2's complement of it (-15400) Binary of 15400 = 0011 1100 0010 1000 2's Complement = 1100 0011 1101 1000 = (C3D8) 16 Explanation 2 : (Easy way): P = (F87B) 16 is (1111 1000 0111 1011) 2 in binary Note that the most significant bit in the binary representation is 1, which implies that the number is negative. To get the value of the number, the 2's complement of the number is performed. We get P as -1925 The binary of (1925) 10 is (0000 0111 1000 0101) 2 Now 8P= left shift P 3 times = (0011 1100 0010 1000) 2 for a negative sign it is  (1011 1100 0010 1000) 2 2's Complement = 1100 0011 1101 1000 = (C3D8) 16",
43,The Boolean expression for the output 'f' of the multiplexer shown below is:,https://media.geeksforgeeks.org/wp-content/uploads/20250621120751611488/2010.webp,(P⊕ Q⊕ R)',,P⊕ Q⊕ R,,(P+Q+R)',,P+Q+R,,B,MCQ,"For 4 to 1 mux truth table SEL                  INPUT                 O/P Q P R R’ R’ R F 0 0 X X X 1 1 0 1 X X 1 X 1 1 0 X 1 X X 1 1 1 1 X X X 1 In the 1st column there are 4 NOR Gates, number them as 1 to 4 ( top to down). In the 2nd column there are 2 NOR Gates, number them as 5 and 6 ( top to down). In the 3rd column there is only 1 NOR Gate, number it as 7. 1st numbered Gate gives output as : ( P + Q )' 2nd numbered Gate gives output as : ( Q + R )' 3rd numbered Gate gives output as : ( P + R )' 4th numbered Gate gives output as : ( R + Q )' 5th numbered Gate gives output as : (( P + Q )' + ( Q + R )')' = ((P + Q)'' . ( Q + R )'') ( De Morgan's law) = (P + Q ) . ( Q + R ) ( Idempotent Law, A'' = A) = (PQ + PR + Q + QR ) = (Q(1 + P + R) + PR) => Q + PR ( as, 1 + "" any boolean expression"" = 1 ) Similarly 6th numbered Gate gives output as : R + PQ   (as this time R is common here) Now 7th numbered Gate gives output as : ((Q + PR) + (R + PQ))' = (Q( 1+P) + R(1+P))' = (Q+R)' correct : P⊕ Q⊕ R",https://media.geeksforgeeks.org/wp-content/uploads/20250621120751611488/2010.webp
44,Two alternative packages A and B are available for processing a database having 10 k records. Package A requires 0.0001n 2 time units and package B requires 10nlog 10 n time units to process n records. What is the smallest value of k for which package B will be preferred over A?,,12,,10,,6,,5,,C,MCQ,"Since, 10nlog 10 n ≤ 0.0001n 2 Given n = 10 k records. Therefore, ⟹10×(10 k )log 10 10 k ≤ 0.0001(10 k ) 2 ⟹10 k+1 k ≤ 0.0001 × 10 2k ⟹k ≤ 10 2k−k−1−4 ⟹k ≤ 10 k−5 Hence, value 5 does not satisfy but value 6 satisfies. 6 is the smallest value of k for which package B will be preferred over A. Option (C) is correct.",
45,Which languages necessarily need heap allocation in the runtime environment?,,Those that support recursion,,Those that use dynamic scoping,,Those that allow dynamic data structures,,Those that use global variables,,C,MCQ,"Heap allocation is needed for dynamic data structures like tree, linked list, etc.",
46,One of the header fields in an IP datagram is the Time to Live(TTL) field. Which of the following statements best explains the need for this field?,,It can be used to prioritize packets,,It can be used to reduce delays,,It can be used to optimize throughput,,It can be used to prevent packet looping,,D,MCQ,Time to Live(TTL) can be thought as an upper bound on the time that an IP datagram can exist in the network. The purpose of the TTL field is to avoid a situation in which an undeliverable datagram keeps circulating.,
47,Which one of the following is not a client server application?,,Internet chat,,Web browsing,,E-mail,,ping,,D,MCQ,"Ping is not a client server application. Ping is a computer network administration utility used to test the reachability of a host on an Internet Protocol (IP).  In ping, there is no server that provides a service.",
48,Let L1 be a recursive language. Let L2 and L3 be languages that are recursively enumerable but not recursive. Which of the following statements is not necessarily true?,,L2 – L1 is recursively enumerable.,,L1 – L3 is recursively enumerable,,L2 ∩ L1 is recursively enumerable,,L2 ∪ L1 is recursively enumerable,,B,MCQ,"A) Always True (Recursively enumerable - Recursive ) is Recursively enumerable B) Not always true L1 - L3 = L1 intersection ( Complement L3 ) L1 is recursive , L3 is recursively enumerable but not recursive Recursively enumerable languages are NOT closed under complement. C) and D) Always true Recursively enumerable languages are closed under intersection and union.",
