file_name,Question_Number,Question_Text,subject,chapter,subtopic
GATE_CS_2000.csv,12,"Given relations r(w, x) and s(y, z), the result of SELECT DISTINCT w, x FROM r, s is guaranteed to be same as r, provided",Databases,Data Models,Relational model
GATE_CS_2000.csv,13,"In SQL, relations can contain null values, and comparisons with null values are treated as unknown. Suppose all comparisons with a null value are treated as false. Which of the following pairs is not equivalent?",Databases,Data Models,Relational model
GATE_CS_2000.csv,14,"E1 and E2 are events in a probability space satisfying the following constraints: Pr(E1) = Pr(E2) Pr(EI U E2) = 1 E1 and E2 are independent The value of Pr(E1), the probability of the event E1 is",Engineering Mathematics,Probability and Statistics,Conditional probability and Bayes theorem
GATE_CS_2000.csv,15,A relation R is defined on the set of integers as xRy if f(x + y) is even. Which of the following stateÂ­ments is true?,Engineering Mathematics,Discrete Mathematics,"Sets, relations, functions, partial orders and lattices"
GATE_CS_2000.csv,16,Let P(S) denotes the power set of set S. Which of the following is always true?,Engineering Mathematics,Discrete Mathematics,"Sets, relations, functions, partial orders and lattices"
GATE_CS_2000.csv,17,The determinant of the matrix is,Engineering Mathematics,Linear Algebra,"Matrices, determinants, system of linear equations"
GATE_CS_2000.csv,18,"The simultaneous equations on the Boolean variables x, y, z and w, have the following solution for x, y, z and w, respectively.",Digital Logic,Boolean algebra,
GATE_CS_2000.csv,19,Which function does NOT implement the Karnaugh map given below?,Digital Logic,Minimization,
GATE_CS_2000.csv,20,"The following arrangement of master-slave flip flops has the initial state of P, Q as 0, 1 (respectively). After three clock cycles the output state P, Q is (reÂ­spectively),",Digital Logic,Combinational and sequential circuits,
GATE_CS_2000.csv,21,What can be said about a regular language L over {a} whose minimal finite state automaton has two states?,Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
GATE_CS_2000.csv,22,"Let S and T be language over Î£ = {a,b} represented by the regular expressions (a+b*)* and (a+b)*, respectively. Which of the following is true?",Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
GATE_CS_2000.csv,23,Let L denotes the language generated by the grammar S -> 0S0/00. Which of the following is true?,Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
GATE_CS_2000.csv,24,Consider the following decision problems: (P1) Does a given finite state machine accept a given string (P2) Does a given context free grammar generate an infinite number of strings Which of the following statements is true?,Theory of Computation,Computability,Turing machines and undecidability
GATE_CS_2000.csv,25,A polynomial p(x) satisfies the following: p(1) = p(3) = p(5) = 1 p(2) = p(4) = -1 The minimum degree of such a polynomial is,Engineering Mathematics,Calculus,Integration
GATE_CS_2000.csv,26,Which of the following statements is true?,Theory of Computation,Computability,Turing machines and undecidability
GATE_CS_2000.csv,27,"Comparing the time T1 taken for a single instruction on a pipelined CPU with time T2 taken on a nonÂ­ pipelined but identical CPU, we can say that",Computer Organization and Architecture,Pipelining,"Instruction pipelining, pipeline hazards"
GATE_CS_2000.csv,28,The most appropriate matching for the following pairs X: Indirect addressing            1 : Loops Y: Immediate addressing           2 : Pointers Z: Auto decrement addressing      3: Constants is,Computer Organization and Architecture,Instruction Set Architecture,Machine instructions and addressing modes
GATE_CS_2000.csv,29,"Let a, b, c, d be propositions. Assume that the equivalences a â†” (b V-b) and b â†” c hold. Then the truth value of the formula (a âˆ§ b) â†’ (a âˆ§ c) âˆ¨ d) is always",Engineering Mathematics,Discrete Mathematics,Propositional and first order logic
GATE_CS_2000.csv,30,The minimum number of cards to be dealt from an arbitrarily shuffled deck of 52 cards to guarantee that three cards are from some same suit is,Engineering Mathematics,Discrete Mathematics,Combinatorics
GATE_CS_2000.csv,31,Aliasing in the context of programming languages refers to,Compiler Design,Runtime Environments,
GATE_CS_2000.csv,32,The number 43 in 2's complement representation is,Digital Logic,Number representations and computer arithmetic (fixed and floating point),
GATE_CS_2000.csv,33,"Consider the values A = 2.0 x 10 30 , B =-2.0 x 10 30 , C= 1.0, and the sequence X: = A + B    Y: = A + C X: = X + C    Y: = Y + B executed on a computer where floating-point numbers are represented with 32 bits. The values for X and Y will be",Digital Logic,Number representations and computer arithmetic (fixed and floating point),
GATE_CS_2000.csv,34,To put the 8085 microprocessor in the wait state,Computer Organization and Architecture,I/O,I/O interface (interrupt and DMA mode)
GATE_CS_2000.csv,35,The 8085 microprocessor responds to the presence of an interrupt,Computer Organization and Architecture,I/O,I/O interface (interrupt and DMA mode)
GATE_CS_2000.csv,36,Which of the following is NOT a valid deadlock prevention scheme?,Operating System,Concurrency,Deadlock
GATE_CS_2000.csv,37,Let m[0]â€¦m[4] be mutexes (binary semaphores) and P[0] â€¦. P[4] be processes. Suppose each process P[i] executes the following: wait (m[i]); wait(m[(i+1) mode 4]); ------ release (m[i]); release (m[(i+1)mod 4]); This could cause:,Operating System,Concurrency,Deadlock
GATE_CS_2000.csv,38,The most appropriate matching for the following pairs X: m=malloc(5); m= NULL;        1: using dangling pointers Y: free(n); n->value=5;         2: using uninitialized pointers Z: char *p; *p = â€™aâ€™;           3. lost memory is:,Programming and Data Structures,Programming in C,
GATE_CS_2000.csv,39,The most appropriate matching for the following pairs X: depth first search            1: heap Y: breadth-first search          2: queue Z: sorting                       3: stack is,Programming and Data Structures,Linear Data Structures,"Arrays, stacks, queues, linked lists"
GATE_CS_2000.csv,40,Let G be an undirected connected graph with distinct edge weight. Let emax be the edge with maximum weight and emin the edge with minimum weight. Which of the following statements is false?,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
GATE_CS_2000.csv,41,Consider the following functions Which of the following is true?,Algorithms,Complexity Analysis,Asymptotic worst-case time and space complexity
GATE_CS_2000.csv,42,"Consider the following nested representation of binary trees: (X Y Z) indicates Y and Z are the left and right sub stress, respectively, of node X. Note that Y and Z may be NULL, or further nested. Which of the following represents a valid binary tree?",Programming and Data Structures,Non-Linear Data Structures,"Trees, binary search trees, binary heaps, graphs"
GATE_CS_2000.csv,43,Let s be a sorted array of n integers. Let t(n) denote the time taken for the most efficient algorithm to determined if there are two elements with sum less than 1000 in s. which of the following statements is true? a) t (n) is O(1) b) n < t (n) < n [Tex]{log_2 n}[/Tex] c) n log 2 n < t (n) < [Tex]{n \\choose 2}[/Tex] d) t (n) = [/Tex]{n \\choose 2} [/Tex],Algorithms,Basic Techniques,"Searching, sorting, hashing"
GATE_CS_2000.csv,44,"Consider the following C declaration C struct { short s [ 5 ] union { float y ; long z ; } u ; } t ; Assume that objects of the type short, float and long occupy 2 bytes, 4 bytes and 8 bytes, respectively. The memory requirement for variable t, ignoring alignment considerations, is",Programming and Data Structures,Programming in C,
GATE_CS_2000.csv,45,"The number of tokens in the following C statement. C printf ( ""i = %d, &i = %x"" , i , & i ); is",Compiler Design,Phases of Compilation,Lexical analysis
GATE_CS_2000.csv,46,B+ -trees are preferred to binary trees in databases because,Databases,File Organization and Indexing,
GATE_CS_2000.csv,47,Given the following expression grammar: E -> E * F | F + E | F F -> F - F | id which of the following is true?,Compiler Design,Phases of Compilation,Parsing
GATE_CS_2000.csv,48,"Let LASTPOST, LASTIN and LASTPRE denote the last vertex visited in a postorder, inorder and preorder traversal, respectively, of a complete binary tree. Which of the following is always true?",Programming and Data Structures,Non-Linear Data Structures,"Trees, binary search trees, binary heaps, graphs"
GATE_CS_2000.csv,49,Which of the following derivations does a top-down parser use while parsing an input string? The input is assumed to be scanned in left to right order.,Compiler Design,Phases of Compilation,Parsing
GATE_CS_2001.csv,1,Which of the following does not interrupt a running process?,Operating System,Core Concepts,Processes and Threads
GATE_CS_2001.csv,2,Randomized quicksort is an extension of quicksort where the pivot is chosen randomly. What is the worst case complexity of sorting n numbers using randomized quicksort?,Algorithms,Complexity Analysis,Asymptotic worst-case time and space complexity
GATE_CS_2001.csv,3,Where does the swap space reside?,Operating System,Memory Management,Virtual Memory
GATE_CS_2001.csv,4,The process of assigning load addresses to the various parts of the program and adjusting the code and date in the program to reflect the assigned addresses is called,Operating System,Core Concepts,
GATE_CS_2001.csv,5,"Consider a virtual memory system with FIFO page replacement policy. For an arbitrary page access pattern, increasing the number of page frames in main memory will",Operating System,Memory Management,Virtual Memory
GATE_CS_2001.csv,6,"Consider a machine with 64 MB physical memory and a 32-bit virtual address space. If the page size is 4KB, what is the approximate size of the page table?",Operating System,Memory Management,Virtual Memory
GATE_CS_2001.csv,7,Which of the following statements is false?,Operating System,Memory Management,Virtual Memory
GATE_CS_2001.csv,8,Which of the following requires a device driver?,Operating System,I/O,
GATE_CS_2001.csv,9,Consider the following graph: Graph Which edges would be included in the minimum spanning tree using Prim's algorithm starting from vertex A? Options: a) Â b) Â c) Â d),Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
GATE_CS_2001.csv,10,"Consider a relation geq which represents â€œgreater than or equal toâ€, that is, (x,y) âˆˆ geq only if y >= x. create table geq ( ib integer not null ub integer not null primary key 1b foreign key (ub) references geq on delete cascade ) Which of the following is possible if a tuple (x,y) is deleted?",Databases,Database Design,"Integrity constraints, normal forms"
GATE_CS_2001.csv,11,"Consider a schema R(A,B,C,D) and functional dependencies A->B and C->D.  Then the decomposition of R into R1(AB) and R2(CD) is",Databases,Database Design,"Integrity constraints, normal forms"
GATE_CS_2001.csv,12,"Suppose the adjacency relation of vertices in a graph is represented in a table Adj(X,Y). Which of the following queries cannot be expressed by a relational algebra expression of constant length?",Databases,Data Models,Relational model
GATE_CS_2001.csv,13,"Let r and s be two relations over the relation schemes R and S respectively, and let A be an attribute in R. then the relational algebra expression is always equal to",Databases,Data Models,Relational model
GATE_CS_2001.csv,14,"R(A,B,C,D) is a relation. Which of the following does not have a lossless join, dependency preserving BCNF decomposition?",Databases,Database Design,"Integrity constraints, normal forms"
GATE_CS_2001.csv,15,Which of the following relational calculus expressions is not safe?,Databases,Data Models,Relational model
GATE_CS_2001.csv,16,Seven (distinct) car accidents occurred in a week. What is the probability that they all occurred on the same day?,Engineering Mathematics,Probability and Statistics,Conditional probability and Bayes theorem
GATE_CS_2001.csv,17,"Consider the following statements: S1: There exists infinite sets A, B, C such that A âˆ© (B âˆª C) is finite. S2: There exists two irrational numbers x and y such that (x+y) is rational. Which of the following is true about S1 and S2?",Engineering Mathematics,Discrete Mathematics,"Sets, relations, functions, partial orders and lattices"
GATE_CS_2001.csv,18,"Consider the following relations: R1(a,b) if (a+b) is even over the set of integers R2(a,b) if (a+b) is odd over the set of integers R3(a,b) if a.b > 0 over the set of non-zero rational numbers R4(a,b) if |a - b| <= 2 over the set of natural numbers Which of the following statements is correct?",Engineering Mathematics,Discrete Mathematics,"Sets, relations, functions, partial orders and lattices"
GATE_CS_2001.csv,19,Consider the following statements: S1: The sum of two singular n Ã— n matrices may be non-singular S2: The sum of two n Ã— n non-singular matrices may be singular. Which of the following statements is correct?,Engineering Mathematics,Linear Algebra,"Matrices, determinants, system of linear equations"
GATE_CS_2001.csv,20,"Consider the circuit given below with initial state Q0 =1, Q1 = Q2 = 0. The state of the circuit is given by the value 4Q 2 + 2Q 1 + Q 0 Which one of the following is the correct state sequence of the circuit?",Digital Logic,Combinational and sequential circuits,
GATE_CS_2001.csv,21,Consider the following circuit with initial state Q0 = Q1 = 0. The D Flip-flops are positive edged triggered and have set up times 20 nanosecond and hold times 0. Figure Consider the following timing diagrams of X and C; the clock period of C <= 40 nanosecond. Which one is the correct plot of Y?,Digital Logic,Combinational and sequential circuits,
GATE_CS_2001.csv,22,"Given the following Karnaugh map, which one of the following represents the minimal Sum-Of-Products of the map?",Digital Logic,Minimization,
GATE_CS_2001.csv,23,"Given an arbitary non-deterministic finite automaton (NFA) with N states, the maximum number of states in an equivalent minimized DFA is at least",Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
GATE_CS_2001.csv,24,Consider the following two statements:,Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
GATE_CS_2001.csv,25,"Consider a DFA over âˆ‘ = {a, b} accepting all strings which have number of aâ€™s divisible by 6 and number of bâ€™s divisible by 8. What is the minimum number of states that the DFA will have?",Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
GATE_CS_2001.csv,26,"Consider the following languages [Tex]L1=\left \{ ww|w\in \left \{ a,b \right \}*\right \}[/Tex] [Tex]L2= \{ ww^{R}|w\in  \{ a,b  \}^{+}, w^{R} is\ the\ reverse\ of\ w \}[/Tex] [Tex]L3= \{0^{2i}|  is\ an\ integer \}[/Tex] [Tex]L4= \{ 0^{i^{2}}| i\ is\ an\ integer \}[/Tex] Which of the languages are regular?",Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
GATE_CS_2001.csv,27,Which of the following statements is true?,Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
GATE_CS_2001.csv,28,"Consider the following problem X. Given a Turing machine M over the input alphabet Î£, any state q of M And a word wâˆˆÎ£*, does the computation of M on w visit the state q? Which of the following statements about X is correct?",Theory of Computation,Computability,Turing machines and undecidability
GATE_CS_2001.csv,29,How many 4-digit even numbers have all 4 digits distinct?,Engineering Mathematics,Discrete Mathematics,Combinatorics
GATE_CS_2001.csv,30,More than one word are put in one cache block to,Computer Organization and Architecture,Memory Hierarchy,"Cache, main memory and secondary storage"
GATE_CS_2001.csv,31,"Consider the following data path of a simple non-pilelined CPU. The registers A, B, A1, A2, MDR, the bus and the ALU are 8-bit wide. SP and MAR are 16-bit registers. The MUX is of size 8 Ã— (2:1) and the DEMUX is of size 8 Ã— (1:2). Each memory operation takes 2 CPU clock cycles and uses MAR (Memory Address Register) and MDR (Memory Date Register). SP can be decremented locally. The CPU instruction â€œpush râ€, where = A or B, has the specification M [SP] â† r SP â† SP â€“ 1 How many CPU clock cycles are needed to execute the â€œpush râ€ instruction?",Computer Organization and Architecture,CPU,"ALU, data-path and control unit"
GATE_CS_2001.csv,32,Consider two well-formed formulas in prepositional logic. F1 : P â‡’ Â¬P F2 : ( Pâ‡’Â¬P)âˆ¨(Â¬Pâ‡’P) Which of the following statements is correct?,Engineering Mathematics,Discrete Mathematics,Propositional and first order logic
GATE_CS_2001.csv,33,"Consider the following program pascal Program P2 var n : int : procedure W ( var x : int ) begin x = x + 1 ; print x ; end procedure D begin var n : int ; n = 3 ; W ( n ) ; end begin //beginP2 n = 10 ; D ; end If the language has dynamic scoping and parameters are passed by reference, what will be printed by the program?",Compiler Design,Runtime Environments,
GATE_CS_2001.csv,34,"What is printed by the print statements in the program P1 assuming call by reference parameter passing? Program P1() { x = 10; y = 3; func1(y,x,x); print x; print y; } func1(x,y,z) { y = y+4; z = x+y+z; }",Programming and Data Structures,Programming in C,
GATE_CS_2001.csv,35,The 2â€™s complement representation of (âˆ’539) 10 in hexadecimal is,Digital Logic,Number representations and computer arithmetic (fixed and floating point),
GATE_CS_2001.csv,36,Which is the most appropriate match for the items in the first column with the items in the second column X. Indirect Addressing        I. Array implementation Y. Indexed Addressing         II. Writing re-locatable code Z. Base Register Addressing   III. Passing array as parameter,Computer Organization and Architecture,Instruction Set Architecture,Machine instructions and addressing modes
GATE_CS_2001.csv,37,A slow memory can be connected to 8085 by using,Computer Organization and Architecture,I/O,I/O interface (interrupt and DMA mode)
GATE_CS_2001.csv,38,Suppose a processor does not have any stack pointer register. Which of the following statements is true?,Computer Organization and Architecture,Instruction Set Architecture,Machine instructions and addressing modes
GATE_CS_2001.csv,39,A processor needs software interrupt to,Operating System,Core Concepts,System calls
GATE_CS_2001.csv,40,A CPU has two modes-privileged and non-privileged. In order to change the mode from privileged to non-privileged,Operating System,Core Concepts,Processes and Threads
GATE_CS_2001.csv,41,Consider the circuit shown below. The output of a 2:1 Mux is given by the function (ac' + bc). Which of the following is true?,Digital Logic,Combinational and sequential circuits,
GATE_CS_2001.csv,42,"Consider a set of n tasks with known runtimes r 1 , r 2 , .... r n to be run on a uniprocessor machine. Which of the following processor scheduling algorithms will result in the maximum throughput?",Operating System,Scheduling,CPU and I/O scheduling
GATE_CS_2001.csv,43,What is the minimum number of stacks of size n required to implement a queue of size n?,Programming and Data Structures,Linear Data Structures,"Arrays, stacks, queues, linked lists"
GATE_CS_2001.csv,44,"Let f: Aâ†’B be a function, and let E and F be subsets of A. Consider the following statements about images. S1: f (E âˆª F) = f (E) âˆª f (F) S1: f (E âˆ© F) = f (E) âˆ© f (F) Which of the following is true about S1 and S2?",Engineering Mathematics,Discrete Mathematics,"Sets, relations, functions, partial orders and lattices"
GATE_CS_2001.csv,45,Consider the following three C functions : C [ PI ] int * g ( void ) { int x = 10 ; return ( & x ); } [ P2 ] int * g ( void ) { int * px ; * px = 10 ; return px ; } [ P3 ] int * g ( void ) { int * px ; px = ( int * ) malloc ( sizeof ( int )); * px = 10 ; return px ; } Which of the above three functions are likely to cause problems with pointers? (GATE 2001) (A) (B) (C) (D),Programming and Data Structures,Programming in C,
GATE_CS_2001.csv,46,"Consider Petersonâ€™s algorithm for mutual exclusion between two concurrent processes i and j. The program executed by process is shown below. repeat flag [i] = true; turn = j; while ( P ) do no-op; Enter critical section, perform actions, then exit critical section flag [ i ] = false; Perform other non-critical section actions. until false; For the program to guarantee mutual exclusion, the predicate P in the while loop should be.",Operating System,Core Concepts,Concurrency and Synchronization
GATE_CS_2001.csv,47,Let f(n) = n 2 Logn and g(n) = n (logn) 10 be two positive functions of n. Which of the following statements is correct?,Algorithms,Complexity Analysis,Asymptotic worst-case time and space complexity
GATE_CS_2001.csv,48,"How many undirected graphs (not necessarily connected) can be constructed out of a given set V = {v1, v2, ... vn} of n vertices?",Engineering Mathematics,Discrete Mathematics,Graph Theory
GATE_CS_2001.csv,49,"Consider any array representation of an n element binary heap where the elements are stored from index 1 to index n of the array. For the element stored at index i of the array (i <= n), the index of the parent is",Programming and Data Structures,Non-Linear Data Structures,"Trees, binary search trees, binary heaps, graphs"
GATE_CS_2001.csv,50,Which of the following statements is false?,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
GATE_CS_2002.csv,1,"In serial data transmission, every byte of data is padded with a â€˜0â€™ in the beginning and one or two â€˜Iâ€™ s at the end of byte because",Computer Networks,Data Link Layer,"Framing, error detection"
GATE_CS_2002.csv,2,To evaluate an expression without any embedded function calls :,Compiler Design,Phases of Compilation,Parsing
GATE_CS_2002.csv,3,Dynamic linking can cause security concerns because:,Operating System,Core Concepts,
GATE_CS_2002.csv,4,The optimal page replacement algorithm will select the page that,Operating System,Memory Management,Virtual Memory
GATE_CS_2002.csv,5,Which of the following is not a form of memory?,Computer Organization and Architecture,Memory Hierarchy,"Cache, main memory and secondary storage"
GATE_CS_2002.csv,6,The C language is:,Compiler Design,Phases of Compilation,
GATE_CS_2002.csv,7,"The solution to the recurrence equation T(2 k ) = 3 T(2 k-1 ) + 1, T (1) = 1, is:",Algorithms,Complexity Analysis,Asymptotic worst-case time and space complexity
GATE_CS_2002.csv,8,"Relation R with an associated set of functional dependencies, F is decomposed into BCNF. The redundancy (arising out of functional dependencies) in the resulting set relations is.",Databases,Database Design,"Integrity constraints, normal forms"
GATE_CS_2002.csv,9,"From the following instance of a relation scheme R (A, B, C), we can conclude that : A B C 1 1 1 1 1 0 2 3 2 2 3 2",Databases,Database Design,"Integrity constraints, normal forms"
GATE_CS_2002.csv,10,"Relation R is decomposed using a set of functional dependencies, F and relation S is decomposed using another set of functional dependencies G. One decomposition is definitely BCNF, the other is definitely 3NF, but it is not known which is which. To make a guaranteed identification, which one of the following tests should be used on the decompositions? (Assume that the closures of F and G are available).",Databases,Database Design,"Integrity constraints, normal forms"
GATE_CS_2002.csv,11,"With regard to the expressive power of the formal relational query languages, which of the following statements is true?",Databases,Data Models,Relational model
GATE_CS_2002.csv,12,"In the index allocation scheme of blocks to a file, the maximum possible size of the file depends on :",Operating System,File Systems,
GATE_CS_2002.csv,13,Four fair coins are tossed simultaneously. The probability that at least one head and one tail turn up is :,Engineering Mathematics,Probability and Statistics,Conditional probability and Bayes theorem
GATE_CS_2002.csv,14,"The binary relation S = Ñ„ (empty set) on set A = {1, 2, 3} is :",Engineering Mathematics,Discrete Mathematics,"Sets, relations, functions, partial orders and lattices"
GATE_CS_2002.csv,15,Which of the following is true?,Engineering Mathematics,Discrete Mathematics,Graph Theory
GATE_CS_2002.csv,16,The rank of the given matrix is: [Tex]\begin{bmatrix} 1 & 1 \\ 0 & 0 \end{bmatrix}[/Tex],Engineering Mathematics,Linear Algebra,"Matrices, determinants, system of linear equations"
GATE_CS_2002.csv,17,"Let f(A, B) = A' + B. Simplified expression for function f(f(x + y, y)z) is :",Digital Logic,Boolean algebra,
GATE_CS_2002.csv,18,"Consider the following multiplexor where 10, 11, 12, 13 are four data input lines selected by two address line combinations A1A0 = 00, 01, 10, 11 respectively and f is ""the output of the multiplexor. EN is the enable input. The function f(x, y, z) implemented by the above circuit is :",Digital Logic,Combinational and sequential circuits,
GATE_CS_2002.csv,19,"Consider the following logic circuit whose inputs and function and output is f. Figure Given that f1(dx, y, z) = âˆ‘(0, 1, 3, 5), f2(dx, y, z) = âˆ‘(6, 7) and f(dx, y, z) = âˆ‘(1, 4, 5), f3 is :",Digital Logic,Combinational and sequential circuits,
GATE_CS_2002.csv,20,"Minimum sum of product expression for f(w, x, y, z) shown in Karnaugh-map below is yz \\ wx 00 01 11 10 00 0 1 1 0 01 x 0 0 1 11 x 0 0 1 10 0 1 1 x",Digital Logic,Minimization,
GATE_CS_2002.csv,21,"The Finite state machine described by the following state diagram with A as starting state, where an arc label is x / y and x stands for 1-bit input and y stands for 2- bit output",Digital Logic,Combinational and sequential circuits,
GATE_CS_2002.csv,22,The smallest finite automation which accepts the language {x | length of x is divisible by 3} has :,Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
GATE_CS_2002.csv,23,The language accepted by a Pushdown Automation in which the stack is limited to 10 items is best described as,Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
GATE_CS_2002.csv,24,Which of the following is true?,Theory of Computation,Language Properties,
GATE_CS_2002.csv,25,The trapezoidal rule for integration give exact result when the integrand is a polynomial of degree:,Engineering Mathematics,Calculus,Integration
GATE_CS_2002.csv,26,The Newton-Raphson iteration X n + 1 = (X n /2) + 3/(2X n ) can be used to solve the equation,Engineering Mathematics,Calculus,
GATE_CS_2002.csv,27,The minimum number of colours required to colour the vertices of a cycle with Î· nodes in such a way that no two adjacent nodes have the same colour is,Engineering Mathematics,Discrete Mathematics,Graph Theory
GATE_CS_2002.csv,28,Maximum number of edges in a n - node undirected graph without self loops is,Engineering Mathematics,Discrete Mathematics,Graph Theory
GATE_CS_2002.csv,29,The performance of a pipelined processor suffers if :,Computer Organization and Architecture,Pipelining,"Instruction pipelining, pipeline hazards"
GATE_CS_2002.csv,30,"""If X, then Y unless Z"" is represented by which of the following formulae in propositional logic ? (""Â¬"" is negation ""^"" is conjunction, and ""â†’"" is implication)",Engineering Mathematics,Discrete Mathematics,Propositional and first order logic
GATE_CS_2002.csv,31,The results returned by functions under value-result and reference parameter passing conventions,Compiler Design,Runtime Environments,
GATE_CS_2002.csv,32,"In 2' s complement addition, overflow",Digital Logic,Number representations and computer arithmetic (fixed and floating point),
GATE_CS_2002.csv,33,The decimal value 0.25,Digital Logic,Number representations and computer arithmetic (fixed and floating point),
GATE_CS_2002.csv,34,The 2' s complement representation of the decimal value - 15 is,Digital Logic,Number representations and computer arithmetic (fixed and floating point),
GATE_CS_2002.csv,35,Sign extension is a step in,Digital Logic,Number representations and computer arithmetic (fixed and floating point),
GATE_CS_2002.csv,36,Horizontal microprogramming :,Computer Organization and Architecture,CPU,"ALU, data-path and control unit"
GATE_CS_2002.csv,37,"What are the states of the Auxiliary Carry (AC) and Carry Flag (dCY) after executing the following 8085 program? MVI L, 5DH MVI L, 6BH MOV A, H ADD L",Digital Logic,Number representations and computer arithmetic (fixed and floating point),
GATE_CS_2002.csv,38,"In 8085, which of the following modifies the program counter ?",Computer Organization and Architecture,Instruction Set Architecture,Machine instructions and addressing modes
GATE_CS_2002.csv,39,A device employing INTR line for device interrupt puts the CALL instruction on the data bus while A) is active B)	HOLD is active C)	READY is active D)	None of these,Computer Organization and Architecture,I/O,I/O interface (interrupt and DMA mode)
GATE_CS_2002.csv,40,In the absolute addressing mode,Computer Organization and Architecture,Instruction Set Architecture,Machine instructions and addressing modes
GATE_CS_2002.csv,41,Which of the following scheduling algorithms is non-preemptive?,Operating System,Scheduling,CPU and I/O scheduling
GATE_CS_2002.csv,42,"Consider the following declaration of a two dimensional array in C: C char a [ 100 ][ 100 ]; Assuming that the main memory is byte-addressable and that the array is stored starting from memory address 0, the address of a [40][50] is :",Programming and Data Structures,Programming in C,
GATE_CS_2002.csv,43,In the C language,Programming and Data Structures,Programming in C,
GATE_CS_2002.csv,44,"In the worst case, the number of comparisons needed to search a singly linked list of length n for a given element is",Programming and Data Structures,Linear Data Structures,"Arrays, stacks, queues, linked lists"
