Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
11,Consider the following directed graph: Which of the following is/are correct about the graph?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/d66f33a54511b437-ROhD62F33Nf3HA7TWfVrzn3yqnSRaE.png,The graph does not have a topological order,,A depth-first traversal starting at vertex S classifies three directed edges as back edges,,The graph does not have a strongly connected component,,"For each pair of vertices u and v, there is a directed path from u to v",,B,MCQ,"(A) True, because of cycle in the bottom left corner of the graph. (B) True, we can come back length of 3 edges. (C) The graph does have a strongly connected component, it has cycle. (D) False, not a strongly connected graph.",,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
12,"In a directed acyclic graph with a source vertex s, the quality-score of a directed path is defined to be the product of the weights of the edges on the path. Further, for a vertex v other than s, the quality-score of v is defined to be the maximum among the quality-scores of all the paths from s to v. The quality-score of s is assumed to be 1. The sum of the quality-scores of all vertices on the graph shown above is _______ .",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/ededfa0c79e2b260-9qYiF3ro7kQTN7SYSpSOTxRFCx6VqM.png,929,,81,,729,,1023,,A,MCQ,"Let Q(V) denote the quality-score of vertex V. Q(S) = 1 (Given) Q(C) = 1 (S → C) Q(F) = 1 * 9 (S  → C  → F) Q(A) = 9 (S  → A) Q(D) = 9*1 (S  → A  → D) Q(G) = 9 * 1 * 9 (S  → A  → D  → G) Q(B) = 9 * 1 (S  → A  → B) Q(E) = 9 * 1 * 9 (S  → A  → D  → E) Q(T) = 9*1*9*9 (S  → A  → D  → E → T) Sum of quality-score of all vertices, = 1 + 1 + 9 + 9 + 9 + 81 + 9 + 81 + 729 = 929",,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
13,"Suppose the following functional dependencies hold on a relation U with attributes P,Q,R,S, and T: P → QR RS → T Which of the following functional dependencies can be inferred from the above functional dependencies?",,PS → T,,R → T,,P → R,,PS → Q,,D,MCQ,"P-> QR RS-> T From P->QR we derived P->Q and P->R. After getting R from P we derive PS->T . We directly derive Q from P so PS->Q also holds true. Correct Option A , C, D",,Databases,Database Design,Functional dependencies
14,Consider the following statements S1 and S2 about the relational data model: S1: A relation scheme can have at most one foreign key. S2: A foreign key in a relation scheme R cannot be used to refer to tuples of R. Which one of the following choices is correct?,,Both S1 and S2 are true,,S1 is true and S2 is false,,S1 is false and S2 is true,,Both S1 and S2 are false,,D,MCQ,"S1: False, Because more than one Foreign key is possible if there is a requirement. S2: False, Because foreign key act upon columns and used to identify tuples.",,Databases,Database Design,Integrity constraints
15,"The relation scheme given below is used to store information about the employees of a company, where empId is the key and deptId indicates the department to which the employee is assigned. Each employee is assigned to exactly one department. emp( empId , name, gender, salary, deptId) Consider the following SQL query: select deptId, count(*) from emp where gender = “female” and salary > (select avg(salary)from emp) group by deptId; The above query gives, for each department in the company, the number of female employees whose salary is greater than the average salary of",,employees in the department,,employees in the company,,female employees in the department,,female employees in the company,,B,MCQ,"Inner query : (select avg(salary) from emp) runs on whole of the emp table mentioned hence on all employees.  So, option (B) is correct.",,Databases,Data Models,Relational model (queries)
16,"Let S be the following schedule of operations of three transactions T1, T2 and T3 in a relational database system: R2(Y),R1(X),R3(Z),R1(Y)W1(X),R2(Z),W2(Y),R3(X),W3(Z) Consider the statements P and Q below: P: S is conflict-serializable. Q: If T3 commits before T1 finishes, then S is recoverable. Which one of the following choices is correct?",,Both P and Q are true,,P is true and Q is false,,P is false and Q is true,,Both P and Q are false,,B,MCQ,"T1 T2 T3 R(Y) R(X) R(Z) R(Y) W(X) R(Z) W(Y) R(X) W(Z) T1 → T2 due to R 1 (Y)  being before W 2 (Y) T1 →T3  due to W 1 (X)  being before R 3 (X) T2→T3  due to R 2 (Z)  is being W 3 (Z)  in the schedule. Hence, Statement P is conflict serializable. Schedule S is recoverable, if T j creating the dirty read by reading the written data by T i and T j commits after T i commits. T1 and T2 must be commit before T3 as T3 dirty reads the value at T1 and T2, so if T3 commits before T1 finishes, then S will not recoverable. Hence Statement Q is false.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/d97fcd07e1c01a4f-PiBsfbANVppY10Qo6LxRXY3nnFtJm9.jpg,Databases,Transactions,Concurrency control
17,"A data file consisting of 1,50,000 student-records is stored on a hard disk with block size of 4096 bytes. The data file is sorted on the primary key RollNo. The size of a record pointer for this disk is 7 bytes. Each student-record has a candidate key attribute called ANum of size 12 bytes. Suppose an index file with records consisting of two fields, ANum value and the record pointer the corresponding student record, is built and stored on the same disk. Assume that the records of data file and index file are not split across disk blocks. The number of blocks in the index file is ________ .",,698,,898,,899,,4096,,A,MCQ,"Record size in Index  = 12+7  = 19 and Block size  = 4096  Number of Index records in 1 Block  = floor(4096/19)  = 215 records in 1 block. Number of Blocks in the Index File  = Total Number of records/Records per block  = ceil(1,50,000/215) = 698",,Databases,File Organization and Indexing,File organization
18,"For a given biased coin, the probability that the outcome of a toss is a head is 0.4. This coin is tossed 1,000 times. Let X denote the random variable whose value is the number of times that head appeared in these 1,000 tosses. The standard deviation of X (rounded to 2 decimal place) is _________ .",,15.49,,50,,16,,10,,A,MCQ,"In this question we can use Binomial distribution because they are independent events. Note: We can't use Bernoulli here because Bernoulli is for one event and here we have multiple events. So for binomial we have formula for variance = npq  (n=number of events, p=probability of success, q=probability of failure.) Variance = 1000*0.4*0.6 = 240.   And standard deviation = sqrt(240). So answer would be= 15.49.",,Engineering Mathematics,Probability and Statistics,Random Variables
19,"A bag has r red balls and b black balls. All balls are identical except for their colours. In a trial, a ball is randomly drawn from the bag, its colour is noted and the ball is placed back into the bag along with another ball of the same colour. Note that the number of balls in the bag will increase by one, after the trial. A sequence of four such trials is conducted. Which one of the following choices gives the probability of drawing a red ball in the fourth trial?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/38e69690307ae414-405cst3Pjkx95le6VoL2EOeMfFSGro.png,A,,B,,C,,D,,A,MCQ,Let's Play with probability : In 1st Attempt we pick one red ball So the probability = r/r+b In 2nd Attempt we pick one red ball (Note that now in 1st Attempt we either choose red or black balls). So probability will be (r/r+b)* r+1/r+b+1 + (b/r+b) * r/r+b+1 So even at the 10th iteration probability of choosing red ball is same. Correct Option (A),,Engineering Mathematics,Probability and Statistics,Conditional Probability
20,"In an examination, a student can choose the order in which two questions (QuesA and QuesB) must be attempted. If the first question is answered wrong, the student gets zero marks. If the first question is answered correctly and the second question is not answered correctly, the student gets the marks only for the first question. If both the questions are answered correctly, the student gets the sum of the marks of the two questions. The following table shows the probability of correctly answering a question and the marks of the question respectively. Assuming that the student always wants to maximize her expected marks in the examination, in which order should she attempt  the questions and what is the expected marks for that order (assume that the questions are independent)?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/6596836a5aa47bed-4JV5nnTPjiWYr6IHPPbzOafiCpuVK7.png,First QuesA and then QuesB. Expected marks 14,,First QuesB and then QuesA. Expected marks 14,,First QuesB and then QuesA. Expected marks 22,,First QuesA and then QuesB. Expected marks 16,,D,MCQ,There are 2 ways of solving this question-: Method 1: Expected marks from 1st Question = 0.8×10 = 8 Expected marks from 2nd Question = 0.8×0.5*20 = 8 (Now from the options you directly got D option) Method 2: If we want to focus on Order of questions then First A then B Expected Marks : 0.8× 0.5×30 + 0.8×0.5×10 = 16 Explanation - Probability of A is correct 0.8 and probability of B is correct is 0.5 when both are correct then we get 30 marks Probability of A correct 0.8 and Probability of B is not correct is 0.5 then 0.8×0.5×10 First B then A Expected Marks : 0.5×0.8×30 + 0.5×0.2×20 = 14 Explanation - Probability of B is correct 0.5 and probability of A is correct is 0.8 when both are correct then we get 30 marks Probability of B is correct 0.5 and probability of A is not correct is 0.2 so 0.5×0.2×20,,Engineering Mathematics,Probability and Statistics,Random Variables
21,"The number of students in three classes is in the ratio 3:13:6. If 18 students are added to each class, the ratio changes to 15:35:21.  The total number of students in all the three classes in the beginning was:",,22,,66,,88,,110,,C,MCQ,"According to given conditions, 3x+18 : 13x+18 : 6x+18 = 15 : 35 : 21. On solving, (3x+18) / (13x+18) = 15/35 105x + 630 = 195x + 270 195x - 105x = 630 - 270 90x = 360 x = 360/90 = 4 So total number of students in these three classes, 3*4 + 13*4 + 6*4 = 88 (In total 88 students are there).",,,,
22,"Let S be a set of consisting of 10 elements. The number of tuples of the form (A,B) such that A and B are subsets of S, and A⊆B is ___________ .",,59049,,1024,,50049,,59000,,A,MCQ,"Method 1: Lets take |S|=1 S={1} A⊆B, and A,B are subsets of S. A B ɸ ɸ ɸ {1} {1} {1} 3 1 =3 Lets take |S|=2 S={1,2} P(S)= {ɸ, {1}, {2}, {1,2} } A B ɸ ɸ ɸ {1} ɸ {2} ɸ {1,2} {1} {1} {2} {2} {2} {1,2} {1,2} {1,2} 3 2 =9 for n=3, 3 3 =27. .................................. similarly n=4, 3 10 =59049. Method 2: We can take cases like when |A|=0, |A|=1, |A|=2 .....|A|=n, where is the cardinality of the set S. |A|= 0. means A=ɸ, so there will be n C 0 x 2 n pairs of A and B. |A|= 1,  there will be n C 1 x 2 n-1 pairs of A and B. |A|= 2.   there will be n C 2 x 2 n-2 pairs of A and B. Like this, when |A|=n, there will be n C n x 2 n-n pairs of A and B. So total pairs will be Σ n Cr x 2 n-r hence after solving this... it will be come as 3 n here n=10, so answer will be 59049.",,Engineering Mathematics,Discrete Mathematics,Combinatorics
23,"For two n-dimensional real vectors P and Q, the operation s(P,Q) is defined as follows: Let L be a set of 10-dimensional non-zero real vectors such that for every pair of distinct vectors P,Q∈L, s(P,Q)=0. What is the maximum cardinality possible for the set L?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/e9c6da4143f7d15d-w3E6NnFFVq4yV3yK4TxBOyMvTuWbWS.png,9,,10,,11,,100,,B,MCQ,"s(P,Q) is the sum of dot products of vectors P and Q in each dimension. The 0 dot product indicates that the vectors must be orthogonal to each other. In a n-dimensional space, we have n axes orthogonal to each other. It is given that for every pair the dot product must be 0, then at most n vectors each mentioning each dimension can be considered. Thus for 10 dimensional space’s set of vectors ℒ , 10 mutually orthogonal vectors can be present.",,Engineering Mathematics,Linear Algebra,Matrices
24,Suppose that P is a 4×5 matrix such that every solution of the equation Px=0 is a scalar multiple of [2 5 4 3 1] T . The rank of P is __________ .,,4,,5,,1,,2,,A,MCQ,Rank + Nullity = Number of Columns Here Nullity is 1. (Nullity is the dimension of the null space) Rank : 5 –1 = 4  (number of column is 5) Rank is the number of linearly independent column vectors in a matrix which is 4 here.,,Engineering Mathematics,Linear Algebra,Systems
25,"Which one of the following circuits implements the Boolean function given below? f(x,y,z) = m0 + m1 + m3 + m4 + m5 + m6 where mi is the ith minterm.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/cedc59300fd0be10-fxS50VJWtQqYDE7ulZ6DdV11XkKNog.png,A,,B,,C,,D,,A,MCQ,"Above is the k-map of the given boolean function A 4:1 multiplexer (MUX) uses two select inputs (S1​,S0​) and a data input I to determine the output. x′: Select input to control higher or lower half of the minterms. S1​: Represents y (middle variable). S0​: Represents z (least significant variable). The MUX is configured based on the values of the minterms. Each Ii​ corresponds to a group of 2 minterms controlled by S1​ and S0. Now represent min terms in binary form = 000, 001, 011, 100, 101, 110 Sort by last 2 digits because select lines are 2 only. = 000, 100, 001, 101, 110, 011 = Now on substituting the value of x and x' We will get I0 = 1, I1 = 1, I2 = x and I3 = x' (Correct Option A)",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/0b3ea372d17b8f20-vORonxggqY0RQZLXXGU6jdOjdNvtAr.PNG,Digital Logic,Circuits,Combinational circuits
26,Choose the correct choice(s) regarding the following proportional logic assertion S: S:((P∧Q)→R)→((P∧Q)→(Q→R)),,S is neither a tautology nor a contradiction,,S is a tautology,,S is a contradiction,,The antecedent of S is logically equivalent to the consequent of S,,D,MCQ,Antecedent of S : (P ^ Q) → R ≡ ~( P^Q) v R ≡ ~P v ~Q v R Consequent of S : (P ^ Q) → (Q → R) ≡ (P ^ Q) → (~Q v R) ≡ ~( P^Q) v (~Q v R) ≡ ~P v ~Q v (~Q v R) ≡ ~P v ~Q v R Antecedent of S is equivalent to Consequent of S. Hence Option (D) is right.  A → A is always a Tautology. Option B is right.,,Engineering Mathematics,Discrete Mathematics,Logic
27,"Consider a Boolean function f(w,x,y,z) such that f(w,0,0,z) = 1 f(1,x,1,z) = x+z f(w,1,y,z) = wz+y The number of literals in the minimal sum-of-products expression of f is _________ .",,6,,3,,8,,1,,A,MCQ,"f(w,0,0,z) = 1 When x = 0, and y = 0, the min-term will be 1 irrespective of w and z. f(1,x,1,z) = x+z When w = 1 and y = 1, the min-term will be x or’d with z. Similarly for the last one. f(w, x, y, z) = sigma(0,1,6,7,8,9,11,13,14,15) + don't(2,3) f(w, x, y, z) = x'y' + wz + xy  Thus, the number of literals will be 6.",https://media.geeksforgeeks.org/wp-content/cdn-uploads/20210412175635/Capture112.png,Digital Logic,Minimization,Boolean expression simplification
28,The format of the single-precision floating point representation of a real number as per the IEEE 754 standard is as follows: Which one of the following choices is correct with respect to the smallest normalized positive number represented using the standard?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/b8b9520e454a9f0f-grgo3qficE3VgbdVguq5rBIWJSQNrZ.png,exponent =00000000 and mantissa =0000000000000000000000000,,exponent =00000000 and mantissa =0000000000000000000000001,,exponent =00000001 and mantissa =0000000000000000000000000,,exponent =00000001 and mantissa =0000000000000000000000001,,C,MCQ,"The smallest normalized positive number in IEEE 754 single-precision floating-point representation has: Exponent: 00000001 (1 in binary) Mantissa: 00000000000000000000000 (all zeros) Explanation: Normalization: In normalized numbers, the leading bit of the mantissa is always 1. The implicit 1 is not explicitly stored, so the mantissa starts with 1.00000000000000000000000 (binary). Exponent: The exponent is biased by 127. So, 00000001 (binary) represents an exponent of -126. Value: The value of the number is calculated as: 1.0 * 2^(-126) Therefore, the correct answer is: Exponent = 00000001 and Mantissa = 000000000000000000000000 Refer- IEEE Standard 754 Floating Point Numbers",,Digital Logic,Number Representations,Floating-point numbers
29,"If x and y are two decimal digits and (0.1101) 2 = (0.8xy5) 10 , the decimal value of x+y is _____ .",,3,,4,,1,,2,,A,MCQ,"(0.1101) 2 = (0.8xy5) 10 Convert 0.1101 into decimal, we convert like this = 0∙2 0 + 1∙2 -1 + 1∙2 -2 + 0∙2 -3 + 1∙2 -4 = 0.8125 On Equating and Simplifying: Substitute the decimal values: => 0.8125 = 0.8 + 0.1x + 0.01y + 0.0005 => 0.8125 − 0.8 −0.0005 = 0.1x + 0.01y Now compute: x + y = 1 + 2 = 3",,Digital Logic,Number Representations,Integer representation
30,"Suppose we want to design a synchronous circuit that processes a string of 0’s and 1’s. Given a string, it produces another string by replacing the first 1 in any subsequence of consecutive 1’s by a 0. Consider the following example. Input sequence : 00100011000011100 Output sequence : 00000001000001100 A Mealy Machine is a state machine where both the next state and the output are functions of the present state and the current input.  The above mentioned circuit can be designed as a two-state Mealy machine. The states in the Mealy machine can be represented using Boolean values 0 and 1. We denote the current state, the next state, the next incoming bit, and the output bit of the Mealy machine by the variables s,t,b and y respectively.  Assume the initial state of the Mealy machine is 0.  What are the Boolean expressions corresponding to t and y in terms of s and b?",,t = s+b y = sb,,t = b y = sb,,t = b y = sb\',,t = s+b y = sb\',,B,MCQ,"In Mealy machine : Present state s Input b Next state t Output y 0 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1 From the above table, we can conclude that : t = S̄b + Sb = (S̄+S) b = b, y=sb. Hence, option (B) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/c65c3a41d3d9bf3e-NQMrzLspTZBq6GYlsZ4ERdwepKdXff.jpg,Digital Logic,Circuits,Sequential circuits
31,Which of the following regular expressions represent(s) the set of all binary numbers that are divisible by three? Assume that the string ϵ is divisible by three.,,(0+1(01*0)*1)*,,(0+11+10(1+00)*01)*,,(0*(1(01*0)*1)*)*,,(0+11+11(1+00)*00)*,,C,MCQ,"Binary numbers divisible by 3 fall into 3 categories:  Numbers with two consecutive 1's or two 1's separated by an even number of 0's. Effectively every pair ""cancels"" itself out. (ex. 11, 110, 1100,1001,10010, 1111)  (decimal: 3, 6, 12, 9, 18, 15)  Numbers with three 1's each separated by an odd number of 0's. These triplets also ""cancel"" themselves out. (ex. 10101, 101010, 1010001, 1000101)  (decimal: 21, 42, 81, 69)  Some combination of the first two rules (including inside one another) (ex. 1010111, 1110101, 1011100110001)  (decimal: 87, 117, 5937)  So a regular expression that takes into account these three rules is simply:  0*(1(00)*10*|10(00)*1(00)*(11)*0(00)*10*)*0*",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/35dbaafa8e6c2c72-6K1Nm8N39dMJjXE2KDnUkYk4jnBcPC.png,Theory of Computation,Formal Languages and Automata,Regular languages and finite automata
32,Consider the following deterministic finite automaton (DFA) The number of strings of length 8 accepted by the above automaton is  ___________,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/7654e78c59a7627c-wS219MikZA96qg28EPzggWAAguJPFp.png,256,,128,,512,,127,,A,MCQ,In the diagram we have total 8 edges and each of the edge have 2 options either to choose 0 or 1 for each of the 5 positions So we got 8 x 2 5 = 2 8 = 256.,,Theory of Computation,Formal Languages and Automata,Regular languages and finite automata
33,"Let L⊆{0,1}∗ be an arbitrary regular language accepted by a minimal DFA with k states. Which one of the following languages must necessarily be accepted by a minimal DFA with k states?",,L−{01},,L∪{01},,"{0,1}*–L",,L⋅L,,C,MCQ,"L−{01} - Removing a single string from a regular language may increase the number of states in the minimal DFA because DFA must explicitly track whether 01 is in L and handle its removal. L∪{01} - Adding a single string to a regular language may also increase the number of states in the minimal DFA because DFA must explicitly track whether 010101 is in the union. {0,1} ∗ −L - The complement of a regular language accepted by a DFA with k states is also regular and can be represented by a DFA with the same number of states. We can just flip final and non final states to get the DFA which accepts complement of L without changing number of states. L⋅L - This need more than k states because concatenation generally increases the number of states in the DFA, potentially requiring up to k 2 states in the worst case.",,Theory of Computation,Language Properties,Closure properties
34,Let L 1 be a regular language and L 2 be a context-free language. Which of the following languages is/are context-free?,,L 1 ∩L 2 ',,(L 1 '∪L 2 ')',,L 1 ∪(L 2 ∪L 2 '),,(L 1 ∩L 2 )∪(L 1 ∩L 2 ),,D,MCQ,"(A) Regular union CSL = CSL. Incorrect option (B) (L1'U L2')' can be written as (L1 ∩ L2)''. So after simplifying it would be L1 ∩ L2 hence its CFL. Correct option. (C) L2 U L2' means using complement logic its universal set represented by Σ*. So anything union with Σ* is Σ* itself and Σ* is regular hence by default its CFL also. Correct option (D) (L1∩L2)∪(L1∩L2), Here we clearly observe CFL U CFL = CFL. Correct option.",,Theory of Computation,Language Properties,Closure properties
