file_name,Question_Number,Question_Text,subject,chapter,subtopic
GATE_CS_2012.csv,34,The worst case running time to search for an element in a balanced in a binary search tree with n2^n elements is (A) [Tex]\\Theta(n log n)[/Tex] (B) [Tex]\\Theta (n2^n) [/Tex] (C) [Tex]\\Theta (n) [/Tex] (D) [Tex]\\Theta (log n) [/Tex],Algorithms,Complexity Analysis,Asymptotic analysis
GATE_CS_2012.csv,35,Consider the following logical inferences. I 1 : If it rains then the cricket match will not be played. The cricket match was played. Inference : There was no rain. I 2 : If it rains then the cricket match will not be played. It did not rain. Inference : The cricket match was played. Which of the following is TRUE ?,Engineering Mathematics,Discrete Mathematics,Logic
GATE_CS_2012.csv,36,"What will be the output of the following C program segment? C char inchar = 'A' ; switch ( inchar ) { case 'A' : printf ( ""choice A \n "" ) ; case 'B' : printf ( ""choice B "" ) ; case 'C' : case 'D' : case 'E' : default : printf ( ""No Choice"" ) ; }",Programming and Data Structures,Programming in C,Control flow
GATE_CS_2012.csv,37,A process executes the code fork(); fork(); fork(); The total number of child processes created is,Operating System,Core Concepts,Processes and threads
GATE_CS_2012.csv,38,"Consider the function f(x) = sin(x) in the interval [Ï€/4, 7Ï€/4]. The number and location(s) of the local minima of this function are",Engineering Mathematics,Calculus,Extrema
GATE_CS_2012.csv,39,What is the correct translation of the following statement into mathematical logic? â€œSome real numbers are rationalâ€,Engineering Mathematics,Discrete Mathematics,Logic
GATE_CS_2012.csv,40,"Given the basic ER and relational models, which of the following is INCORRECT?",Databases,Data Models,ER-model
GATE_CS_2012.csv,41,The recurrence relation capturing the optimal execution time of the Towers of Hanoi problem with n discs is,Algorithms,Basic Techniques,Recurrence relations
GATE_CS_2012.csv,42,"Let G be a simple undirected planar graph on 10 vertices with 15 edges. If G is a connected graph,Â then the number of bounded faces in any embedding of G on the plane is equal to",Engineering Mathematics,Discrete Mathematics,Graph Theory
GATE_CS_2012.csv,43,Which of the following graphs is isomorphic to,Engineering Mathematics,Discrete Mathematics,Graph Theory
GATE_CS_2012.csv,44,"Consider the directed graph shown in the figure below. There are multiple shortest paths between vertices S and T. Which one will be reported by Dijkstra's shortest path algorithm? Assume that, in any iteration, the shortest path to a vertex v is updated only when a strictly shorter path to v is discovered.",Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
GATE_CS_2012.csv,45,"Let G be a complete undirected graph on 6 vertices. If vertices of G are labeled, then the number of distinct cycles of length 4 in G is equal to",Engineering Mathematics,Discrete Mathematics,Combinatorics
GATE_CS_2012.csv,46,How many onto (or surjective) functions are there from an n-element (n >= 2) set to a 2-element set?,Engineering Mathematics,Discrete Mathematics,Combinatorics
GATE_CS_2012.csv,47,"A computer has a 256 KByte, 4-way set associative, write back data cache with block size of 32 Bytes. The processor sends 32 bit addresses to the cache controller. Each cache tag directory entry contains, in addition to address tag, 2 valid bits, 1 modified bit and 1 replacement bit. The number of bits in the tag field of an address is",Computer Organization and Architecture,Memory Hierarchy,Cache memory
GATE_CS_2012.csv,48,"Consider the program given below, in a block-structured pseudo-language with lexical scoping and nesting of procedures permitted. Program main; Var ... Procedure A1; Var ... Call A2; End A1 Procedure A2; Var ... Procedure A21; Var ... Call A1; End A21 Call A21; End A21 Call A1; End main. Consider the calling chain : Main->A1->A2->A21->A1 The correct set of activation records along with their access links is given by :",Compiler Design,Runtime Environments,Activation records
GATE_CS_2012.csv,49,"Suppose a circular queue of capacity (n â€“ 1) elements is implemented with an array of n elements. Assume that the insertion and deletion operation are carried out using REAR and FRONT as array index variables, respectively. Initially, REAR = FRONT = 0. The conditions to detect queue full and queue empty are",Programming and Data Structures,Linear Data Structures,Queues
GATE_CS_2012.csv,50,"An Internet Service Provider (ISP) has the following chunk of CIDR-based IP addresses available with it: 245.248.128.0/20. The ISP wants to give half of this chunk of addresses to Organization A, and a quarter to Organization B, while retaining the remaining with itself. Which of the following is a valid allocation of addresses to A and B?",Computer Networks,Network Layer,IP addressing
GATE_CS_2012.csv,51,"Suppose a fair six-sided die is rolled once. If the value on the die is 1, 2, or 3, the die is rolled aÂ second time. What is the probability that the sum total of values that turn up is at least 6?",Engineering Mathematics,Probability and Statistics,Conditional Probability
GATE_CS_2012.csv,52,"Fetch_And_Add(X,i) is an atomic Read-Modify-Write instruction that reads the value of memory location X, increments it by the value i, and returns the old value of X. It is used in the pseudocode shown below to implement a busy-wait lock. L is an unsigned integer shared variable initialized to 0. The value of 0 corresponds to lock being available, while any non-zero value corresponds to the lock being not available. AcquireLock(L){ while (Fetch_And_Add(L,1)) L = 1; } ReleaseLock(L){ L = 0; } This implementation",Operating System,Concurrency,Critical section problem
GATE_CS_2012.csv,53,"Consider the 3 processes, P1, P2 and P3 shown in the table. Process           Arrival time         Time Units Required P1                0                         5 P2                1                         7 P3                3                         4 The completion order of the 3 processes under the policies FCFS and RR2 (round robin scheduling with CPU quantum of 2 time units) are",Operating System,Scheduling,CPU scheduling algorithms
GATE_CS_2012.csv,54,"Let G be a weighted graph with edge weights greater than one and G'be the graph constructed by squaring the weights of edges in G. Let T and T' be the minimum spanning trees of G and G', respectively, with total weights t and t'. Which of the following statements is TRUE?",Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
GATE_CS_2012.csv,55,"The bisection method is applied to compute a zero of the function f(x) = x 4 â€“ x 3 â€“ x 2 â€“ 4 in the interval [1,9]. The method converges to a solution after â€“â€“â€“â€“â€“ iterations",Engineering Mathematics,Calculus,Limits
GATE_CS_2012.csv,56,"Let w(n) and A(n) denote respectively, the worst case and average case running time of an algorithm executed on an input of size n. which of the following is ALWAYS TRUE? (A) [Tex]A(n) = \\Omega(W(n))[/Tex] (B) [Tex]A(n) = \\Theta(W(n))[/Tex] (C) [Tex]A(n) = O(W(n))[/Tex] (D) [Tex]A(n) = o(W(n))[/Tex]",Algorithms,Complexity Analysis,Asymptotic analysis
GATE_CS_2012.csv,57,The protocol data unit (PDU) for the application layer in the Internet stack is,Computer Networks,Network Models,Layered architecture
GATE_CS_2012.csv,58,Let A be the 2 Ã— 2 matrix with elements a 11 = a 12 = a 21 = +1 and a 22 = âˆ’1. Then the eigenvalues of the matrix A 19 are,Engineering Mathematics,Linear Algebra,Eigenvalues
GATE_CS_2012.csv,59,What is the complement of the language accepted by the NFA shown below? Assume [Tex]\sum [/Tex] = {a} and [Tex]\epsilon[/Tex] is the empty string.,Theory of Computation,Formal Languages and Automata,Regular languages and finite automata
GATE_CS_2012.csv,60,Which of the following statements are TRUE about an SQL query? P : An SQL query can contain a HAVING clause even if it does not have a GROUP BY clause Q: An SQL query can contain a HAVING clause only if it has a GROUP BY clause R : All attributes used in the GROUP BY clause must appear in the SELECT clause S : Not all attributes used in the GROUP BY clause need to appear in the SELECT clause,Databases,Data Models,Relational model (queries)
GATE_CS_2012.csv,61,"In the IPv4 addressing format, the number of networks allowed under Class C addresses is",Computer Networks,Network Layer,IP addressing
GATE_CS_2012.csv,62,"Given the language L = {ab, aa, baa}, which of the following strings are in L *? 1) abaabaaabaa 2) aaaabaaaa 3) baaaaabaaaab 4) baaaaabaa",Theory of Computation,Formal Languages and Automata,Regular languages and finite automata
GATE_CS_2012.csv,63,Which of the following is TRUE?,Theory of Computation,Language Properties,Closure properties
GATE_CS_2012.csv,64,"Assuming P â‰  NP, which of the following is TRUE?",Theory of Computation,Computability,Complexity classes P and NP
GATE_CS_2012.csv,65,What is the minimal form of the Karnaugh map shown below? Assume that X denotes a donâ€™t care term. K-Map,Digital Logic,Minimization,K-maps
GATE_CS_2013.csv,1,"A certain computation generates two arrays a and b such that a[i]=f(i) for 0 â‰¤ i < n and b[i]=g(a[i]) for 0 â‰¤ i < n. Suppose this computation is decomposed into two concurrent processes X and Y such that X computes the array a and Y computes the array b. The processes employ two binary semaphores R and S, both initialized to zero. The array a is shared by the two processes. The structures of the processes are shown below. Process X: Process Y: private i;                         private i; for (i=0; i < n; i++) {            for (i=0; i < n; i++) { a[i] = f(i);                       EntryY(R, S); ExitX(R, S);                       b[i]=g(a[i]); }                                 } Which one of the following represents the CORRECT implementations of ExitX and EntryY? (A) ExitX(R, S) { P(R); V(S); } EntryY (R, S) { P(S); V(R); } (B) ExitX(R, S) { V(R); V(S); } EntryY(R, S) { P(R); P(S); } (C) ExitX(R, S) { P(S); V(R); } EntryY(R, S) { V(S); P(R); } (D) ExitX(R, S) { V(R); P(S); } EntryY(R, S) { V(S); P(R); }",Operating System,Concurrency,Semaphores
GATE_CS_2013.csv,2,"A shared variable x, initialized to zero, is operated on by four concurrent processes W, X, Y, Z as follows. Each of the processes W and X reads x from memory, increments by one, stores it to memory, and then terminates. Each of the processes Y and Z reads x from memory, decrements by two, stores it to memory, and then terminates. Each process before reading x invokes the P operation (i.e., wait) on a counting semaphore S and invokes the V operation (i.e., signal) on the semaphore S after storing x to memory. Semaphore S is initialized to two. What is the maximum possible value of x after all processes complete execution?",Operating System,Concurrency,Semaphores
GATE_CS_2013.csv,3,"Three concurrent processes X, Y, and Z execute three different code segments that access and update certain shared variables. Process X executes the P operation (i.e., wait) on semaphores a, b and c; process Y executes the P operation on semaphores b, c and d; process Z executes the P operation on semaphores c, d, and a before entering the respective code segments. After completing the execution of its code segment, each process invokes the V operation (i.e., signal) on its three semaphores. All semaphores are binary semaphores initialized to one. Which one of the following represents a deadlock-free order of invoking the P operations by the processes?",Operating System,Concurrency,Deadlock
GATE_CS_2013.csv,4,"Consider a hard disk with 16 recording surfaces (0-15) having 16384 cylinders (0-16383) and each cylinder contains 64 sectors (0-63). Data storage capacity in each sector is 512 bytes. Data are organized cylinder-wise and the addressing format is  <cylinder no., surface no., sector no.> . A file of size 42797 KB is stored in the disk and the starting disk location of the file is <1200, 9, 40>. What is the cylinder number of the last sector of the file, if it is stored in a contiguous manner?",Operating System,File Systems,File organization
GATE_CS_2013.csv,5,"Which of the following statements are TRUE? 1. The problem of determining whether there exists a cycle in an undirected graph is in P. 2. The problem of determining whether there exists a cycle in an undirected graph is in NP. 3. If a problem A is NP-Complete, there exists a non-deterministic polynomial time algorithm to solve A.",Theory of Computation,Computability,Complexity classes P and NP
GATE_CS_2013.csv,6,"A computer uses 46-bit virtual address, 32-bit physical address, and a three-level paged page table organization. The page table base register stores the base address of the first-level table (T1), which occupies exactly one page. Each entry of T1 stores the base address of a page of the second-level table (T2). Each entry of T2 stores the base address of a page of the third-level table (T3). Each entry of T3 stores a page table entry (PTE). The PTE is 32 bits in size. The processor used in the computer has a 1 MB 16-way set associative virtually indexed physically tagged cache. The cache block size is 64 bytes.  What is the size of a page in KB in this computer?",Operating System,Memory Management,Virtual memory
GATE_CS_2013.csv,7,"Consider the following two sets of LR(1) items of an LR(1) grammar. X -> c.X, c/d X -> .cX, c/d X -> .d, c/d X -> c.X, $ X -> .cX, $ X -> .d, $ Which of the following statements related to merging of the two sets in the corresponding LALR parser is/are FALSE? Cannot be merged since look aheads are different. Can be merged but will result in S-R conflict. Can be merged but will result in R-R conflict. Cannot be merged since goto on c will lead to two different sets.",Compiler Design,Phases of Compilation,Syntax analysis
GATE_CS_2013.csv,8,Which of the following is/are undecidable?,Theory of Computation,Computability,Undecidability
GATE_CS_2013.csv,9,"What is the return value of f(p,p), if the value of p is initialized to 5 before the call? Note that the first parameter is passed by reference, whereas the second parameter is passed by value. CPP int f ( int & x , int c ) { c = c - 1 ; if ( c == 0 ) return 1 ; x = x + 1 ; return f ( x , c ) * x ; }",Programming and Data Structures,Recursion,
GATE_CS_2013.csv,10,"The preorder traversal sequence of a binary search tree is 30, 20, 10, 15, 25, 23, 39, 35, 42. Which one of the following is the postorder traversal sequence of the same tree?",Programming and Data Structures,Non-Linear Data Structures,Trees
GATE_CS_2013.csv,11,"Consider an instruction pipeline with five stages without any branch prediction: Fetch Instruction (FI), Decode Instruction (DI), Fetch Operand (FO), Execute Instruction (EI) and Write Operand (WO). The stage delays for FI, DI, FO, EI and WO are 5 ns, 7 ns, 10 ns, 8 ns and 6 ns, respectively. There are intermediate storage buffers after each stage and the delay of each buffer is 1 ns. A program consisting of 12 instructions I1, I2, I3, â€¦, I12 is executed in this pipelined processor. Instruction I4 is the only branch instruction and its branch target is I9. If the branch is taken during the execution of this program, the time (in ns) needed to complete the program is",Computer Organization and Architecture,Pipelining,Hazards
GATE_CS_2013.csv,12,A RAM chip has a capacity of 1024 words of 8 bits each (1K Ã— 8). The number of 2 Ã— 4 decoders with enable line needed to construct a 16K Ã— 16 RAM from 1K Ã— 8 RAM is,Digital Logic,Circuits,Combinational circuits
GATE_CS_2013.csv,13,Which one of the following is NOT logically equivalent to Â¬âˆƒx(âˆ€y(Î±)âˆ§âˆ€z(Î²))?,Engineering Mathematics,Discrete Mathematics,Logic
GATE_CS_2013.csv,14,"The following code segment is executed on a processor which allows only register operands in its instructions. Each instruction can have atmost two source operands and one destination operand. Assume that all variables are dead after this code segment. c = a + b; d = c * a; e = c + a; x = c * c; if (x > a) { y = a * a; } else { d = d * d; e = e * e; } Suppose the instruction set architecture of the processor has only two registers. The only allowed compiler optimization is code motion, which moves statements from one place to another while preserving correctness. What is the minimum number of spills to memory in the compiled code?",Compiler Design,Optimization,Register allocation
GATE_CS_2013.csv,15,Consider the same data as above question . What is the minimum number of registers needed in the instruction set architecture of the processor to compile this code segment without any spill to memory? Do not apply any optimization other than optimizing register allocation.,Compiler Design,Optimization,Register allocation
GATE_CS_2013.csv,16,"The procedure given below is required to find and replace certain characters inside an input character string supplied in array A. The characters to be replaced are supplied in array oldc, while their respective replacement characters are supplied in array newc. Array A has a fixed length of five characters, while arrays oldc and newc contain three characters each. However, the procedure is flawed void find_and_replace(char *A, char *oldc, char *newc) { for (int i = 0; i < 5; i++) for (int j = 0; j < 3; j++) if (A[i] == oldc[j]) A[i] = newc[j]; } The procedure is tested with the following four test cases (1) oldc = ""abc"", newc = ""dab"" (2) oldc = ""cde"", newc =  ""bcd"" (3) oldc  = ""bca"", newc  = ""cda"" (4) oldc = ""abc"", newc = ""bac"" The tester now tests the program on all input strings of length five consisting of characters â€˜aâ€™, â€˜bâ€™, â€˜câ€™, â€˜dâ€™ and â€˜eâ€™ with duplicates allowed. If the tester carries out this testing with the four test cases given above, how many test cases will be able to capture the flaw?",Programming and Data Structures,Programming in C,Arrays and pointers
GATE_CS_2013.csv,17,"In the above question, if array A is made to hold the string â€œabcdeâ€, which of the above four test cases will be successful in exposing the flaw in this procedure?",Programming and Data Structures,Programming in C,Arrays and pointers
GATE_CS_2013.csv,18,The smallest integer that can be represented by an 8-bit number in 2â€™s complement form is,Digital Logic,Number Representations,Integer representation
GATE_CS_2013.csv,19,Consider the same data as above question. What is the minimum number of page colours needed to guarantee that no two synonyms map to different sets in the processor cache of this computer?,Computer Organization and Architecture,Memory Hierarchy,Cache memory
GATE_CS_2013.csv,20,"For the relation R(ABCDEFGH) with FD's= {CH->G, A->BC, B->CHF, E->A, F->EG such that F+ is exactly the set of FDs that hold for R.} Consider the FDs given in above question. The relation R is",Databases,Database Design,Normalization
GATE_CS_2013.csv,21,Which one of the following options is the closest in meaning to the word given below? Nadir,,,
GATE_CS_2013.csv,22,Complete the sentence: Universalism is to particularism as diffuseness is to _________________,,,
GATE_CS_2013.csv,23,"What will be the maximum sum of 44, 42, 40, ...... ?",Engineering Mathematics,Discrete Mathematics,Combinatorics
GATE_CS_2013.csv,24,Choose the grammatically INCORRECT sentence:,,,
GATE_CS_2013.csv,25,Find the sum of the expression,Engineering Mathematics,Discrete Mathematics,Combinatorics
GATE_CS_2013.csv,26,"After several defeats in wars, Robert Bruce went in exile and wanted to commit suicide. Just before committing suicide, he came across a spider attempting tirelessly to have its net. Time and again, the spider failed but that did not deter it to refrain from making attempts. Such attempts by the spider made Bruce curious. Thus, Bruce started observing the near-impossible goal of the spider to have the net. Ultimately, the spider succeeded in having its net despite several failures. Such act of the spider encouraged Bruce not to commit suicide. And then, Bruce went back again and won many a battle, and the rest is history.   Which one of the following assertions is best supported by the above information?",,,
GATE_CS_2013.csv,27,"A tourist covers half of his journey by train at 60 km/h, half of the remainder by bus at 30 km/h and the rest by cycle at 10 km/h. The average speed of the tourist in km/h during his entire journey is",,,
GATE_CS_2013.csv,28,"The current erection cost of a structure is Rs. 13,200. If the labour wages per day increase by 1/5 of the current wages and the working hours decrease by 1/24 of the current period, then the new cost of erection in Rs. is",,,
GATE_CS_2013.csv,29,"Out of all the 2-digit integers between 1 and 100, a 2-digit number has to be selected at random. What is the probability that the selected number is not divisible by 7?",Engineering Mathematics,Probability and Statistics,Conditional Probability
GATE_CS_2013.csv,30,"Were you a bird, you ______________ in the sky.",,,
