file_name,Question_Number,Question_Text,subject,chapter,subtopic
GATE_CS_1996.csv,11,"The concurrent programming constructs fork and join are as below:
fork <label>         which creates a new process executing from the specified label
join <variable>    which decrements the specified synchronization variable (by 1) and terminates the process if the new value is not 0.

Show the precedence graph for S1, S2, S3, S4, and S5 of the concurrent program below. N = 2
   M = 2
   fork L3
   fork L4
   S1
L1:join N
   S3
L2:join M
   S5
L3:S2
   goto L1
L4:S4
   goto L2
next:",,,
GATE_CS_1996.csv,12,Which of the following is an example of a spooled device?,,,
GATE_CS_1996.csv,13,"A file system with a one-level directory structure is implemented on a disk with disk block size of 4K bytes. The disk is used as follows: a) What is the maximum possible number of files?
b) What is the maximum possible file size in blocks?",,,
GATE_CS_1996.csv,14,The correct matching for the following pairs is A. Activation record	  1. Linking loader B. Location counter	    2. Garbage collection C. Reference counts	    3. Subroutine call D. Address relocation	  4. Assembler,,,
GATE_CS_1996.csv,15,The average number of key comparisons done in a successful sequential search in a list of length n is,,,
GATE_CS_1996.csv,16,"The recurrence relation T(1) = 2
 T(n) = 3T(n/4)+n has the solution, T(n) equals to",,,
GATE_CS_1996.csv,17,"A library relational database system uses the following schema USERS (User#, UserName, HomeTown)
BOOKS (Book#, BookTitle, AuthorName)
ISSUED (Book#, User#, Date) Explain in one English sentence, what each of the following relational algebra queries is designed to determine",,,
GATE_CS_1996.csv,18,Two dice are thrown simultaneously. The probability  that at least one of them will have 6 facing up is,,,
GATE_CS_1996.csv,19,The probability that the top and bottom cards of a randomly shuffled deck are both aces is,,,
GATE_CS_1996.csv,20,"Let F be the collection of all functions f : {1, 2,3} → {1, 2, 3}. If f and g ∈ F, define an equivalence relation ~  by f ~ g if and only if f (3) = g (3).

a) Find the number of equivalence classes defined by ~ .
b) Find the number of elements in each equivalence class.",,,
GATE_CS_1996.csv,21,"The Fibonacci sequence {f 1 , f 2 , f 3 ,....., f n } is defined by the following recurrence: f n+2 = f n+1 + f n , n ≥ 1; f 2 = 1 : f 1 = 1

Prove by induction that every third element of the sequence is even.",,,
GATE_CS_1996.csv,22,Which one of the following is false?,,,
GATE_CS_1996.csv,23,"Let R be a non-empty relation on a collection of sets defined by A R B if and only if A ∩ B = φ. Then, (pick the true statement)",,,
GATE_CS_1996.csv,24,"Let R denote the set of real numbers. Let f : R × R → R × R be a bijective function defined by f(x, y) = (x + y, x − y). The inverse function of f is given by",,,
GATE_CS_1996.csv,25,"Let X= {2, 3, 6, 12, 24}, Let ≤ be the partial order defined by X ≤ Y if x divides y. Number of edges in the Hasse diagram of (X,≤) is",,,
GATE_CS_1996.csv,26,Suppose X and Y are sets and |X| and |Y| are their respective cardinalities. It is given that there are exactly 97 functions from X to Y. From this one can conclude that,,,
GATE_CS_1996.csv,27,Which of the following statement is false?,,,
GATE_CS_1996.csv,28,Let A and B be sets and let A c and B c denote the complements of the sets A and B. The set (A−B) ∪ (B−A) ∪ (A ∩ B) is equal to,,,
GATE_CS_1996.csv,29,The matrices commute under multiplication,,,
GATE_CS_1996.csv,30,Let Ax=b be a system of linear equations where A is an m×n matrix and b is a m×1 column vector and X is an n×1 column vector of unknowns. Which of the following is false?,,,
GATE_CS_1996.csv,31,Let be two matrices such that Express the elements of D in terms of the elements of B .,,,
GATE_CS_1996.csv,32,What is the equivalent Boolean expression in product-of-sums form for the Karnaugh map given below. .,,,
GATE_CS_1996.csv,33,"Consider the synchronous sequential circuit in the below figure a) Draw a state diagram, which is implemented by the circuit. Use the following names for the states corresponding to the values of flip-flops as given below. b) Given that the initial state of the circuit is S4, identify the set of states, which are not reachable.",,,
GATE_CS_1996.csv,34,"A logic network has two data inputs A and B, and two control inputs C 0 and C 1 . It implements the function F according to the following table. .
Implement the circuit using one 4 to 1 Multiplexer, one 2-input Exclusive OR gate, one 2-input AND gate, one 2-input OR gate and one Inverter.",,,
GATE_CS_1996.csv,35,Consider the following floating point number representation The exponent is in 2's complement representation and mantissa is in the sign magnitude representation. The range of the magnitude of the normalized numbers in this representation is a). 0 to 1 b). 0.5 to 1 c). 2 -23 to 0.5 d). 0.5 to (1-2 -23 ),,,
GATE_CS_1996.csv,36,Consider the circuit in below figure. f implements,,,
GATE_CS_1996.csv,37,Consider the circuit given below which has a four bit binary number b 3 b 2 b 1 b 0 as input and a five bit binary number d 4 d 3 d 2 d 1 d 0 as output. The circuit implements: .,,,
GATE_CS_1996.csv,38,Booth's algorithm for integer multiplication gives worst performance when the multiplier pattern is,,,
GATE_CS_1996.csv,39,A ROM is used to store the table for multiplication of two 8-bit unsigned integers. The size of ROM required is,,,
GATE_CS_1996.csv,40,"Which two of the following four regular expressions are equivalent? ( ε is the empty string).
(i). (00)*(ε+0)
(ii). (00)*
(iii). 0*
(iv). 0(00)*",,,
GATE_CS_1996.csv,41,"Let L ⊆ ∑* where ∑ = {a, b}. Which of the following is true ?",,,
GATE_CS_1996.csv,42,"Given below are the transition diagrams for two finite state machine M 1 and M 2 recognizing languages L 1 and L 2 respectively. .

a) Display the transition diagram for a machine that recognizes L 1 . L 2 , obtained from transition diagrams for M 1 and M 2 by adding only ε transitions and no new states.

b) Modify the transition diagram obtained in part(a) obtain a transition diagram for a machine that recognizes (L 1 .L 2 ) ∗ by adding only ε transitions and no new states.
(Final states are enclosed in double circles).",,,
GATE_CS_1996.csv,43,Consider the given figure of state table for a sequential machine. The number of states in the minimized machine will be .,,,
GATE_CS_1996.csv,44,"Let Q = ( {q 1 ,q 2 }, {a,b}, {a,b,Z}, δ, Z, ϕ) be a pushdown automaton accepting by empty stack for the language which is the set of all non empty even palindromes over the set {a,b} . Below is an incomplete specification of the transitions δ . Complete the specification. The top of the stack is assumed to be at the right end of the string representing stack contents. δ(q 1 , a, Z)={(q 1 , Za)}
δ(q 1 , b, Z)={(q 1 , Zb)}
δ(q 1 , a, a)={(..... , .....)}
δ(q 1 , b, b)={(..... , .....)}
δ(q 2 , a, a)={(q 2 , ϵ)}
δ(q 2 , b, b)={(q 2 , ϵ)}
δ(q 2 , ϵ, Z)={(q 2 , ϵ)}",,,
GATE_CS_1996.csv,45,"Define for a context free language L ⊆ {0, 1}* ,  init(L)={ u ∣ uv ∈ L for some v in {0,1}∗} ( in other words, init(L) is the set of prefixes of L)

Let L = {w ∣ w is nonempty and has an equal number of 0 ’s and 1 ’s}
Then init(L) is",,,
GATE_CS_1996.csv,46,"Let G be a context-free grammar where G = ( { S, A, B, C}, { a,b, d}, P, S ) with the productions in P given below. S → ABAC
A → aA ∣ ε
B → bB ∣ ε
C → d ( ε denotes null string). Transform the grammar G to an equivalent context-free grammar G' that has no ε productions and no unit productions. (A unit production is of the form x → y, and x and y are non terminals.)",,,
GATE_CS_1996.csv,47,"If L1 and L2 are context free languages and R a regular set, one of the languages below is not necessarily a context free language, which one?",,,
GATE_CS_1996.csv,48,Which of the following statements is false?,,,
GATE_CS_1996.csv,49,The formula used to compute an approximation for the second derivative of a function f at a point X 0 is,,,
GATE_CS_1996.csv,50,"Let f be a function defined by [Tex]f(x) =\begin{cases} x^2 & \text{for } x \leq 1 \\ax^2 + bx + c & \text{for } 1 < x \leq 2 \\x + d & \text{for } x > 2\end{cases}[/Tex] Find the values for the constants a, b, c and d so that f is continuous and differentiable everywhere on the real line.",,,
GATE_CS_1996.csv,51,"Newton-Raphson iteration formula for finding 3 √c, where c > 0 is .",,,
GATE_CS_1996.csv,52,Number of machine cycles required for RET instruction in 8085 microprocessor is,,,
GATE_CS_1996.csv,53,"A computer system has a three level memory hierarchy, with access time and hit ratios as shown below: a) What should be the minimum sizes of level 1 and 2 memories to achieve an average access time of less than 100 nsec?
b) What is the average access time achieved using the chosen sizes of level 1 and level 2 memories?",,,
GATE_CS_1996.csv,54,"For the daisy chain scheme of connecting I/O devices, which of the following statement is true?",,,
GATE_CS_1996.csv,55,"A hard disk is connected to a 50 MHz processor through a DMA controller. Assume that the initial set-up of a DMA transfer takes 1000 clock cycles for the processor, and assume that the handling of the interrupt at DMA completion requires 500 clock cycles for the processor. The hard disk has a transfer rate of 2000 Kbytes/sec and average block transferred is 4 K bytes. What fraction of the processor time is consumed by the disk, if the disk is actively transferring 100% of the time? .",,,
GATE_CS_1996.csv,56,"An 8052 based system has an output port with address 00H. Consider the following assembly language program. ORG    0100H
MVI    A, 00H
LXI    H, 0105H
OUT    00H
INR    A
PCHL
HLT a) What does the program do with respect to the output port 00H?
b) Show the wave forms at the three least significant bits of the port 00H.",,,
GATE_CS_1996.csv,57,"A micro program control unit is required to generate a total of 25 control signals. Assume that during any microinstruction , at most two control signals are active. Minimum number of bits required in the control word to generate the required control signals will be",,,
GATE_CS_1996.csv,58,Relative mode of addressing is most relevant to writing,,,
GATE_CS_1996.csv,59,"Which of the following is false? Read ∧ as AND, ∨ as OR, ∼ as NOT, → as one way implication and ↔ as two way implication.",,,
GATE_CS_1996.csv,60,"Four jobs to be executed on a single processor system arrive at time 0 in the order A, B, C, D. Their burst CPU time requirements are 4, 1, 8, 1 time units respectively. The completion time of A under round robin scheduling with time slice of one time unit is",,,
GATE_CS_1996.csv,61,A critical section is a program segment,,,
GATE_CS_1996.csv,62,A solution to the Dining Philosophers Problem which avoids deadlock is:,,,
GATE_CS_1996.csv,63,"A computer system uses the Banker’s Algorithm to deal with deadlocks. Its current state is shown in the table below, where P0, P1, P2 are processes, and R0, R1, R2 are resources types. a) Show that the system can be in this state. b) What will the system do on a request by process P0 for one unit of resource type R1?",,,
GATE_CS_1996.csv,64,Consider the following statements: i.   First-in-first out types of computations are efficiently supported by STACKS. ii.  Implementing LISTS on linked lists is more efficient than implementing LISTS on an array for almost all the basic LIST operations. iii. Implementing QUEUES on a circular array is more efficient than implementing QUEUES on a linear array with two indices. iv.  Last-in-first-out type of computations are efficiently supported by QUEUES. Which of the following is correct?,,,
GATE_CS_1996.csv,65,"In the balanced binary tree in the below figure, how many nodes will become unbalanced when a node is inserted as a child of the node “ g ”? a
       /   \\
      b     e
     / \\   /
    c  d  f
   /
  g",,,
GATE_CS_1996.csv,66,"Which of the following sequences denotes the post order traversal sequence of the given tree? a
       /   \\
      b     e
     / \\   /
    c  d  f
   /
  g",,,
GATE_CS_1996.csv,67,A binary search tree is used to locate the number 43. Which of the following probe sequences are possible and which are not? Explain,,,
GATE_CS_1996.csv,68,An advantage of chained hash table (external hashing) over the open addressing scheme is,,,
GATE_CS_1996.csv,69,"Insert the characters of the string K R P C S N Y T J M into a hash table of size 10. Use the hash function h(x) = ( ord(x) – ord(""A"") + 1 ) mod10 If linear probing is used to resolve collisions, then the following insertion causes collision",,,
GATE_CS_1996.csv,70,"A binary search tree is generated by inserting in order the following integers: 50, 15, 62, 5, 20, 58, 91, 3, 8, 37, 60, 24 The number of nodes in the left subtree and right subtree of the root respectively is",,,
GATE_CS_1996.csv,71,"Consider the syntax-directed translation schema (SDTS) shown below: E → E + E         {print “ + ”}
E → E ∗ E         {print “ . ”}
E → id            {print id.name }
E → ( E ) An LR-parser executes the actions associated with the productions immediately after a reduction by the corresponding production. Draw the parse tree and write the translation for the sentence (a+b) ∗ (c+d) , using the SDTS given above.",,,
GATE_CS_1996.csv,72,"The minimum number of interchanges needed to convert the array 89, 19, 40, 17, 12, 10, 2, 5, 7, 11, 6, 9, 70 into a heap with the maximum element at the root is",,,
GATE_CS_1996.csv,73,"The grammar whose productions are <stmt> → if id then <stmt>
 <stmt> → if id then  <stmt> else <stmt>
 <stmt> → id := id is ambiguous because
a) the sentence if a then if b then c:= d has two parse trees
b) the left most and right most derivations of the sentence if a then if b then c:= d give rise to different parse trees
c) the sentence if a then if b then c:= d else c:= f has more than two parse trees
d) the sentence if a then if b then c:= d else c:= f has two parse trees",,,
GATE_CS_1996.csv,74,The pass number for each of the following activities Object code generation Literals added to literal table Listing printed Address resolution of local symbols That occur in a two pass assembler respectively are,,,
GATE_CS_1996.csv,75,"Which of the following macros can put a micro assembler into an infinite loop?
(i) .MACRO M1 X
.IF EQ, X      ;if X=0 then
M1 X + 1
.ENDC
.IF NE X       ;IF X≠0 then
.WORD X        ;address (X) is stored here
.ENDC
.ENDM (ii) .MACRO M2 X
.IF EQ X
M2 X
.ENDC
.IF NE, X
.WORD X+1
.ENDC
.ENDM",,,
GATE_CS_1997.csv,1,"A concurrent system consists of 3 processes using a shared resource R in a non-preemptible and mutually exclusive manner. The processes have unique priorities in the range 1.....3, 3 being the highest priority. It is required to synchronize the processes such that the resource is always allocated to the highest priority requester. The pseudo code for the system is as follows. Shared Data mutex:semaphore = 1:/* initialized to 1*/
process[3]:semaphore = 0; /*all initialized to 0 */
R_requested [3]:boolean = false; /*all initialized to false */
busy: boolean = false; /*initialized to false */ Code for processes begin process
my-priority:integer;
my-priority:=____; /*in the range 1...3*/
repeat
    request_R(my-priority);
    P (proceed [my-priority]);
    {use shared resource R}
    release_R (my-priority);
forever
end process; Procedures procedure request_R(priority);
P(mutex);
if busy = true then
    R_requested [priority]:=true;
else
 begin
    V(proceed [priority]);
    busy:=true;
 end
V(mutex); Give the pseudo code for the procedure release_R .",,,
GATE_CS_1997.csv,2,"A priority queue Q is used to implement a stack S that stores characters. PUSH(C) is implemented as INSERT(Q, C, K) where K is an appropriate integer key chosen by the implementation. POP is implemented as DELETEMIN(Q). For a sequence of operations, the keys chosen are in",,,
GATE_CS_1997.csv,3,"[5-Marks question]

Consider a graph whose vertices are points in the plane with integer co-ordinates (x,y) such that 1≤x≤n and 1≤y≤n , where n≥2 is an integer. Two vertices (x1,y1) and (x2,y2) are adjacent iff ∣ x1−x2 ∣ ≤ 1 and ∣ y1–y2 ∣ ≤1. The weight of an edge {(x1,y1),(x2,y2)} is √ (x1–x2) 2 +(y1–y2) 2 a.  What is the weight of a minimum weight-spanning tree in this graph? Write only the answer without any explanations.
b.  What is the weight of a maximum weight-spanning tree in this graph? Write only the answer without any explanations.",,,
GATE_CS_1997.csv,4,"The correct matching for the following pairs is (A) All pairs shortest path          (1) Greedy
(B) Quick Sort                       (2) Depth-First search
(C) Minimum weight spanning tree     (3) Dynamic Programming
(D) Connected Components             (4) Divide and and Conquer Codes: A    B    C    D a 2    4    1    3 b 3    4    1    2 c 3    4    2    1 d 4    1    2    3",,,
GATE_CS_1997.csv,5,"An array A contains n≥1 positive integers in the locations A[1], A[2],... A[n]. The following program fragment prints the length of a shortest sequence of consecutive elements of A, A[i], A[i+1],...A[j] such that the sum of their values is ≥M , a given positive number. It prints ‘ n+1 ’ if no such sequence exists. Complete the program by filling in the boxes. In each case use the simplest possible expression. Write only the line number and the contents of the box.",,,
GATE_CS_1997.csv,6,Locality of reference implies that the page reference being made by a process,,,
GATE_CS_1997.csv,7,Thrashing,,,
GATE_CS_1997.csv,8,Dirty bit for a page in a page table,,,
GATE_CS_1997.csv,9,"[5-Marks question]

Let L = {a 1 ,  a 2 , .........., a n } n ≥ 0 be a list whose Pascal representation is type list = record
next:↑ list; val: integer   end The following function returns a list in which a 2i and a 2i-1 , 1 ≤ i ≤ [n/2] are interchanged. Complete the function by filling the boxes. Write the line number and the content of the box in your answer sheet.",,,
GATE_CS_1997.csv,10,"[5-Marks question]

Consider the following program in Pseudo-Pascal syntax. program what:
    var z: integer
    procedure recur(x):
    begin if x <= 40 then
        begin x:x+z
            recur(x);
            z:=x+10
        end
    end(*recur*)
begin(*what*)
    z=10;
    recur(z);
    writeln(z)
end a. Suppose the parameter to the procedure ‘recur’ is passed by value.
i. What value is printed by program?
ii. How many times is ‘recur’ called?
b. What value is printed by the program if the parameter is passed by reference?",,,
GATE_CS_1997.csv,11,Heap allocation is required for languages,,,
GATE_CS_1997.csv,12,"A program P reads and processes 1000 consecutive records from a sequential file F stored on device D without using any file system facilities. Given the following Size of each record = 3200 bytes
Access time of D = 10 msecs
Data transfer rate of D = 800 × 10 3 bytes/second
CPU time to process each record = 3 msecs What is the elapsed time of P if
a). F contains unblocked records and P does not use buffering?
b). F contains unblocked records and P uses one buffer (i.e., it always reads ahead into the buffer)?
c). records of F are organized using a blocking factor of 2 (i.e., each block on D contains two records of F) and P uses one buffer?

You may assume that the CPU time needed to transfer a record from a buffer to a local variable of P is negligible.",,,
GATE_CS_1997.csv,13,I/O redirection,,,
GATE_CS_1997.csv,14,"Consider the following program fragment in Pascal: Program Main;
    var X : integer;
    procedure A:
       var Y : integer;
    procedure B:
       var Z : integer;
    procedure C:
       var Z : integer;
    begin(*Procedure C*)
    .
    .
    end(*Procedure C*)
 begin(*Procedure B*)
    .
    .
 C; (*call to C*)
 A; (*call to A*)
        .
        .

 end(*Procedure B*)
 begin(*Procedure A*)
        .
        .
        B; (*call to B*)
        .
        .
  end(*Procedure A*)
begin (*Main*) Assume that there are no calls to any procedures other than the ones indicated above. It is known that at some point of time during the execution of this program five activation records exist on the run-time stack. Describe the run-time stack at this point of time by clearly indicating the following: the top of the stack, the contents of the static link and dynamic link, and allocation of the local variables in each record.",,,
GATE_CS_1997.csv,15,"A language L is a subset of Pascal with the following constructs:

a). Expressions involving the operators '+' and '<' only
b). Assignment statements
c). 'while' statements and
d). Compound statements with the syntax 'begin..............end'

Give an unambiguous grammar for L.",,,
GATE_CS_1997.csv,16,"Consider the following function Function F (n, m: integer): integer;
begin
    If (n<=0) or (m<=0) then F:=1
    else
      F:= F(n-1,m) + F(n, m-1);
    end; Use the recurrence relation to answer the following question. Assume that n, m are positive integers. Write only the answers without any explanation.
a. What is the value of F(n,2)?
b. What is the value of (n,m)?
c. How many recursive calls are made to the function F, including the original call, when evaluating F(n,m).",,,
GATE_CS_1997.csv,17,"Let T(n) be the function defined by T(1)= 1, T(n)= 2T (⌊n/2⌋) + √n for n≥2 . Which of the following statement(s) is true?

a.  T(n) = O(√n)
b.  T(n) = O(n)
c.  T(n) = O(log n)
d. None of the above",,,
GATE_CS_1997.csv,18,"For a database relation R(a,b,c,d), where the domains a, b, c, d include only atomic values, only the following functional dependencies and those that can be inferred from them hold: { a → c, b → d } This relation is",,,
GATE_CS_1997.csv,19,"Consider the following relational database schema: EMP ( eno name, age)
PROJ ( pno name)
INVOLVED ( eno, pno ) EMP contains information about employees. PROJ about projects and INVOLVED about which employees involved in which projects. The underlined attributes are the primary keys for the respective relations.
a). What is the relational algebra expression containing one or more of {σ,π,x,u,−} which is equivalent to SQL query. select eno
from EMP, INVOLVED 
where EMP.eno=INVOLVED.eno  
and INVOLVED.pno=3 b). State in English (in not more than 15 words).
What the following relational algebra expressions are designed to determine (i) π eno (INVOLVED) − π eno ((π eno (INVOLVED) X π pno (PROJ))−INVOLVED)
(ii) π age (EMP) − π Eage<EMP.age (ρE(EMP) x EMP)) ( Note: ρ E (EMP) conceptually makes a copy of EMP and names it K (ρ is called the rename operator))",,,
GATE_CS_1997.csv,20,"Let R(a,b,c) and S(d,e,f) be two relations in which d is the foreign key of S that refers to the primary key of R . Consider the following four operations R and S 1. Insert into R
2. Insert into S
3. Delete from R
4. Delete from S

Which of the following can cause violation of the referential integrity constraint above?",,,
GATE_CS_1997.csv,21,A B+ tree of order d is a tree in which each internal node has between d and 2d key values. An internal node with M key values has M+1 children. The root (if it is an internal node) has between 1 and 2d key values. The distance of a node from the root is the length of the path from the root to the node. All leaves are at the same distance from the root. The height of the tree is the distance of a leaf from the root. a). What is the total number of key values in the internal nodes of a B+ tree with l leaves (l≥2) ? b). What is the maximum number of internal nodes in a B+ tree of order 4 with 52 leaves? c). What is the minimum number of leaves in a B+ tree of order d and height h(h≥1) ?,,,
GATE_CS_1997.csv,22,The probability that it will rain today is 0.5. The probability that it will rain tomorrow is 0.6. The probability that it will rain either today or tomorrow is 0.7. What is the probability that it will rain today and tomorrow?,,,
GATE_CS_1997.csv,23,"A polynomial p(x) is such that p(0) =5, p(1) =4, p(2) =9 and p(3) =20. The minimum degree it can have is",,,
GATE_CS_1997.csv,24,"The number of equivalence relations of the set {1,2,3,4} is",,,
GATE_CS_1997.csv,25,"A partial order ≤ is defined on the set S= {x, a 1 , a 2 ,.....a n , y} as x < a i for all i and a i ≤ y for all i , where n≥1. The number of total orders on the set S which contain the partial order ≤ is",,,
GATE_CS_1997.csv,26,"In a lattice defined by the Hasse diagram given in figure 3.3, how many complements does the element 'e' have?",,,
GATE_CS_1997.csv,27,"Let F be the set of one-to-one functions from the set {1,2,…,n} to the set {1,2,…,m}, where m ≥n ≥ 1 .

a. How many functions are members of F?
b. How many functions f in F satisfy the property f(i)=1 for some i, 1 ≤ i ≤ n ?
c. How many functions f in F satisfy the property f(i) < f(j) for all 1 ≤ i ≤ j ≤ n ?",,,
GATE_CS_1997.csv,28,"Let (Z, *) be an algebraic structure where Z is the set of integers and the operation ∗ is defined by n ∗ m = max(n . m) . Which of the following statements is true for (Z, *) ?",,,
GATE_CS_1997.csv,29,"Let R be a reflexive and transitive relation on a set A . Define a new relation E on A as E= {(a,b) ∣ (a,b)∈R and (b,a)∈R } a . Prove that E is an equivalence relation on A . b . Define a reason ≤ on the equivalence classes of E as E1≤E2 if  ∃ a,b such that a∈E1, b∈E2 and (a,b)∈R. Prove that ≤ is a partial order.",,,
GATE_CS_1997.csv,30,Let A= (a ij ) be an n-rowed square matrix and I 12 be the matrix obtained by interchanging the first and second rows of the n-rowed Identify matrix. Then AI 12 is such that its first,,,
GATE_CS_1997.csv,31,"The determinant of the matrix [Tex]\begin{bmatrix}
6 & -8 & 1 & 1 \\
0 & 2 & 4 & 6 \\
0 & 0 & 4 & 8 \\
0 & 0 & 0 & -1
\end{bmatrix}[/Tex] is:",,,
GATE_CS_1997.csv,32,"Let f = (w'+y)(x'+y)(w+x'+z)(w'+z)(x'+z) a). Express f as the minimal sum of products. Write only the answer.
b). If the output line is stuck at 0, for how many input combinations will the value of f be incorrect?",,,
GATE_CS_1997.csv,33,"Following floating point number format is given f is a fraction represented by a 6-bit mantissa (includes sign bit) in sign magnitude form e is a 4-bit exponent (includes sign hit) in sign magnitude form n= (f, e) = f, 2 e is a floating point number.
Let A= 54.75 in decimal and B= 9.75 in decimal.

a). Represent A and B as floating point numbers in the above format.
b). Show the steps involved in floating point addition of A and B.
c). What is the percentage error (upto one position beyond decimal point) in the addition operation in (b)?",,,
GATE_CS_1997.csv,34,"A D flip-flop is to be connected to an 8085 microprocessor chip as a 1-bit output port with a port address of FF hex. Data bit D3 should be involved in the data transfer from CPU to the flip-flop. The flip-flop should be cleared on power ON. a.  Using only one NAND gate (fan in of 10), one NOT gate and one D flip-flop. Draw the required interface logic circuit (only the relevant signals should be shown). b.  Write a program to generate a square wave on the output of the flip-flop. ON and OFF periods of the square wave should be 7 bus cycles each.",,,
GATE_CS_1997.csv,35,"Consider a logic circuit shown in figure below. The functions f1 , f2 and f (in canonical sum of products form in decimal notation) are : f1(w,x,y,z) = ∑ 8,9,10 f2(w,x,y,z) = ∑ 7,8,12,13,14,15 f(w,x,y,z) = ∑ 8,9  The Function f3 is a. ∑9,10 b. ∑9 c. ∑1,8,9 d. ∑8,10,15",,,
GATE_CS_1997.csv,36,Given √(224) r = (13) r The value of the radix r is:,,,
GATE_CS_1997.csv,37,"Let f(x, y, z) = x' + y'x + xz be a switching function. Which one of the following is valid?",,,
GATE_CS_1997.csv,38,Let * be defined as x * y = x' + y. Let z = x * y. Value of z * x is,,,
GATE_CS_1997.csv,39,"An N-bit carry look ahead adder, where N is a multiple of 4, employs ICs 74181 (4 bit ALU) and 74182 (4 bit carry look ahead generator).
The minimum addition time using the best architecture for this adder is",,,
